UNIV_FISCAL_YR,FIN_COA_CD,FDOC_TYP_CD,FIN_BALANCE_TYP_CD,OBJ_ID,VER_NBR,FIN_OBJECT_CD
2014,BL,OLE_CTRL,AC,24e881bb-27f2-4b41-85e5-9cbc4ddbc61a,1,8000
2014,BL,OLE_DD,AC,49d7219b-54b5-4357-941a-13ce55f2aa53,1,8000
2014,BL,OLE_DEPR,AC,c23f0878-3cd5-4e94-beb2-546df4e408da,1,9899
2014,BL,OLE_DI,AC,be5fafbd-87ac-4095-8cab-fc56dadc4781,1,8000
2014,BL,OLE_DV,AC,b82c5742-51ac-4d2e-b386-d13c419a2790,1,8000
2014,BL,OLE_DVCA,AC,32f3213b-4de4-4304-9b58-8acfa719cf1c,1,8000
2014,BL,OLE_DVWF,AC,eec84989-c565-48ed-b70e-82203ebbbdb8,1,8000
2014,BL,OLE_EB07,AC,424428d3-93ae-4223-8a75-42c595ae3098,1,8000
2014,BL,OLE_EB16,AC,2b94256f-9138-4b23-acce-60e49c5da7c0,1,8000
2014,BL,OLE_EB17,AC,d1dbb0a5-9e17-4fa0-89ac-1ff861c0b9fc,1,8000
2014,BL,OLE_EB18,AC,ad660a55-651a-42f0-b5a5-937e4a14328e,1,8000
2014,BL,OLE_EB26,AC,7baddde7-e5be-4abd-9205-f8b0b76f9a89,1,8000
2014,BL,OLE_EB37,AC,cf59d347-16f0-4e88-a618-d7974c19081f,1,8000
2014,BL,OLE_EB46,AC,d0aae689-e0b8-4c55-ac0b-283bd9ec28b6,1,8000
2014,BL,OLE_EB47,AC,b6978359-3529-459d-930d-a9495a1dffd7,1,8000
2014,BL,OLE_EB49,AC,ebbd609d-da12-40a4-ad00-8eaef1133627,1,8000
2014,BL,OLE_EB55,AC,a5786fc2-a98f-401d-bf0d-9eefbd2849b0,1,8000
2014,BL,OLE_EB56,AC,aa0964e3-ca4f-4066-ba67-5787461c67c6,1,8000
2014,BL,OLE_EB57,AC,0714ff2d-8dbf-46a5-bd14-62c7fec7f3bb,1,8000
2014,BL,OLE_EB61,AC,32d870c1-691b-48cd-aa5d-7393d3e3a4ec,1,8000
2014,BL,OLE_EB62,AC,20c9aa95-adaa-418b-87cd-35f365f40740,1,8000
2014,BL,OLE_EB65,AC,8fb3a7f7-fc74-43cb-8f1e-e72296c31588,1,8000
2014,BL,OLE_EB67,AC,87b88003-8d6d-4fc6-9626-e9dbc4d87ec1,1,8000
2014,BL,OLE_ET,AC,21beb202-7ae6-4986-ba23-b7abe98cd98e,1,8000
2014,BL,OLE_EXEN,CE,431bc703-9636-4b9e-8b17-0faf2286eeb4,1,9893
2014,BL,OLE_EXEN,EX,8eb78957-7912-4181-a249-2068e5f6dfa5,1,9892
2014,BL,OLE_FCRD,AC,f8f2ec51-8c68-4fd6-87e1-71538f35f6b9,1,8000
2014,BL,OLE_GEC,AC,46156b56-e805-4b5a-aa85-1d6ca1d685dd,1,8000
2014,BL,OLE_HDRW,AC,ac0229f6-d618-4fad-b1ec-5e6ec2f53bd2,1,9050
2014,BL,OLE_IB,AC,baddb0be-5657-4d68-846a-4f9c3eda9e90,1,8000
2014,BL,OLE_ICA,AC,ba617de3-6261-4a89-927d-c5ea9fb61e65,1,8000
2014,BL,OLE_ICR,AC,d31ec3d2-8e69-4afa-884a-76504e7a8e28,1,8000
2014,BL,OLE_ID01,AC,7cdd37fd-7dd4-46cc-bf7d-9cce46e78bd6,1,8000
2014,BL,OLE_ID01,IE,53bbbc6c-81c4-485a-9ec6-7e0bd3d603f5,1,9891
2014,BL,OLE_ID02,AC,c79f8637-6e81-44d5-ad96-5427c1adebc5,1,8000
2014,BL,OLE_ID02,IE,a40453f7-5f73-4b89-a94d-3316c9313c5c,1,9891
2014,BL,OLE_ID03,AC,42c8c332-5861-4202-b7db-b8eff39e6485,1,8000
2014,BL,OLE_ID04,AC,2ac3b099-d43d-4636-92f8-31135313d983,1,8000
2014,BL,OLE_ID05,AC,dc4044f0-8249-4eca-b6f5-a806f2507754,1,8000
2014,BL,OLE_ID06,AC,8029d4b5-e719-4494-816d-10148969ab70,1,8000
2014,BL,OLE_ID07,AC,d4aa385b-42fd-4531-b14b-85a42555ca51,1,8000
2014,BL,OLE_ID08,AC,d7840fb7-cdf8-41e3-9f70-77c92508f5d2,1,8000
2014,BL,OLE_ID09,AC,08a202c0-9b1e-4351-91d6-e3402b04bddf,1,8000
2014,BL,OLE_ID10,AC,f02fea09-c31e-41bb-a945-ce7b49e82266,1,8000
2014,BL,OLE_ID11,AC,a5ca63b7-4cd2-447d-a664-46d5ca3d2d3e,1,8000
2014,BL,OLE_ID12,AC,18d7a281-2749-47b1-b499-ce1c72e1f7d3,1,8000
2014,BL,OLE_ID13,AC,3d3a247e-2d1d-4d89-a0eb-4791d1dccd62,1,8000
2014,BL,OLE_ID14,AC,3b268b64-8e40-46f9-92e6-c09930026317,1,8000
2014,BL,OLE_ID15,AC,7e600e42-c7fd-4666-9318-e1cf06be8bab,1,8000
2014,BL,OLE_ID16,AC,ba6976c5-94ed-456d-9069-691c645fea58,1,8000
2014,BL,OLE_ID17,AC,a5357ea5-0ee3-4f6a-b9df-72d42bdce6f7,1,8000
2014,BL,OLE_ID19,AC,2bf6e7d5-8932-431f-bf8f-c343dbdb406b,1,8000
2014,BL,OLE_ID20,AC,da151af4-b73b-404f-bb5b-e185bc9a029e,1,8000
2014,BL,OLE_ID21,AC,6a2b5acd-2e67-4bef-a471-899ba5e58f14,1,8000
2014,BL,OLE_ID22,AC,7faa09f1-36cc-4baf-8c67-61bcff174da4,1,8000
2014,BL,OLE_ID23,AC,79e78940-1221-46ed-8843-fec560a2558a,1,8000
2014,BL,OLE_ID24,AC,97682cea-c11a-481c-8707-a6266d929d38,1,8000
2014,BL,OLE_ID25,AC,da6043fe-8e65-43b9-8d6f-8407e6db3cf8,1,8000
2014,BL,OLE_ID26,AC,75b197c1-fbdd-4364-9f57-35625d969156,1,8000
2014,BL,OLE_ID27,AC,437a30ad-1c6d-4feb-b5ca-bfdc7dc280b8,1,8000
2014,BL,OLE_ID28,AC,c30c4589-04ca-4d78-b060-402fb48d0802,1,8000
2014,BL,OLE_ID29,AC,584c96ea-dbc1-413f-a0ae-5a36c703c845,1,8000
2014,BL,OLE_ID30,AC,3847365d-2763-4e4a-a6ea-bf2f6a845a3d,1,8000
2014,BL,OLE_ID31,AC,fa334ef1-fe66-46b8-95da-82c5532ca57f,1,8000
2014,BL,OLE_ID32,AC,620d2fad-37d2-4e19-94d0-55ff381664bc,1,8000
2014,BL,OLE_ID33,AC,aadaea15-9cdb-49ef-9040-cc2d9fb23af6,1,8000
2014,BL,OLE_ID34,AC,202c0628-7c20-494d-b8e5-88c2612bd203,1,8000
2014,BL,OLE_ID35,AC,fc37212c-ee56-46fa-8ac7-298d1417774b,1,8000
2014,BL,OLE_ID36,AC,55b817e1-ac22-4231-8107-13fe93ac7e99,1,8000
2014,BL,OLE_ID37,AC,bde07b53-38df-453f-af20-4161ab242e48,1,8000
2014,BL,OLE_ID38,AC,fcb46eea-eae5-4f1f-9285-9198c8a82bd6,1,8000
2014,BL,OLE_ID39,AC,3dc0a266-5862-4b99-8c7c-43c24c6c15e8,1,8000
2014,BL,OLE_ID40,AC,1ad239e6-8503-4b8c-a714-06aa61f35458,1,8000
2014,BL,OLE_ID41,AC,cedff9b2-3502-4db7-8720-188316d4bd93,1,8000
2014,BL,OLE_ID42,AC,70040b5b-79a7-4854-9238-36c43157efab,1,8000
2014,BL,OLE_ID43,AC,da02b829-b8ce-44bd-b277-e14f87786864,1,8000
2014,BL,OLE_ID44,AC,00740b2d-de8c-454e-80c7-d6bbbd0e02fc,1,8000
2014,BL,OLE_ID45,AC,4188ad58-cdb7-4a20-85ff-540a3375645b,1,8000
2014,BL,OLE_ID46,AC,e22f103e-28f7-4497-b184-bd55fbfecdce,1,8000
2014,BL,OLE_ID47,AC,fc562714-7961-42ef-80c7-4a64ffeab923,1,8000
2014,BL,OLE_ID48,AC,d6b4cada-8b63-4a51-a041-9c521205e218,1,8000
2014,BL,OLE_ID49,AC,29ab4b76-4f27-423e-85ff-258e4355bd53,1,8000
2014,BL,OLE_ID50,AC,23e63f71-1d99-4c98-8eb9-986c69f55a35,1,8000
2014,BL,OLE_ID51,AC,7ddcb521-8c82-496c-9d79-8db6036024d7,1,8000
2014,BL,OLE_ID52,AC,1cf85e59-96d4-4a1a-a251-448ebd67ca20,1,8000
2014,BL,OLE_ID53,AC,ca270eb8-4ac2-4fc5-bb0b-73421b3283ce,1,8000
2014,BL,OLE_ID54,AC,7808f05d-8020-4071-a28d-4fe734a46f11,1,8000
2014,BL,OLE_ID55,AC,a623c804-515e-4554-8ba2-aa86b0cd6d4f,1,8000
2014,BL,OLE_ID56,AC,7475c480-e1cb-4875-bfa5-29be7657860b,1,8000
2014,BL,OLE_ID57,AC,d90a7b8a-2800-4873-a9b1-6d5ae0782945,1,8000
2014,BL,OLE_ID58,AC,43d50229-2dfa-4906-9ac3-f3bdfeb1b2c7,1,8000
2014,BL,OLE_ID59,AC,4a95e2db-7ef4-49da-b23a-6ea5bbd03331,1,8000
2014,BL,OLE_ID59,IE,1469b50b-af0a-426f-8fde-be9df9a80e7f,1,9891
2014,BL,OLE_ID60,AC,87b1e899-b920-4cf1-817d-179cd1ee4921,1,8000
2014,BL,OLE_ID61,AC,bf20af81-6a9b-42dc-ad64-49440f9cca73,1,8000
2014,BL,OLE_ID63,AC,481fc1ce-093a-4900-8e29-bc9c3ab4bd3f,1,8000
2014,BL,OLE_ID64,AC,0bc2b18e-7d7c-46c9-be3e-e0689f1187c6,1,8000
2014,BL,OLE_ID66,EX,4c8733f4-ee61-4942-a4a2-5d052fa08a69,1,9892
2014,BL,OLE_ID68,AC,7d7056f3-09d4-4326-bd22-35fc855bfb07,1,8000
2014,BL,OLE_ID69,AC,7cdc1228-fe22-4d92-8503-27f933ab14b5,1,8000
2014,BL,OLE_ID70,AC,d7153fa3-0416-4e07-baac-54c93232543e,1,8000
2014,BL,OLE_IDBL,AC,ee2c2a00-a098-4efd-84a5-91b1135aaf3c,1,8000
2014,BL,OLE_IINV,AC,f5af066e-1ce1-4820-aae2-75442f23cab6,1,8000
2014,BL,OLE_INEN,CE,cad3c7c2-4f56-499c-9cde-33dcb367a9e4,1,9893
2014,BL,OLE_INEN,IE,c8f08c4d-3b69-4dbf-a88d-c5f3974eca74,1,9891
2014,BL,OLE_INV,AC,1d5725d4-ead4-4df3-bb74-20a8f5b20234,1,9899
2014,BL,OLE_INVW,AC,3f8cb56f-9fb0-4ffd-ab18-e374176d3510,1,9899
2014,BL,OLE_JV,AC,e61b70af-ddec-4df5-9434-0330a9742b34,1,8000
2014,BL,OLE_JVOU,AC,6810e573-e42a-4c18-ab8d-a945ac1287cd,1,8000
2014,BL,OLE_LADJ,AC,22dfd94c-b13c-46e6-84cc-8218a2f22fd7,1,8000
2014,BL,OLE_LJVA,AC,a24ab0b9-0f9a-4487-818d-36b3e55ecc39,1,9050
2014,BL,OLE_LJVC,AC,32f852bc-1176-43f2-a737-5cd276a6c46e,1,8000
2014,BL,OLE_LJVE,IE,5fa90141-5230-48df-a3b0-04b213ed813e,1,9891
2014,BL,OLE_LLJV,AC,15ba2d88-f443-4d1c-ae03-139625640205,1,8000
2014,BL,OLE_LOCR,AC,f9e93ce8-d505-4af2-a4cd-05838b90e2bf,1,8000
2014,BL,OLE_ND,AC,3e4c0c45-6b68-4be3-9392-308f77bedfa4,1,8000
2014,BL,OLE_OPAY,AC,542b27e7-4245-49d9-9593-595370579730,1,9050
2014,BL,OLE_PAY,AC,ed10cf2b-3774-45e5-9480-5638f38c3e9d,1,9050
2014,BL,OLE_PAYA,AC,2d6c1b99-a89a-4734-ab43-a139dfa0d383,1,9050
2014,BL,OLE_PAYC,AC,4b46a2fe-cd27-4117-b1fa-5e5d8893b0a2,1,8000
2014,BL,OLE_PAYD,AC,f368f674-9117-4508-a085-f2c9f3a59da8,1,8000
2014,BL,OLE_PAYE,CE,ab2b845f-a889-4d9f-8ad2-645363d9d9a5,1,9893
2014,BL,OLE_PAYE,IE,b1debe2e-c695-43ee-ba85-7a5cc9009dc2,1,9891
2014,BL,OLE_PAYG,AC,a7aa7022-7c92-494d-8e2e-c19487f071f3,1,5004
2014,BL,OLE_PAYN,AC,03200408-c62e-456e-bf41-865130309afe,1,9050
2014,BL,OLE_PAYR,AC,0d84ceba-e901-4660-9533-20522f969aa8,1,9050
2014,BL,OLE_PCDE,AC,3d911c06-89c1-4323-a5b8-4b62ef41e187,1,8000
2014,BL,OLE_PCDO,AC,858d3c80-9308-49cc-a20e-d610eee64e54,1,8000
2014,BL,OLE_PE,CE,df13c421-7041-4b76-9ed3-4955db8b17c7,1,9893
2014,BL,OLE_PE,PE,5b19f133-65c0-412c-a59a-aab69b39bf29,1,9890
2014,BL,OLE_PO,CE,06fa3a88-0a14-47ea-afe3-beca375930e9,1,9893
2014,BL,OLE_PO,EX,07b77ff2-a9dd-4142-82b4-875a1a0b04a8,1,9892
2014,BL,OLE_POA,CE,c158b746-59a3-4f67-ac4c-cbecf93f564d,1,9893
2014,BL,OLE_POA,EX,e3749287-778e-4b26-aac3-998448670dee,1,9892
2014,BL,OLE_POC,CE,f8911497-a535-472b-8020-09103c4010b2,1,9893
2014,BL,OLE_POC,EX,1e2eca51-9a5b-4c36-a945-f916573eb7b2,1,9892
2014,BL,OLE_POR,CE,baaf61b7-8f38-490f-b9ca-93217e2ac280,1,9893
2014,BL,OLE_POR,EX,e62ab2ca-2c98-456e-8501-595a15cdbc8f,1,9892
2014,BL,OLE_POV,CE,28e1bb83-7d35-4b0e-8a5b-6d4381fc3d31,1,9893
2014,BL,OLE_POV,EX,003faf99-8d24-491d-aeb7-2d519e1d96e9,1,9892
2014,BL,OLE_PREQ,AC,41f41f81-7e26-4e4e-a6a0-8a8a3a336b20,1,8000
2014,BL,OLE_PREQ,CE,52f0ed89-fcba-46f2-be96-20020c88f553,1,9893
2014,BL,OLE_PREQ,EX,95d2cb87-3ab7-4b0c-9554-ae65c9f376a6,1,9892
2014,BL,OLE_RETR,AC,cfff2d6e-c69b-4afb-addf-4cb93080c96c,1,8000
2014,BL,OLE_SB,AC,3cd52585-b8c7-4b6d-b78d-451649941bb9,1,8000
2014,BL,OLE_ST,AC,1f5391ba-3ce9-4469-b126-956e4d32fb0e,1,8000
2014,BL,OLE_STLN,AC,c4f15ca8-445a-4f6d-92f2-136e6f45eda9,1,8000
2014,BL,OLE_TF,AC,8d58c9fb-ab8a-4dba-a758-b532fa1a0f36,1,8000
2014,BL,OLE_TOPS,AC,afe55084-a396-4c34-881b-8470d6cf1e89,1,8000
2014,BL,OLE_YEBA,AC,924785d7-3485-4ad5-a2b1-a1cc2d51e448,1,8000
2014,BL,OLE_YEBT,AC,c3f487a5-8577-4478-9239-5fb187dcdf07,1,8000
2014,BL,OLE_YEDI,AC,5b17b707-7247-4f83-bab7-ab0687ea9011,1,8000
2014,BL,OLE_YEGE,AC,59f772a8-f934-4594-9c3c-56525bd5432c,1,8000
2014,BL,OLE_YELA,AC,7481952e-0bed-4c77-9058-1c11313a8ca3,1,8000
2014,BL,OLE_YEST,AC,35d3d4d2-59e5-432c-893a-d39f6d6b210d,1,8000
2014,BL,OLE_YETF,AC,309c9d98-8964-44ca-a2f7-683b00581046,1,8000
2014,EA,OLE_AA,AC,65ee9748-23dc-4323-8a50-31892b7be923,1,8000
2014,EA,OLE_ACLO,AC,13419cf1-6a82-4f34-9221-79c38f8bd400,1,9899
2014,EA,OLE_AD,AC,1e69f4e3-9b16-41de-a7c8-1e590f82318a,1,8000
2014,EA,OLE_APP,AC,074b3ced-8ae0-4bdf-9d31-b2068e73038d,1,8000
2014,EA,OLE_ARBL,AC,843a32e7-12fd-46ac-807c-4ffcf06d3749,1,8000
2014,EA,OLE_ARCM,AC,b89e4fc7-0230-4932-9f2f-a0d0054b4712,1,9899
2014,EA,OLE_ARG,AC,6329eb9f-e300-4337-a0ea-0d58d548e3fd,1,9899
2014,EA,OLE_ARIN,AC,eeaf88c3-110b-4a5b-8b38-364783d556ee,1,9899
2014,EA,OLE_ARNI,AC,ff9e399c-7779-458a-9078-80378af13901,1,9899
2014,EA,OLE_ARPY,AC,5ad7e3ee-652c-4e52-8070-4dc4b0fe43f2,1,9899
2014,EA,OLE_AT,AC,f3bab851-6a07-47a6-b612-e0083f86e322,1,9899
2014,EA,OLE_AV,AC,0118e342-688e-449a-9fd8-77ea4178a5b7,1,9897
2014,EA,OLE_AVAC,AC,5f6cda5b-459c-4b09-ac71-8eb16c0a584d,1,9899
2014,EA,OLE_AVAD,AC,ec63f8f7-5b51-42a1-aad4-f29c050d70f1,1,9897
2014,EA,OLE_AVAE,AC,3290a401-0dc3-412f-bda2-1244bdb372ce,1,9897
2014,EA,OLE_AVRC,AC,f09db027-01fc-4317-9fa6-7bd7161b5ea9,1,9897
2014,EA,OLE_BA,AC,be4a6195-b4ca-4a76-aabe-ce0dad886a60,1,8000
2014,EA,OLE_BACH,AC,d4c67563-9b50-4ba8-89e2-1e1aa1e65404,1,8000
2014,EA,OLE_BARS,AC,3f33c0de-f0b4-4b6b-bca9-cb10b4a33410,1,8000
2014,EA,OLE_BRET,AC,af2502ea-b034-4615-9eab-7742fb518329,1,8000
2014,EA,OLE_BT,AC,1f3aeb90-eb26-451a-a9fb-7eda4b5aae26,1,8000
2014,EA,OLE_CCAD,AC,177a8f65-a3c2-4d3a-8639-15bebb82ec84,1,8000
2014,EA,OLE_CCCH,AC,9fb3ff31-8ddb-48e3-8b29-6f4e39d793ae,1,8000
2014,EA,OLE_CCR,AC,d21f6d66-6fe7-4c87-9a5b-41b68a9891a8,1,8000
2014,EA,OLE_CD,AC,90fe8122-69f7-441c-ae76-fc73131fb961,1,8000
2014,EA,OLE_CM,AC,c4d5028a-9247-4724-8b9b-a60eb136e4de,1,8000
2014,EA,OLE_CM,CE,e451f922-8694-462e-b970-52d313cd2786,1,9893
2014,EA,OLE_CM,EX,f3d9a7e8-31ff-4f42-91e3-49b102a90c92,1,9892
2014,EA,OLE_CMD,AC,463c0c40-c95b-4a79-9508-52ea517ff723,1,8000
2014,EA,OLE_CR,AC,24cc640e-d31d-4881-ac20-bd72edf1118f,1,8000
2014,EA,OLE_CRM,AC,238f26f1-5d0b-4358-85a9-3c2020b10fff,1,8118
2014,EA,OLE_CRV,AC,f949ec2c-9d47-4c3e-844a-2686abfdb327,1,8000
2014,EA,OLE_CTRL,AC,2e1aa1d8-e453-4b15-aa4f-b6f2283041ec,1,8000
2014,EA,OLE_DD,AC,89e923e3-90f9-42c9-b565-b2f782f60907,1,8000
2014,EA,OLE_DEPR,AC,cae30e5e-e887-4b32-a2ac-41a4e60ec8bd,1,9899
2014,EA,OLE_DI,AC,76d0c8a5-14c3-4c7b-a46c-a1e498274312,1,8000
2014,EA,OLE_DV,AC,9b7411d7-ecc1-42a2-aa78-d2571432e706,1,8000
2014,EA,OLE_DVCA,AC,4bd73370-1279-45fc-a4af-c65de1fc7a5c,1,8000
2014,EA,OLE_DVWF,AC,92744a8a-6b7a-463a-acd2-9bcced40a467,1,8000
2014,EA,OLE_EB07,AC,826ff6bc-e13f-4ecf-889f-53e887962a33,1,8000
2014,EA,OLE_EB16,AC,94f23360-9769-4a09-8762-7847004d6ef7,1,8000
2014,EA,OLE_EB17,AC,d47dde1a-027e-4a28-8715-83e227962b26,1,8000
2014,EA,OLE_EB18,AC,67af0792-25e3-4385-8b32-a9cc9453e40f,1,8000
2014,EA,OLE_EB26,AC,f71e33a6-7ce5-47e8-a4f9-2694af33c0f4,1,8000
2014,EA,OLE_EB37,AC,45b0f66e-e07c-4509-a846-3e9657a6b532,1,8000
2014,EA,OLE_EB46,AC,108baf46-a6d6-4a01-8921-3b2ddd28eec6,1,8000
2014,EA,OLE_EB47,AC,72a96008-3441-4640-b15d-4fb79934eccc,1,8000
2014,EA,OLE_EB49,AC,aab6129d-4500-48ea-be47-878bced12f51,1,8000
2014,EA,OLE_EB55,AC,c86455d2-fdac-4c8b-9bf7-b2a6fd8d5ade,1,8000
2014,EA,OLE_EB56,AC,748bf0de-aee1-4b75-8c75-0b950a115aa5,1,8000
2014,EA,OLE_EB57,AC,168736a6-4cd1-439c-9b01-feb1a3bfc308,1,8000
2014,EA,OLE_EB61,AC,8ed8e514-80b4-4146-a171-c5b3a56b363b,1,8000
2014,EA,OLE_EB62,AC,91574db4-0a28-42ff-b56b-7a1f68f263a8,1,8000
2014,EA,OLE_EB65,AC,876069f3-a704-4d9b-8cbb-53719b8244ba,1,8000
2014,EA,OLE_EB67,AC,28068d5f-54bb-4346-bc92-4646093b0f0c,1,8000
2014,EA,OLE_ET,AC,ba994a56-9e72-424c-9ce9-36bc90b50938,1,8000
2014,EA,OLE_EXEN,CE,6a18120f-4ff0-4d20-aac5-0bed9161b5e6,1,9893
2014,EA,OLE_EXEN,EX,8da7919c-724e-46ad-b572-7e45595b57f4,1,9892
2014,EA,OLE_FCRD,AC,cc31893e-0e91-4f76-85a1-d1294729545a,1,8000
2014,EA,OLE_GEC,AC,c5c4396c-c846-4849-8cae-874135192cbe,1,8000
2014,EA,OLE_HDRW,AC,dc6e0c63-cbc7-4cf0-85f9-4d113f9504a4,1,9050
2014,EA,OLE_IB,AC,360000eb-6f6c-4bf6-8676-e8af57fb8235,1,8000
2014,EA,OLE_ICA,AC,f7693c0e-c5c7-45ea-b2f3-03475f02e35e,1,8000
2014,EA,OLE_ICR,AC,c629de55-fb52-4dd4-a1cb-36df49b492a3,1,8000
2014,EA,OLE_ID01,AC,8e8e0b51-3c72-42c7-bb87-2c3c3d1b99d0,1,8000
2014,EA,OLE_ID01,IE,d0f3cc3a-b8cf-492a-bb6e-8eefacc692df,1,9891
2014,EA,OLE_ID02,AC,d5853806-59ef-4d6b-bb8d-005469b32c72,1,8000
2014,EA,OLE_ID02,IE,c46911b2-2836-4c0d-84e2-e6f924f8d1a6,1,9891
2014,EA,OLE_ID03,AC,4d683e44-1de3-4df4-ab32-d297515a3432,1,8000
2014,EA,OLE_ID04,AC,494bb1a6-fb3f-4435-a605-4ee16f74d5ca,1,8000
2014,EA,OLE_ID05,AC,bce9fb57-6e05-4302-9cad-15dd42b4dd71,1,8000
2014,EA,OLE_ID06,AC,30cb9984-d045-42d9-9ed1-65bd6f1885cb,1,8000
2014,EA,OLE_ID07,AC,b8e9333a-536e-4a0c-a5b8-bc9bcca34f34,1,8000
2014,EA,OLE_ID09,AC,66c04021-2012-4066-b123-3c3fda941562,1,8000
2014,EA,OLE_ID10,AC,cc02da0b-7332-4381-a88e-c1a3d084c277,1,8000
2014,EA,OLE_ID11,AC,33cb9b8b-33ad-4466-ac0d-983a5e70fbf9,1,8000
2014,EA,OLE_ID12,AC,73a056fb-6ccc-458e-9aca-ae0ee7fb1b40,1,8000
2014,EA,OLE_ID13,AC,f6ac9e69-8e25-4fdf-be02-a91ceb56b66f,1,8000
2014,EA,OLE_ID14,AC,7353caeb-279e-45e1-949c-53e75c483c2e,1,8000
2014,EA,OLE_ID15,AC,199299f8-6c40-4ece-a95b-aed0312fccb6,1,8000
2014,EA,OLE_ID16,AC,3b2d3419-9ad2-4f2b-b4eb-2fdda99f1830,1,8000
2014,EA,OLE_ID19,AC,d0bec869-4dae-4956-af29-2235483f9740,1,8000
2014,EA,OLE_ID20,AC,f324ea0c-74e5-4ab5-95fd-c0cbc892fd88,1,8000
2014,EA,OLE_ID21,AC,bf3aff3b-d158-4199-bbcf-75b8e2ee43f3,1,8000
