PUR_COMM_CD,OBJ_ID,VER_NBR,PUR_COMM_DESC,PUR_SALES_TAX_IND,ITM_RSTRC_IND,SNSTV_DTA_CD,DOBJ_MAINT_CD_ACTV_IND
111339,486D34788C18C267E0404F8189D8349E,1,Other Noncitrus Fruit Farming,N,N,null,Y
1114,486D34788801C267E0404F8189D8349E,1,Greenhouse  Nursery  and Floriculture Production,Y,N,null,Y
11141,486D34788942C267E0404F8189D8349E,1,Food Crops Grown Under Cover,Y,N,null,Y
111411,486D34788C19C267E0404F8189D8349E,1,Mushroom Production,N,N,null,Y
111419,486D34788C1AC267E0404F8189D8349E,1,Other Food Crops Grown Under Cover,N,N,null,Y
11142,486D34788943C267E0404F8189D8349E,1,Nursery and Floriculture Production,Y,N,null,Y
111421,486D34788C1BC267E0404F8189D8349E,1,Nursery and Tree Production,N,N,null,Y
111422,486D34788C1CC267E0404F8189D8349E,1,Floriculture Production,N,N,null,Y
1119,486D34788802C267E0404F8189D8349E,1,Other Crop Farming,Y,N,null,Y
11191,486D34788944C267E0404F8189D8349E,1,Tobacco Farming,Y,N,null,Y
111910,486D34788C1DC267E0404F8189D8349E,1,Tobacco Farming,N,N,null,Y
11192,486D34788945C267E0404F8189D8349E,1,Cotton Farming,Y,N,null,Y
111920,486D34788C1EC267E0404F8189D8349E,1,Cotton Farming,N,N,null,Y
11193,486D34788946C267E0404F8189D8349E,1,Sugarcane Farming,Y,N,null,Y
111930,486D34788C1FC267E0404F8189D8349E,1,Sugarcane Farming,N,N,null,Y
11194,486D34788947C267E0404F8189D8349E,1,Hay Farming,Y,N,null,Y
111940,486D34788C20C267E0404F8189D8349E,1,Hay Farming,N,N,null,Y
11199,486D34788948C267E0404F8189D8349E,1,All Other Crop Farming,Y,N,null,Y
111991,486D34788C21C267E0404F8189D8349E,1,Sugar Beet Farming,N,N,null,Y
111992,486D34788C22C267E0404F8189D8349E,1,Peanut Farming,N,N,null,Y
111998,486D34788C23C267E0404F8189D8349E,1,All Other Miscellaneous Crop Farming,N,N,null,Y
112,486D3478879CC267E0404F8189D8349E,1,Animal Production,Y,N,null,Y
1121,486D34788803C267E0404F8189D8349E,1,Cattle Ranching and Farming,Y,N,null,Y
11211,486D34788949C267E0404F8189D8349E,1,Beef Cattle Ranching and Farming  including Feedlots,Y,N,null,Y
112111,486D34788C24C267E0404F8189D8349E,1,Beef Cattle Ranching and Farming,N,N,null,Y
112112,486D34788C25C267E0404F8189D8349E,1,Cattle Feedlots,N,N,null,Y
11212,486D3478894AC267E0404F8189D8349E,1,Dairy Cattle and Milk Production,Y,N,null,Y
112120,486D34788C26C267E0404F8189D8349E,1,Dairy Cattle and Milk Production,N,N,null,Y
11213,486D3478894BC267E0404F8189D8349E,1,Dual-Purpose Cattle Ranching and Farming,Y,N,null,Y
112130,486D34788C27C267E0404F8189D8349E,1,Dual-Purpose Cattle Ranching and Farming,N,N,null,Y
1122,486D34788804C267E0404F8189D8349E,1,Hog and Pig Farming,Y,N,null,Y
11221,486D3478894CC267E0404F8189D8349E,1,Hog and Pig Farming,Y,N,null,Y
112210,486D34788C28C267E0404F8189D8349E,1,Hog and Pig Farming,N,N,null,Y
1123,486D34788805C267E0404F8189D8349E,1,Poultry and Egg Production,Y,N,null,Y
11231,486D3478894DC267E0404F8189D8349E,1,Chicken Egg Production,Y,N,null,Y
112310,486D34788C29C267E0404F8189D8349E,1,Chicken Egg Production,N,N,null,Y
11232,486D3478894EC267E0404F8189D8349E,1,Broilers and Other Meat Type Chicken Production,Y,N,null,Y
112320,486D34788C2AC267E0404F8189D8349E,1,Broilers and Other Meat Type Chicken Production,N,N,null,Y
11233,486D3478894FC267E0404F8189D8349E,1,Turkey Production,Y,N,null,Y
112330,486D34788C2BC267E0404F8189D8349E,1,Turkey Production,N,N,null,Y
11234,486D34788950C267E0404F8189D8349E,1,Poultry Hatcheries,Y,N,null,Y
112340,486D34788C2CC267E0404F8189D8349E,1,Poultry Hatcheries,N,N,null,Y
11239,486D34788951C267E0404F8189D8349E,1,Other Poultry Production,Y,N,null,Y
112390,486D34788C2DC267E0404F8189D8349E,1,Other Poultry Production,N,N,null,Y
1124,486D34788806C267E0404F8189D8349E,1,Sheep and Goat Farming,Y,N,null,Y
11241,486D34788952C267E0404F8189D8349E,1,Sheep Farming,Y,N,null,Y
112410,486D34788C2EC267E0404F8189D8349E,1,Sheep Farming,N,N,null,Y
11242,486D34788953C267E0404F8189D8349E,1,Goat Farming,Y,N,null,Y
112420,486D34788C2FC267E0404F8189D8349E,1,Goat Farming,N,N,null,Y
1125,486D34788807C267E0404F8189D8349E,1,Aquaculture,Y,N,null,Y
11251,486D34788954C267E0404F8189D8349E,1,Aquaculture,Y,N,null,Y
112511,486D34788C30C267E0404F8189D8349E,1,Finfish Farming and Fish Hatcheries,N,N,null,Y
112512,486D34788C31C267E0404F8189D8349E,1,Shellfish Farming,N,N,null,Y
112519,486D34788C32C267E0404F8189D8349E,1,Other Aquaculture,N,N,null,Y
1129,486D34788808C267E0404F8189D8349E,1,Other Animal Production,Y,N,null,Y
11291,486D34788955C267E0404F8189D8349E,1,Apiculture,Y,N,null,Y
112910,486D34788C33C267E0404F8189D8349E,1,Apiculture,N,N,null,Y
11292,486D34788956C267E0404F8189D8349E,1,Horses and Other Equine Production,Y,N,null,Y
112920,486D34788C34C267E0404F8189D8349E,1,Horses and Other Equine Production,N,N,null,Y
311830,486D34788CB2C267E0404F8189D8349E,1,Tortilla Manufacturing,N,N,null,Y
3119,486D3478882BC267E0404F8189D8349E,1,Other Food Manufacturing,Y,N,null,Y
31191,486D3478899EC267E0404F8189D8349E,1,Snack Food Manufacturing,Y,N,null,Y
311911,486D34788CB3C267E0404F8189D8349E,1,Roasted Nuts and Peanut Butter Manufacturing,N,N,null,Y
311919,486D34788CB4C267E0404F8189D8349E,1,Other Snack Food Manufacturing,N,N,null,Y
31192,486D3478899FC267E0404F8189D8349E,1,Coffee and Tea Manufacturing,Y,N,null,Y
311920,486D34788CB5C267E0404F8189D8349E,1,Coffee and Tea Manufacturing,N,N,null,Y
31193,486D347889A0C267E0404F8189D8349E,1,Flavoring Syrup and Concentrate Manufacturing,Y,N,null,Y
311930,486D34788CB6C267E0404F8189D8349E,1,Flavoring Syrup and Concentrate Manufacturing,N,N,null,Y
31194,486D347889A1C267E0404F8189D8349E,1,Seasoning and Dressing Manufacturing,Y,N,null,Y
311941,486D34788CB7C267E0404F8189D8349E,1,Mayonnaise  Dressing  and Other Prepared Sauce Manufacturing,N,N,null,Y
311942,486D34788CB8C267E0404F8189D8349E,1,Spice and Extract Manufacturing,N,N,null,Y
31199,486D347889A2C267E0404F8189D8349E,1,All Other Food Manufacturing,Y,N,null,Y
311991,486D34788CB9C267E0404F8189D8349E,1,Perishable Prepared Food Manufacturing,N,N,null,Y
311999,486D34788CBAC267E0404F8189D8349E,1,All Other Miscellaneous Food Manufacturing,N,N,null,Y
312,486D347887A8C267E0404F8189D8349E,1,Beverage and Tobacco Product Manufacturing,Y,N,null,Y
3121,486D3478882CC267E0404F8189D8349E,1,Beverage Manufacturing,Y,N,null,Y
31211,486D347889A3C267E0404F8189D8349E,1,Soft Drink and Ice Manufacturing,Y,N,null,Y
312111,486D34788CBBC267E0404F8189D8349E,1,Soft Drink Manufacturing,N,N,null,Y
312112,486D34788CBCC267E0404F8189D8349E,1,Bottled Water Manufacturing,N,N,null,Y
312113,486D34788CBDC267E0404F8189D8349E,1,Ice Manufacturing,N,N,null,Y
31212,486D347889A4C267E0404F8189D8349E,1,Breweries,Y,N,null,Y
312120,486D34788CBEC267E0404F8189D8349E,1,Breweries,N,N,null,Y
31213,486D347889A5C267E0404F8189D8349E,1,Wineries,Y,N,null,Y
312130,486D34788CBFC267E0404F8189D8349E,1,Wineries,N,N,null,Y
31214,486D347889A6C267E0404F8189D8349E,1,Distilleries,Y,N,null,Y
312140,486D34788CC0C267E0404F8189D8349E,1,Distilleries,N,N,null,Y
3122,486D3478882DC267E0404F8189D8349E,1,Tobacco Manufacturing,Y,N,null,Y
31221,486D347889A7C267E0404F8189D8349E,1,Tobacco Stemming and Redrying,Y,N,null,Y
312210,486D34788CC1C267E0404F8189D8349E,1,Tobacco Stemming and Redrying,N,N,null,Y
31222,486D347889A8C267E0404F8189D8349E,1,Tobacco Product Manufacturing,Y,N,null,Y
312221,486D34788CC2C267E0404F8189D8349E,1,Cigarette Manufacturing,N,N,null,Y
312229,486D34788CC3C267E0404F8189D8349E,1,Other Tobacco Product Manufacturing,N,N,null,Y
313,486D347887A9C267E0404F8189D8349E,1,Textile Mills,Y,N,null,Y
3131,486D3478882EC267E0404F8189D8349E,1,Fiber  Yarn  and Thread Mills,Y,N,null,Y
31311,486D347889A9C267E0404F8189D8349E,1,Fiber  Yarn  and Thread Mills,Y,N,null,Y
313111,486D34788CC4C267E0404F8189D8349E,1,Yarn Spinning Mills,N,N,null,Y
313112,486D34788CC5C267E0404F8189D8349E,1,Yarn Texturizing  Throwing  and Twisting Mills,N,N,null,Y
313113,486D34788CC6C267E0404F8189D8349E,1,Thread Mills,N,N,null,Y
3132,486D3478882FC267E0404F8189D8349E,1,Fabric Mills,Y,N,null,Y
31321,486D347889AAC267E0404F8189D8349E,1,Broadwoven Fabric Mills,Y,N,null,Y
313210,486D34788CC7C267E0404F8189D8349E,1,Broadwoven Fabric Mills,N,N,null,Y
31322,486D347889ABC267E0404F8189D8349E,1,Narrow Fabric Mills and Schiffli Machine Embroidery,Y,N,null,Y
313221,486D34788CC8C267E0404F8189D8349E,1,Narrow Fabric Mills,N,N,null,Y
313222,486D34788CC9C267E0404F8189D8349E,1,Schiffli Machine Embroidery,N,N,null,Y
31323,486D347889ACC267E0404F8189D8349E,1,Nonwoven Fabric Mills,Y,N,null,Y
313230,486D34788CCAC267E0404F8189D8349E,1,Nonwoven Fabric Mills,N,N,null,Y
31324,486D347889ADC267E0404F8189D8349E,1,Knit Fabric Mills,Y,N,null,Y
313241,486D34788CCBC267E0404F8189D8349E,1,Weft Knit Fabric Mills,N,N,null,Y
313249,486D34788CCCC267E0404F8189D8349E,1,Other Knit Fabric and Lace Mills,N,N,null,Y
3133,486D34788830C267E0404F8189D8349E,1,Textile and Fabric Finishing and Fabric Coating Mills,Y,N,null,Y
31331,486D347889AEC267E0404F8189D8349E,1,Textile and Fabric Finishing Mills,Y,N,null,Y
313311,486D34788CCDC267E0404F8189D8349E,1,Broadwoven Fabric Finishing Mills,N,N,null,Y
313312,486D34788CCEC267E0404F8189D8349E,1,Textile and Fabric Finishing (except Broadwoven Fabric) Mills,N,N,null,Y
31332,486D347889AFC267E0404F8189D8349E,1,Fabric Coating Mills,Y,N,null,Y
313320,486D34788CCFC267E0404F8189D8349E,1,Fabric Coating Mills,N,N,null,Y
314,486D347887AAC267E0404F8189D8349E,1,Textile Product Mills,Y,N,null,Y
3141,486D34788831C267E0404F8189D8349E,1,Textile Furnishings Mills,Y,N,null,Y
31411,486D347889B0C267E0404F8189D8349E,1,Carpet and Rug Mills,Y,N,null,Y
314110,486D34788CD0C267E0404F8189D8349E,1,Carpet and Rug Mills,N,N,null,Y
31412,486D347889B1C267E0404F8189D8349E,1,Curtain and Linen Mills,Y,N,null,Y
314121,486D34788CD1C267E0404F8189D8349E,1,Curtain and Drapery Mills,N,N,null,Y
314129,486D34788CD2C267E0404F8189D8349E,1,Other Household Textile Product Mills,N,N,null,Y
3149,486D34788832C267E0404F8189D8349E,1,Other Textile Product Mills,Y,N,null,Y
31491,486D347889B2C267E0404F8189D8349E,1,Textile Bag and Canvas Mills,Y,N,null,Y
314911,486D34788CD3C267E0404F8189D8349E,1,Textile Bag Mills,N,N,null,Y
314912,486D34788CD4C267E0404F8189D8349E,1,Canvas and Related Product Mills,N,N,null,Y
31499,486D347889B3C267E0404F8189D8349E,1,All Other Textile Product Mills,Y,N,null,Y
314991,486D34788CD5C267E0404F8189D8349E,1,Rope  Cordage  and Twine Mills,N,N,null,Y
314992,486D34788CD6C267E0404F8189D8349E,1,Tire Cord and Tire Fabric Mills,N,N,null,Y
314999,486D34788CD7C267E0404F8189D8349E,1,All Other Miscellaneous Textile Product Mills,N,N,null,Y
315,486D347887ABC267E0404F8189D8349E,1,Apparel Manufacturing,Y,N,null,Y
3151,486D34788833C267E0404F8189D8349E,1,Apparel Knitting Mills,Y,N,null,Y
31511,486D347889B4C267E0404F8189D8349E,1,Hosiery and Sock Mills,Y,N,null,Y
315111,486D34788CD8C267E0404F8189D8349E,1,Sheer Hosiery Mills,N,N,null,Y
315119,486D34788CD9C267E0404F8189D8349E,1,Other Hosiery and Sock Mills,N,N,null,Y
31519,486D347889B5C267E0404F8189D8349E,1,Other Apparel Knitting Mills,Y,N,null,Y
315191,486D34788CDAC267E0404F8189D8349E,1,Outerwear Knitting Mills,N,N,null,Y
315192,486D34788CDBC267E0404F8189D8349E,1,Underwear and Nightwear Knitting Mills,N,N,null,Y
3152,486D34788834C267E0404F8189D8349E,1,Cut and Sew Apparel Manufacturing,Y,N,null,Y
31521,486D347889B6C267E0404F8189D8349E,1,Cut and Sew Apparel Contractors,Y,N,null,Y
315211,486D34788CDCC267E0404F8189D8349E,1,Men's and Boys' Cut and Sew Apparel Contractors,N,N,null,Y
315212,486D34788CDDC267E0404F8189D8349E,1,Women's  Girls'  and Infants' Cut and Sew Apparel Contractors,N,N,null,Y
31522,486D347889B7C267E0404F8189D8349E,1,Men's and Boys' Cut and Sew Apparel Manufacturing,Y,N,null,Y
315221,486D34788CDEC267E0404F8189D8349E,1,Men's and Boys' Cut and Sew Underwear and Nightwear Manufacturing,N,N,null,Y
11293,486D34788957C267E0404F8189D8349E,1,Fur-Bearing Animal and Rabbit Production,Y,N,null,Y
112930,486D34788C35C267E0404F8189D8349E,1,Fur-Bearing Animal and Rabbit Production,N,N,null,Y
11299,486D34788958C267E0404F8189D8349E,1,All Other Animal Production,Y,N,null,Y
112990,486D34788C36C267E0404F8189D8349E,1,All Other Animal Production,N,N,null,Y
113,486D3478879DC267E0404F8189D8349E,1,Forestry and Logging,Y,N,null,Y
1131,486D34788809C267E0404F8189D8349E,1,Timber Tract Operations,Y,N,null,Y
11311,486D34788959C267E0404F8189D8349E,1,Timber Tract Operations,Y,N,null,Y
113110,486D34788C37C267E0404F8189D8349E,1,Timber Tract Operations,N,N,null,Y
1132,486D3478880AC267E0404F8189D8349E,1,Forest Nurseries and Gathering of Forest Products,Y,N,null,Y
11321,486D3478895AC267E0404F8189D8349E,1,Forest Nurseries and Gathering of Forest Products,Y,N,null,Y
113210,486D34788C38C267E0404F8189D8349E,1,Forest Nurseries and Gathering of Forest Products,N,N,null,Y
1133,486D3478880BC267E0404F8189D8349E,1,Logging,Y,N,null,Y
11331,486D3478895BC267E0404F8189D8349E,1,Logging,Y,N,null,Y
113310,486D34788C39C267E0404F8189D8349E,1,Logging,N,N,null,Y
114,486D3478879EC267E0404F8189D8349E,1,Fishing  Hunting and Trapping,Y,N,null,Y
1141,486D3478880CC267E0404F8189D8349E,1,Fishing,Y,N,null,Y
11411,486D3478895CC267E0404F8189D8349E,1,Fishing,Y,N,null,Y
114111,486D34788C3AC267E0404F8189D8349E,1,Finfish Fishing,N,N,null,Y
114112,486D34788C3BC267E0404F8189D8349E,1,Shellfish Fishing,N,N,null,Y
114119,486D34788C3CC267E0404F8189D8349E,1,Other Marine Fishing,N,N,null,Y
1142,486D3478880DC267E0404F8189D8349E,1,Hunting and Trapping,Y,N,null,Y
11421,486D3478895DC267E0404F8189D8349E,1,Hunting and Trapping,Y,N,null,Y
114210,486D34788C3DC267E0404F8189D8349E,1,Hunting and Trapping,N,N,null,Y
115,486D3478879FC267E0404F8189D8349E,1,Support Activities for Agriculture and Forestry,Y,N,null,Y
1151,486D3478880EC267E0404F8189D8349E,1,Support Activities for Crop Production,Y,N,null,Y
11511,486D3478895EC267E0404F8189D8349E,1,Support Activities for Crop Production,Y,N,null,Y
115111,486D34788C3EC267E0404F8189D8349E,1,Cotton Ginning,N,N,null,Y
115112,486D34788C3FC267E0404F8189D8349E,1,Soil Preparation  Planting  and Cultivating,N,N,null,Y
115113,486D34788C40C267E0404F8189D8349E,1,Crop Harvesting  Primarily by Machine,N,N,null,Y
115114,486D34788C41C267E0404F8189D8349E,1,Postharvest Crop Activities (except Cotton Ginning),N,N,null,Y
115115,486D34788C42C267E0404F8189D8349E,1,Farm Labor Contractors and Crew Leaders,N,N,null,Y
115116,486D34788C43C267E0404F8189D8349E,1,Farm Management Services,N,N,null,Y
1152,486D3478880FC267E0404F8189D8349E,1,Support Activities for Animal Production,Y,N,null,Y
11521,486D3478895FC267E0404F8189D8349E,1,Support Activities for Animal Production,Y,N,null,Y
115210,486D34788C44C267E0404F8189D8349E,1,Support Activities for Animal Production,N,N,null,Y
1153,486D34788810C267E0404F8189D8349E,1,Support Activities for Forestry,Y,N,null,Y
11531,486D34788960C267E0404F8189D8349E,1,Support Activities for Forestry,Y,N,null,Y
115310,486D34788C45C267E0404F8189D8349E,1,Support Activities for Forestry,N,N,null,Y
21,486D34788784C267E0404F8189D8349E,1,Mining  Quarrying  and Oil and Gas Extraction,Y,N,null,Y
211,486D347887A0C267E0404F8189D8349E,1,Oil and Gas Extraction,Y,N,null,Y
2111,486D34788811C267E0404F8189D8349E,1,Oil and Gas Extraction,Y,N,null,Y
21111,486D34788961C267E0404F8189D8349E,1,Oil and Gas Extraction,Y,N,null,Y
211111,486D34788C46C267E0404F8189D8349E,1,Crude Petroleum and Natural Gas Extraction,N,N,null,Y
211112,486D34788C47C267E0404F8189D8349E,1,Natural Gas Liquid Extraction,N,N,null,Y
212,486D347887A1C267E0404F8189D8349E,1,Mining (except Oil and Gas),Y,N,null,Y
2121,486D34788812C267E0404F8189D8349E,1,Coal Mining,Y,N,null,Y
21211,486D34788962C267E0404F8189D8349E,1,Coal Mining,Y,N,null,Y
212111,486D34788C48C267E0404F8189D8349E,1,Bituminous Coal and Lignite Surface Mining,N,N,null,Y
212112,486D34788C49C267E0404F8189D8349E,1,Bituminous Coal Underground Mining,N,N,null,Y
212113,486D34788C4AC267E0404F8189D8349E,1,Anthracite Mining,N,N,null,Y
2122,486D34788813C267E0404F8189D8349E,1,Metal Ore Mining,Y,N,null,Y
21221,486D34788963C267E0404F8189D8349E,1,Iron Ore Mining,Y,N,null,Y
212210,486D34788C4BC267E0404F8189D8349E,1,Iron Ore Mining,N,N,null,Y
21222,486D34788964C267E0404F8189D8349E,1,Gold Ore and Silver Ore Mining,Y,N,null,Y
212221,486D34788C4CC267E0404F8189D8349E,1,Gold Ore Mining,N,N,null,Y
212222,486D34788C4DC267E0404F8189D8349E,1,Silver Ore Mining,N,N,null,Y
21223,486D34788965C267E0404F8189D8349E,1,Copper  Nickel  Lead  and Zinc Mining,Y,N,null,Y
212231,486D34788C4EC267E0404F8189D8349E,1,Lead Ore and Zinc Ore Mining,N,N,null,Y
212234,486D34788C4FC267E0404F8189D8349E,1,Copper Ore and Nickel Ore Mining,N,N,null,Y
21229,486D34788966C267E0404F8189D8349E,1,Other Metal Ore Mining,Y,N,null,Y
212291,486D34788C50C267E0404F8189D8349E,1,Uranium-Radium-Vanadium Ore Mining,N,N,null,Y
212299,486D34788C51C267E0404F8189D8349E,1,All Other Metal Ore Mining,N,N,null,Y
2123,486D34788814C267E0404F8189D8349E,1,Nonmetallic Mineral Mining and Quarrying,Y,N,null,Y
21231,486D34788967C267E0404F8189D8349E,1,Stone Mining and Quarrying,Y,N,null,Y
212311,486D34788C52C267E0404F8189D8349E,1,Dimension Stone Mining and Quarrying,N,N,null,Y
212312,486D34788C53C267E0404F8189D8349E,1,Crushed and Broken Limestone Mining and Quarrying,N,N,null,Y
212313,486D34788C54C267E0404F8189D8349E,1,Crushed and Broken Granite Mining and Quarrying,N,N,null,Y
212319,486D34788C55C267E0404F8189D8349E,1,Other Crushed and Broken Stone Mining and Quarrying,N,N,null,Y
21232,486D34788968C267E0404F8189D8349E,1,Sand  Gravel  Clay  and Ceramic and Refractory Minerals Mining and Quarrying,Y,N,null,Y
212321,486D34788C56C267E0404F8189D8349E,1,Construction Sand and Gravel Mining,N,N,null,Y
212322,486D34788C57C267E0404F8189D8349E,1,Industrial Sand Mining,N,N,null,Y
212324,486D34788C58C267E0404F8189D8349E,1,Kaolin and Ball Clay Mining,N,N,null,Y
212325,486D34788C59C267E0404F8189D8349E,1,Clay and Ceramic and Refractory Minerals Mining,N,N,null,Y
21239,486D34788969C267E0404F8189D8349E,1,Other Nonmetallic Mineral Mining and Quarrying,Y,N,null,Y
212391,486D34788C5AC267E0404F8189D8349E,1,Potash  Soda  and Borate Mineral Mining,N,N,null,Y
212392,486D34788C5BC267E0404F8189D8349E,1,Phosphate Rock Mining,N,N,null,Y
212393,486D34788C5CC267E0404F8189D8349E,1,Other Chemical and Fertilizer Mineral Mining,N,N,null,Y
212399,486D34788C5DC267E0404F8189D8349E,1,All Other Nonmetallic Mineral Mining,N,N,null,Y
213,486D347887A2C267E0404F8189D8349E,1,Support Activities for Mining,Y,N,null,Y
2131,486D34788815C267E0404F8189D8349E,1,Support Activities for Mining,Y,N,null,Y
21311,486D3478896AC267E0404F8189D8349E,1,Support Activities for Mining,Y,N,null,Y
213111,486D34788C5EC267E0404F8189D8349E,1,Drilling Oil and Gas Wells,N,N,null,Y
213112,486D34788C5FC267E0404F8189D8349E,1,Support Activities for Oil and Gas Operations,N,N,null,Y
213113,486D34788C60C267E0404F8189D8349E,1,Support Activities for Coal Mining,N,N,null,Y
213114,486D34788C61C267E0404F8189D8349E,1,Support Activities for Metal Mining,N,N,null,Y
213115,486D34788C62C267E0404F8189D8349E,1,Support Activities for Nonmetallic Minerals (except Fuels) Mining,N,N,null,Y
22,486D34788785C267E0404F8189D8349E,1,Utilities,Y,N,null,Y
221,486D347887A3C267E0404F8189D8349E,1,Utilities,Y,N,null,Y
2211,486D34788816C267E0404F8189D8349E,1,Electric Power Generation  Transmission and Distribution,Y,N,null,Y
22111,486D3478896BC267E0404F8189D8349E,1,Electric Power Generation,Y,N,null,Y
221111,486D34788C63C267E0404F8189D8349E,1,Hydroelectric Power Generation,N,N,null,Y
221112,486D34788C64C267E0404F8189D8349E,1,Fossil Fuel Electric Power Generation,N,N,null,Y
221113,486D34788C65C267E0404F8189D8349E,1,Nuclear Electric Power Generation,N,N,null,Y
221119,486D34788C66C267E0404F8189D8349E,1,Other Electric Power Generation,N,N,null,Y
22112,486D3478896CC267E0404F8189D8349E,1,Electric Power Transmission  Control  and Distribution,Y,N,null,Y
221121,486D34788C67C267E0404F8189D8349E,1,Electric Bulk Power Transmission and Control,N,N,null,Y
221122,486D34788C68C267E0404F8189D8349E,1,Electric Power Distribution,N,N,null,Y
2212,486D34788817C267E0404F8189D8349E,1,Natural Gas Distribution,Y,N,null,Y
22121,486D3478896DC267E0404F8189D8349E,1,Natural Gas Distribution,Y,N,null,Y
221210,486D34788C69C267E0404F8189D8349E,1,Natural Gas Distribution,N,N,null,Y
2213,486D34788818C267E0404F8189D8349E,1,Water  Sewage and Other Systems,Y,N,null,Y
22131,486D3478896EC267E0404F8189D8349E,1,Water Supply and Irrigation Systems,Y,N,null,Y
221310,486D34788C6AC267E0404F8189D8349E,1,Water Supply and Irrigation Systems,N,N,null,Y
22132,486D3478896FC267E0404F8189D8349E,1,Sewage Treatment Facilities,Y,N,null,Y
221320,486D34788C6BC267E0404F8189D8349E,1,Sewage Treatment Facilities,N,N,null,Y
22133,486D34788970C267E0404F8189D8349E,1,Steam and Air-Conditioning Supply,Y,N,null,Y
221330,486D34788C6CC267E0404F8189D8349E,1,Steam and Air-Conditioning Supply,N,N,null,Y
23,486D34788786C267E0404F8189D8349E,1,Construction,Y,N,null,Y
236,486D347887A4C267E0404F8189D8349E,1,Construction of Buildings,Y,N,null,Y
2361,486D34788819C267E0404F8189D8349E,1,Residential Building Construction,Y,N,null,Y
23611,486D34788971C267E0404F8189D8349E,1,Residential Building Construction,Y,N,null,Y
236115,486D34788C6DC267E0404F8189D8349E,1,New Single-Family Housing Construction (except Operative Builders),N,N,null,Y
236116,486D34788C6EC267E0404F8189D8349E,1,New Multifamily Housing Construction (except Operative Builders),N,N,null,Y
236117,486D34788C6FC267E0404F8189D8349E,1,New Housing Operative Builders,N,N,null,Y
236118,486D34788C70C267E0404F8189D8349E,1,Residential Remodelers,N,N,null,Y
2362,486D3478881AC267E0404F8189D8349E,1,Nonresidential Building Construction,Y,N,null,Y
