FIN_COA_CD,ORG_CD,ORG_RTNG_MDL_NM,ACCT_DLGT_UNVL_ID,FDOC_TYP_CD,OBJ_ID,VER_NBR,FDOC_APRV_FROM_AMT,FDOC_APRV_TO_AMT,ACCT_DLGT_PRMRT_CD,ACCT_DLGT_START_DT,ROW_ACTV_IND
BA,RPAS,6031000,OLE3584609748,OLE_SACD,11400DC3F7C1041EE043814FD881041E,1,null,null,Y,null,Y
BA,RPAS,6031000,OLE3584609748,OLE_SOBJ,11400DC3F7C2041EE043814FD881041E,1,null,null,Y,null,Y
BA,RPAS,6031000,OLE3584609748,OLE_ST,11400DC3F7C3041EE043814FD881041E,1,null,null,Y,null,Y
BA,RPAS,6031000,OLE5388101202,OLE_AV,11400DC3F7C4041EE043814FD881041E,1,null,null,Y,null,Y
BA,RPAS,6031000,OLE5388101202,OLE_DI,11400DC3F7C5041EE043814FD881041E,1,null,null,Y,null,Y
BA,RPAS,6031000,OLE5388101202,OLE_TF,11400DC3F7C6041EE043814FD881041E,1,null,null,Y,null,Y
BL,BUS,BUS1,OLE2598709220,OLE_A21,11400DC3FEAA041EE043814FD881041E,1,null,null,Y,null,Y
BL,BUS,BUS1,OLE4597402875,OLE_A21,11400DC3FE98041EE043814FD881041E,1,null,null,N,null,Y
BL,BUS,BUS1,OLE4597402875,OLE_ACCT,11400DC3FE9A041EE043814FD881041E,1,null,null,Y,null,Y
BL,BUS,BUS1,OLE4597402875,OLE_AT,11400DC3FE9B041EE043814FD881041E,1,null,null,Y,null,Y
BL,BUS,BUS1,OLE4597402875,OLE_BA,11400DC3FE9C041EE043814FD881041E,1,null,null,Y,null,Y
BL,BUS,BUS1,OLE4597402875,OLE_CREQ,11400DC3FE9D041EE043814FD881041E,1,null,null,N,null,Y
BL,BUS,BUS1,OLE4597402875,OLE_DI,11400DC3FE9E041EE043814FD881041E,1,null,null,Y,null,Y
BL,BUS,BUS1,OLE4597402875,OLE_DV,11400DC3FE9F041EE043814FD881041E,1,null,null,N,null,Y
BL,BUS,BUS1,OLE4597402875,OLE_ERD,11400DC3FEA0041EE043814FD881041E,1,null,null,Y,null,Y
BL,BUS,BUS1,OLE4597402875,OLE_GEC,11400DC3FEA1041EE043814FD881041E,1,null,null,Y,null,Y
BL,BUS,BUS1,OLE4597402875,OLE_IB,11400DC3FEA2041EE043814FD881041E,1,null,null,Y,null,Y
BL,BUS,BUS1,OLE4597402875,OLE_PCDO,11400DC3FEA3041EE043814FD881041E,1,null,null,Y,null,Y
BL,BUS,BUS1,OLE4597402875,OLE_SACC,11400DC3FEA4041EE043814FD881041E,1,null,null,Y,null,Y
BL,BUS,BUS1,OLE4597402875,OLE_SACD,11400DC3FEA5041EE043814FD881041E,1,null,null,Y,null,Y
BL,BUS,BUS1,OLE4597402875,OLE_SOBJ,11400DC3FEA6041EE043814FD881041E,1,null,null,Y,null,Y
BL,BUS,BUS1,OLE4597402875,OLE_TF,11400DC3FEA7041EE043814FD881041E,1,null,null,Y,null,Y
BL,BUS,BUS1,OLE6272309454,OLE_CREQ,11400DC3FEA8041EE043814FD881041E,1,null,null,Y,null,Y
BL,BUS,BUS1,OLE6272309454,OLE_DV,11400DC3FEA9041EE043814FD881041E,1,null,null,Y,null,Y
BL,BUS,BUSINESS,OLE2598709220,OLE_A21,11400DC4038D041EE043814FD881041E,1,null,null,Y,040205000000,Y
BL,BUS,BUSINESS,OLE4597402875,OLE_A21,11400DC4038B041EE043814FD881041E,1,null,null,N,040205000000,Y
BL,BUS,BUSINESS,OLE4597402875,OLE_ACCT,11400DC40382041EE043814FD881041E,1,null,null,Y,040205000000,Y
BL,BUS,BUSINESS,OLE4597402875,OLE_AT,11400DC40383041EE043814FD881041E,1,null,null,Y,040205000000,Y
BL,BUS,BUSINESS,OLE4597402875,OLE_BA,11400DC40384041EE043814FD881041E,1,null,null,Y,040205000000,Y
BL,BUS,BUSINESS,OLE4597402875,OLE_CREQ,11400DC4038A041EE043814FD881041E,1,null,null,N,040205000000,Y
BL,BUS,BUSINESS,OLE4597402875,OLE_DI,11400DC40380041EE043814FD881041E,1,null,null,Y,040205000000,Y
BL,BUS,BUSINESS,OLE4597402875,OLE_DV,11400DC4038C041EE043814FD881041E,1,null,null,N,040205000000,Y
BL,BUS,BUSINESS,OLE4597402875,OLE_ERD,11400DC4037E041EE043814FD881041E,1,null,null,Y,040205000000,Y
BL,BUS,BUSINESS,OLE4597402875,OLE_GEC,11400DC4037F041EE043814FD881041E,1,null,null,Y,040205000000,Y
BL,BUS,BUSINESS,OLE4597402875,OLE_IB,11400DC40387041EE043814FD881041E,1,null,null,Y,040205000000,Y
BL,BUS,BUSINESS,OLE4597402875,OLE_PCDO,11400DC40385041EE043814FD881041E,1,null,null,Y,040205000000,Y
BL,BUS,BUSINESS,OLE4597402875,OLE_SACC,11400DC40388041EE043814FD881041E,1,null,null,Y,040205000000,Y
BL,BUS,BUSINESS,OLE4597402875,OLE_SACD,11400DC40386041EE043814FD881041E,1,null,null,Y,040205000000,Y
BL,BUS,BUSINESS,OLE4597402875,OLE_SOBJ,11400DC40389041EE043814FD881041E,1,null,null,Y,040205000000,Y
BL,BUS,BUSINESS,OLE4597402875,OLE_TF,11400DC40381041EE043814FD881041E,1,null,null,Y,040205000000,Y
BL,BUS,BUSINESS,OLE6272309454,OLE_CREQ,11400DC4038E041EE043814FD881041E,1,null,null,Y,040205000000,Y
BL,BUS,BUSINESS,OLE6272309454,OLE_DV,11400DC4038F041EE043814FD881041E,1,null,null,Y,040205000000,Y
BL,CLAS,GLOB,OLE3651402735,OLE,11400DC3F497041EE043814FD881041E,1,null,null,Y,980219000000,Y
BL,CSCI,GLOBAL DEL,OLE2625401275,OLE_CREQ,11400DC3FF41041EE043814FD881041E,1,0,0,Y,050128000000,Y
BL,CSCI,GLOBAL DEL,OLE2625401275,OLE_ERD,11400DC3FF43041EE043814FD881041E,1,0,0,N,050128000000,Y
BL,CSCI,GLOBAL DEL,OLE2625401275,OLE_PCDO,11400DC3FF42041EE043814FD881041E,1,0,0,Y,050128000000,Y
BL,CSCI,GLOBAL DEL,OLE3270009216,OLE_A21,11400DC3FF57041EE043814FD881041E,1,0,0,Y,050128000000,Y
BL,CSCI,GLOBAL DEL,OLE3270009216,OLE_ACCT,11400DC3FF51041EE043814FD881041E,1,0,0,Y,050128000000,Y
BL,CSCI,GLOBAL DEL,OLE3270009216,OLE_AR,11400DC3FF5A041EE043814FD881041E,1,0,0,Y,050128000000,Y
BL,CSCI,GLOBAL DEL,OLE3270009216,OLE_AT,11400DC3FF5B041EE043814FD881041E,1,0,0,Y,050128000000,Y
BL,CSCI,GLOBAL DEL,OLE3270009216,OLE_AV,11400DC3FF44041EE043814FD881041E,1,0,0,Y,050128000000,Y
BL,CSCI,GLOBAL DEL,OLE3270009216,OLE_BA,11400DC3FF48041EE043814FD881041E,1,0,0,Y,050128000000,Y
BL,CSCI,GLOBAL DEL,OLE3270009216,OLE_BSIA,11400DC3FF45041EE043814FD881041E,1,0,0,Y,050128000000,Y
BL,CSCI,GLOBAL DEL,OLE3270009216,OLE_BSIB,11400DC3FF46041EE043814FD881041E,1,0,0,Y,050128000000,Y
BL,CSCI,GLOBAL DEL,OLE3270009216,OLE_BSIT,11400DC3FF47041EE043814FD881041E,1,0,0,Y,050128000000,Y
BL,CSCI,GLOBAL DEL,OLE3270009216,OLE_BT,11400DC3FF58041EE043814FD881041E,1,0,0,Y,050128000000,Y
BL,CSCI,GLOBAL DEL,OLE3270009216,OLE_CRM,11400DC3FF56041EE043814FD881041E,1,0,0,Y,050128000000,Y
BL,CSCI,GLOBAL DEL,OLE3270009216,OLE_DI,11400DC3FF4A041EE043814FD881041E,1,0,0,Y,050128000000,Y
BL,CSCI,GLOBAL DEL,OLE3270009216,OLE_DV,11400DC3FF49041EE043814FD881041E,1,0,0,Y,050128000000,Y
BL,CSCI,GLOBAL DEL,OLE3270009216,OLE_ELR,11400DC3FF5C041EE043814FD881041E,1,0,0,Y,050128000000,Y
BL,CSCI,GLOBAL DEL,OLE3270009216,OLE_ERD,11400DC3FF5E041EE043814FD881041E,1,0,0,N,050128000000,Y
BL,CSCI,GLOBAL DEL,OLE3270009216,OLE_FR,11400DC3FF5D041EE043814FD881041E,1,0,0,Y,050128000000,Y
BL,CSCI,GLOBAL DEL,OLE3270009216,OLE_GACC,11400DC3FF53041EE043814FD881041E,1,0,0,Y,050128000000,Y
BL,CSCI,GLOBAL DEL,OLE3270009216,OLE_GEC,11400DC3FF4B041EE043814FD881041E,1,0,0,Y,050128000000,Y
BL,CSCI,GLOBAL DEL,OLE3270009216,OLE_IB,11400DC3FF4D041EE043814FD881041E,1,0,0,Y,050128000000,Y
BL,CSCI,GLOBAL DEL,OLE3270009216,OLE_ICA,11400DC3FF4C041EE043814FD881041E,1,0,0,Y,050128000000,Y
BL,CSCI,GLOBAL DEL,OLE3270009216,OLE_ND,11400DC3FF4E041EE043814FD881041E,1,0,0,Y,050128000000,Y
BL,CSCI,GLOBAL DEL,OLE3270009216,OLE_PE,11400DC3FF4F041EE043814FD881041E,1,0,0,Y,050128000000,Y
BL,CSCI,GLOBAL DEL,OLE3270009216,OLE_SACC,11400DC3FF54041EE043814FD881041E,1,0,0,Y,050128000000,Y
BL,CSCI,GLOBAL DEL,OLE3270009216,OLE_SOBJ,11400DC3FF55041EE043814FD881041E,1,0,0,Y,050128000000,Y
BL,CSCI,GLOBAL DEL,OLE3270009216,OLE_ST,11400DC3FF59041EE043814FD881041E,1,0,0,Y,050128000000,Y
BL,CSCI,GLOBAL DEL,OLE3270009216,OLE_TF,11400DC3FF50041EE043814FD881041E,1,0,0,Y,050128000000,Y
BL,CSCI,GLOBAL-CG,OLE4059803771,OLE_CREQ,11400DC3FB81041EE043814FD881041E,1,null,null,Y,021119000000,Y
BL,EDUC,GLOBAL,OLE3072605934,OLE,11400DC3F498041EE043814FD881041E,1,null,null,Y,null,Y
BL,EDUC,LANGED,OLE1739701101,OLE,11400DC3F944041EE043814FD881041E,1,null,null,N,020201000000,Y
BL,EDUC,SIMM-MCGIL,OLE3075402167,OLE,11400DC3F9A3041EE043814FD881041E,1,null,null,Y,010801000000,Y
BL,GEOL,DELEGATE,OLE1504703229,OLE_A21,11400DC3FBF8041EE043814FD881041E,1,0,0,Y,031101000000,Y
BL,GEOL,DELEGATE,OLE1504703229,OLE_ACCT,11400DC3FBF3041EE043814FD881041E,1,0,0,Y,031101000000,Y
BL,GEOL,DELEGATE,OLE1504703229,OLE_ADEL,11400DC3FBF4041EE043814FD881041E,1,0,0,Y,031101000000,Y
BL,GEOL,DELEGATE,OLE1504703229,OLE_AR,11400DC3FBFC041EE043814FD881041E,1,0,0,Y,031101000000,Y
BL,GEOL,DELEGATE,OLE1504703229,OLE_AT,11400DC3FBFD041EE043814FD881041E,1,0,0,Y,031101000000,Y
BL,GEOL,DELEGATE,OLE1504703229,OLE_AV,11400DC3FBEA041EE043814FD881041E,1,0,0,Y,031101000000,Y
BL,GEOL,DELEGATE,OLE1504703229,OLE_BA,11400DC3FBEB041EE043814FD881041E,1,0,0,Y,031101000000,Y
BL,GEOL,DELEGATE,OLE1504703229,OLE_CREQ,11400DC3FC00041EE043814FD881041E,1,0,0,N,031101000000,Y
BL,GEOL,DELEGATE,OLE1504703229,OLE_CRM,11400DC3FBFB041EE043814FD881041E,1,0,0,Y,031101000000,Y
BL,GEOL,DELEGATE,OLE1504703229,OLE_DI,11400DC3FBED041EE043814FD881041E,1,0,0,Y,031101000000,Y
BL,GEOL,DELEGATE,OLE1504703229,OLE_DV,11400DC3FBEC041EE043814FD881041E,1,0,0,Y,031101000000,Y
BL,GEOL,DELEGATE,OLE1504703229,OLE_ELR,11400DC3FBFE041EE043814FD881041E,1,0,0,Y,031101000000,Y
BL,GEOL,DELEGATE,OLE1504703229,OLE_ERD,11400DC3FBF7041EE043814FD881041E,1,0,0,Y,031101000000,Y
BL,GEOL,DELEGATE,OLE1504703229,OLE_FR,11400DC3FBFF041EE043814FD881041E,1,0,0,Y,031101000000,Y
BL,GEOL,DELEGATE,OLE1504703229,OLE_GEC,11400DC3FBEE041EE043814FD881041E,1,0,0,Y,031101000000,Y
BL,GEOL,DELEGATE,OLE1504703229,OLE_IB,11400DC3FBEF041EE043814FD881041E,1,0,0,Y,031101000000,Y
BL,GEOL,DELEGATE,OLE1504703229,OLE_ND,11400DC3FBF0041EE043814FD881041E,1,0,0,Y,031101000000,Y
BL,GEOL,DELEGATE,OLE1504703229,OLE_PCDO,11400DC3FC03041EE043814FD881041E,1,0,0,N,031101000000,Y
BL,GEOL,DELEGATE,OLE1504703229,OLE_PE,11400DC3FBF1041EE043814FD881041E,1,0,0,Y,031101000000,Y
BL,GEOL,DELEGATE,OLE1504703229,OLE_SACC,11400DC3FBF5041EE043814FD881041E,1,0,0,Y,031101000000,Y
BL,GEOL,DELEGATE,OLE1504703229,OLE_SACD,11400DC3FBF9041EE043814FD881041E,1,0,0,Y,031101000000,Y
BL,GEOL,DELEGATE,OLE1504703229,OLE_SOBJ,11400DC3FBF6041EE043814FD881041E,1,0,0,Y,031101000000,Y
BL,GEOL,DELEGATE,OLE1504703229,OLE_ST,11400DC3FBFA041EE043814FD881041E,1,0,0,Y,031101000000,Y
BL,GEOL,DELEGATE,OLE1504703229,OLE_TF,11400DC3FBF2041EE043814FD881041E,1,0,0,Y,031101000000,Y
BL,GEOL,DELEGATE,OLE3514105019,OLE_ERD,11400DC3FC01041EE043814FD881041E,1,0,0,N,031101000000,Y
BL,GEOL,DELEGATE,OLE4452809121,OLE_ERD,11400DC3FC02041EE043814FD881041E,1,0,0,N,031101000000,Y
BL,GNDR,ASC DELEGA,OLE4040409372,OLE,11400DC3F499041EE043814FD881041E,1,null,null,N,990129000000,Y
BL,GNDR,NEW ASC,OLE4040409372,OLE,11400DC3F49A041EE043814FD881041E,1,null,null,N,990129000000,Y
BL,HPER,RECS,OLE1612700914,OLE,11400DC3F49B041EE043814FD881041E,1,0,0,N,970326000000,Y
BL,INFO,CSOBRIEN,OLE2783907167,OLE_A21,11400DC3FEFD041EE043814FD881041E,1,0,0,Y,030709000000,Y
BL,INFO,CSOBRIEN,OLE2783907167,OLE_BA,11400DC3FEFA041EE043814FD881041E,1,0,0,N,030709000000,Y
BL,INFO,CSOBRIEN,OLE2783907167,OLE_CREQ,11400DC3FEF9041EE043814FD881041E,1,0,0,Y,030709000000,Y
BL,INFO,CSOBRIEN,OLE2783907167,OLE_DV,11400DC3FEF8041EE043814FD881041E,1,0,0,Y,030709000000,Y
BL,INFO,CSOBRIEN,OLE2783907167,OLE_PCDO,11400DC3FEF7041EE043814FD881041E,1,0,0,N,030709000000,Y
BL,INFO,CSOBRIEN,OLE2783907167,OLE_ST,11400DC3FEFC041EE043814FD881041E,1,0,0,N,030709000000,Y
BL,INFO,CSOBRIEN,OLE2783907167,OLE_TF,11400DC3FEFB041EE043814FD881041E,1,0,0,N,030709000000,Y
BL,INFO,CSOBRIEN2,OLE1668303757,OLE_BA,11400DC3FF86041EE043814FD881041E,1,0,0,N,030715000000,Y
BL,INFO,CSOBRIEN2,OLE1668303757,OLE_CREQ,11400DC3FF85041EE043814FD881041E,1,0,0,N,030715000000,Y
BL,INFO,CSOBRIEN2,OLE1668303757,OLE_DV,11400DC3FF84041EE043814FD881041E,1,0,0,N,030715000000,Y
BL,INFO,CSOBRIEN2,OLE1668303757,OLE_PCDO,11400DC3FF82041EE043814FD881041E,1,0,0,Y,030715000000,Y
BL,INFO,CSOBRIEN2,OLE1668303757,OLE_SOBJ,11400DC3FF83041EE043814FD881041E,1,0,0,Y,030715000000,Y
BL,INFO,CSOBRIEN2,OLE1668303757,OLE_TF,11400DC3FF87041EE043814FD881041E,1,0,0,N,030715000000,Y
BL,INFO,CSOBRIEN2,OLE2783907167,OLE_A21,11400DC3FF81041EE043814FD881041E,1,0,0,Y,030709000000,Y
BL,INFO,CSOBRIEN2,OLE2783907167,OLE_BA,11400DC3FF7E041EE043814FD881041E,1,0,0,N,030709000000,Y
BL,INFO,CSOBRIEN2,OLE2783907167,OLE_CREQ,11400DC3FF7D041EE043814FD881041E,1,0,0,Y,030709000000,Y
BL,INFO,CSOBRIEN2,OLE2783907167,OLE_DV,11400DC3FF7C041EE043814FD881041E,1,0,0,Y,030709000000,Y
BL,INFO,CSOBRIEN2,OLE2783907167,OLE_PCDO,11400DC3FF7B041EE043814FD881041E,1,0,0,N,030709000000,Y
BL,INFO,CSOBRIEN2,OLE2783907167,OLE_ST,11400DC3FF80041EE043814FD881041E,1,0,0,N,030709000000,Y
BL,INFO,CSOBRIEN2,OLE2783907167,OLE_TF,11400DC3FF7F041EE043814FD881041E,1,0,0,N,030709000000,Y
BL,ISDD,IIDC,OLE1391709836,OLE_CREQ,11400DC3FAB6041EE043814FD881041E,1,null,null,Y,020701000000,Y
BL,ISDD,IIDC,OLE1548905190,OLE_A21,11400DC3FAC7041EE043814FD881041E,1,null,null,Y,020701000000,Y
BL,ISDD,IIDC,OLE1548905190,OLE_ACCT,11400DC3FAC3041EE043814FD881041E,1,null,null,Y,020701000000,Y
BL,ISDD,IIDC,OLE1548905190,OLE_ADEL,11400DC3FAC4041EE043814FD881041E,1,null,null,Y,020701000000,Y
BL,ISDD,IIDC,OLE1548905190,OLE_AR,11400DC3FACC041EE043814FD881041E,1,null,null,Y,020701000000,Y
BL,ISDD,IIDC,OLE1548905190,OLE_AT,11400DC3FACD041EE043814FD881041E,1,null,null,Y,020701000000,Y
BL,ISDD,IIDC,OLE1548905190,OLE_AV,11400DC3FABA041EE043814FD881041E,1,null,null,Y,020701000000,Y
BL,ISDD,IIDC,OLE1548905190,OLE_BA,11400DC3FABB041EE043814FD881041E,1,null,null,Y,020701000000,Y
BL,ISDD,IIDC,OLE1548905190,OLE_BT,11400DC3FAC8041EE043814FD881041E,1,null,null,Y,020701000000,Y
BL,ISDD,IIDC,OLE1548905190,OLE_CREQ,11400DC3FAB8041EE043814FD881041E,1,null,null,N,020701000000,Y
BL,LIBR,#1 DEL,OLE1896903531,OLE_DI,11400DC3F4C7041EE043814FD881041E,1,null,null,Y,000322000000,Y
BL,LIBR,#1 DEL,OLE1896903531,OLE_DV,11400DC3F4C8041EE043814FD881041E,1,null,null,Y,000322000000,Y
BL,LIBR,#1 DEL,OLE1896903531,OLE_ELR,11400DC3F4C9041EE043814FD881041E,1,null,null,N,000322000000,Y
BL,LIBR,#1 DEL,OLE1896903531,OLE_GDLG,11400DC3F4CA041EE043814FD881041E,1,null,null,Y,000322000000,Y
BL,LIBR,#1 DEL,OLE1896903531,OLE_GEC,11400DC3F4CB041EE043814FD881041E,1,null,null,Y,000322000000,Y
BL,LIBR,#1 DEL,OLE1896903531,OLE_IB,11400DC3F4CC041EE043814FD881041E,1,null,null,Y,000322000000,Y
BL,LIBR,#1 DEL,OLE1896903531,OLE_ICA,11400DC3F4CD041EE043814FD881041E,1,null,null,Y,000322000000,Y
BL,LIBR,#1 DEL,OLE1896903531,OLE_INV,11400DC3F4CE041EE043814FD881041E,1,null,null,Y,000322000000,Y
BL,LIBR,#1 DEL,OLE1896903531,OLE_ND,11400DC3F4CF041EE043814FD881041E,1,null,null,Y,000322000000,Y
BL,LIBR,#1 DEL,OLE1896903531,OLE_PCDE,11400DC3F4D0041EE043814FD881041E,1,null,null,N,000322000000,Y
BL,LIBR,#1 DEL,OLE1896903531,OLE_PCDO,11400DC3F4D1041EE043814FD881041E,1,null,null,Y,000322000000,Y
BL,LIBR,#1 DEL,OLE1896903531,OLE_PE,11400DC3F4D2041EE043814FD881041E,1,null,null,Y,000322000000,Y
BL,LIBR,#1 DEL,OLE1896903531,OLE_PRPL,11400DC3F4D3041EE043814FD881041E,1,null,null,Y,000322000000,Y
BL,LIBR,#1 DEL,OLE1896903531,OLE_RRSN,11400DC3F4D4041EE043814FD881041E,1,null,null,N,000322000000,Y
BL,LIBR,#1 DEL,OLE1896903531,OLE_SACC,11400DC3F4D5041EE043814FD881041E,1,null,null,Y,000322000000,Y
BL,LIBR,#1 DEL,OLE1896903531,OLE_SACD,11400DC3F4D6041EE043814FD881041E,1,null,null,Y,000322000000,Y
BL,LIBR,#1 DEL,OLE1896903531,OLE_SOBJ,11400DC3F4D7041EE043814FD881041E,1,null,null,Y,000322000000,Y
BL,LIBR,#1 DEL,OLE1896903531,OLE_ST,11400DC3F4D8041EE043814FD881041E,1,null,null,Y,000322000000,Y
BL,LIBR,#1 DEL,OLE1896903531,OLE_TF,11400DC3F4D9041EE043814FD881041E,1,null,null,Y,000322000000,Y
BL,LIBR,#1 DEL,OLE2999103847,OLE_A21,11400DC3F49C041EE043814FD881041E,1,null,null,Y,000322000000,Y
BL,LIBR,#1 DEL,OLE2999103847,OLE_A21C,11400DC3F49D041EE043814FD881041E,1,null,null,Y,000322000000,Y
BL,LIBR,#1 DEL,OLE2999103847,OLE_A21R,11400DC3F49E041EE043814FD881041E,1,null,null,Y,000322000000,Y
BL,LIBR,MAY 2004,OLE1896903531,OLE_A21,11400DC3F831041EE043814FD881041E,1,null,null,Y,040518000000,Y
BL,LIBR,MAY 2004,OLE1896903531,OLE_ACCT,11400DC3F834041EE043814FD881041E,1,null,null,Y,040518000000,Y
BL,LIBR,MAY 2004,OLE1896903531,OLE_ADEL,11400DC3F836041EE043814FD881041E,1,null,null,Y,040518000000,Y
BL,LIBR,MAY 2004,OLE1896903531,OLE_BA,11400DC3F83D041EE043814FD881041E,1,null,null,Y,040518000000,Y
BL,LIBR,MAY 2004,OLE1896903531,OLE_BT,11400DC3F83F041EE043814FD881041E,1,null,null,Y,040518000000,Y
BL,LIBR,MAY 2004,OLE1896903531,OLE_CRM,11400DC3F842041EE043814FD881041E,1,null,null,Y,040518000000,Y
BL,LIBR,MAY 2004,OLE1896903531,OLE_DI,11400DC3F844041EE043814FD881041E,1,null,null,N,040518000000,Y
BL,LIBR,MAY 2004,OLE1896903531,OLE_DV,11400DC3F846041EE043814FD881041E,1,null,null,Y,040518000000,Y
BL,LIBR,MAY 2004,OLE1896903531,OLE_GACC,11400DC3F9EE041EE043814FD881041E,1,null,null,Y,040518000000,Y
BL,LIBR,MAY 2004,OLE1896903531,OLE_GDLG,11400DC3F9F0041EE043814FD881041E,1,null,null,Y,040518000000,Y
BL,LIBR,MAY 2004,OLE1896903531,OLE_GEC,11400DC3F9CC041EE043814FD881041E,1,null,null,N,040518000000,Y
BL,LIBR,MAY 2004,OLE1896903531,OLE_IB,11400DC3F9CE041EE043814FD881041E,1,null,null,Y,040518000000,Y
BL,LIBR,MAY 2004,OLE1896903531,OLE_ICA,11400DC3F9D0041EE043814FD881041E,1,null,null,Y,040518000000,Y
BL,LIBR,MAY 2004,OLE1896903531,OLE_ND,11400DC3F9D2041EE043814FD881041E,1,null,null,Y,040518000000,Y
BL,LIBR,MAY 2004,OLE1896903531,OLE_PE,11400DC3F9D7041EE043814FD881041E,1,null,null,Y,040518000000,Y
BL,LIBR,MAY 2004,OLE1896903531,OLE_SACC,11400DC3F9F2041EE043814FD881041E,1,null,null,Y,040518000000,Y
BL,LIBR,MAY 2004,OLE1896903531,OLE_SOBJ,11400DC3F9DB041EE043814FD881041E,1,null,null,Y,040518000000,Y
BL,LIBR,MAY 2004,OLE1896903531,OLE_ST,11400DC3F9E9041EE043814FD881041E,1,null,null,Y,040518000000,Y
BL,LIBR,MAY 2004,OLE1896903531,OLE_TF,11400DC3F9EC041EE043814FD881041E,1,null,null,Y,040518000000,Y
BL,LIBR,MAY 2004,OLE3597903619,OLE_A21,11400DC3F832041EE043814FD881041E,1,null,null,N,040518000000,Y
BL,LIBR,MAY 2004,OLE3597903619,OLE_AA,11400DC3F833041EE043814FD881041E,1,null,null,Y,040518000000,Y
BL,LIBR,MAY 2004,OLE3597903619,OLE_ACCT,11400DC3F835041EE043814FD881041E,1,null,null,N,040518000000,Y
BL,LIBR,MAY 2004,OLE3597903619,OLE_ADEL,11400DC3F837041EE043814FD881041E,1,null,null,N,040518000000,Y
BL,LIBR,MAY 2004,OLE3597903619,OLE_AR,11400DC3F838041EE043814FD881041E,1,null,null,Y,040518000000,Y
BL,LIBR,MAY 2004,OLE3597903619,OLE_AT,11400DC3F839041EE043814FD881041E,1,null,null,Y,040518000000,Y
BL,LIBR,MAY 2004,OLE3597903619,OLE_BA,11400DC3F83E041EE043814FD881041E,1,null,null,N,040518000000,Y
BL,LIBR,MAY 2004,OLE3597903619,OLE_BT,11400DC3F840041EE043814FD881041E,1,null,null,N,040518000000,Y
