UNIV_FISCAL_YR,FIN_COA_CD,ORG_CD,OBJ_ID,VER_NBR,BDGT_RVRSN_COA_CD,BDGT_RVRSNACCT_NBR,CF_BY_OBJ_CD_IND,CSH_RVRSNFINCOA_CD,CSH_RVRSN_ACCT_NBR,ROW_ACTV_IND
2010,EA,ADMS,576730A9-C086-F8DA-F023-47AB111B6CD9,2,EA,0367295,Y,EA,0367295,Y
2010,EA,BEST,0027740F-7BFB-0B77-E435-2CCD325AEA9D,2,EA,0367295,Y,EA,0367295,Y
2010,EA,BOOK,9730407D-00E9-8273-4350-DE9BE845305F,2,EA,0367295,Y,EA,0367295,Y
2010,EA,BSSD,4DB9F3EE-AF37-B1A3-16EE-FF2B4E7FDC35,2,EA,0367295,Y,EA,0367295,Y
2010,EA,BURS,DC9443BC-3281-6C32-0F6C-3F232CCB5D13,2,EA,0367295,Y,EA,0367295,Y
2010,EA,BUSE,3519C106-3009-5BAB-43B8-8D4B7913D442,2,EA,0367295,Y,EA,0367295,Y
2010,EA,BUSM,02FEDEA5-3BC4-A77F-B188-3A26F8D25501,2,EA,0367295,Y,EA,0367295,Y
2010,EA,CACA,87DDAAE1-5265-E120-F462-8FD9F14B95ED,2,EA,0367295,Y,EA,0367295,Y
2010,EA,CHAN,14CA26B2-C0FC-7F60-8874-806DDD1B724B,2,EA,0367295,Y,EA,0367295,Y
2010,EA,CHP,A185C76C-AB56-15C9-A1BE-7FA2E87ADE35,2,EA,0367295,Y,EA,0367295,Y
2010,EA,CONN,A0F17175-FB90-BB30-920B-DEA9AD52DD49,2,EA,0367295,Y,EA,0367295,Y
2010,EA,CPPS,7284DE06-65AA-A1AC-C364-98798184EF95,2,EA,0367295,Y,EA,0367295,Y
2010,EA,CSER,625DFFB8-A99D-CA94-70B9-4A2F6C6E5C48,2,EA,0367295,Y,EA,0367295,Y
2010,EA,CSP,B7CCC272-2D5D-5671-4598-CFB2D75814BC,2,EA,0367295,Y,EA,0367295,Y
2010,EA,CTSD,DE846866-FBD6-B24A-A30B-101DD3041D10,2,EA,0367295,Y,EA,0367295,Y
2010,EA,DEBT,D1D9B97C-1874-8D5B-381B-0104475A2D68,2,EA,0367295,Y,EA,0367295,Y
2010,EA,ECTR,B700973F-722A-8A12-5CAF-0533109D6BD6,2,EA,0367295,Y,EA,0367295,Y
2010,EA,EDUC,B07B18EC-8B4E-6690-756B-4C5CC9879A27,2,EA,0367295,Y,EA,0367295,Y
2010,EA,ENSV,2ABB3C74-3BE6-C7F7-249E-12235AB84A2B,2,EA,0367295,Y,EA,0367295,Y
2010,EA,EXAF,2D99A72A-8461-D71A-CE56-7B916F0D891C,2,EA,0367295,Y,EA,0367295,Y
2010,EA,EXTL,53CCC495-E9ED-9E5D-E6E3-CAE5E90DD898,2,EA,0367295,Y,EA,0367295,Y
2010,EA,GENA,7D701EA2-3A51-6455-F71A-DCAE16211F8A,2,EA,0367295,Y,EA,0367295,Y
2010,EA,GENS,84968F14-DFCB-2177-4555-460BBE0DB538,2,EA,0367295,Y,EA,0367295,Y
2010,EA,HUFA,52D2EC09-B35B-B1A3-A99E-76D0B1F01187,2,EA,0367295,Y,EA,0367295,Y
2010,EA,HUMR,606D303D-2197-0F43-0D09-5E5E8E383560,2,EA,0367295,Y,EA,0367295,Y
2010,EA,HUSE,C808A010-4C9D-F984-E7F0-E487BC3F30AA,2,EA,0367295,Y,EA,0367295,Y
2010,EA,INPR,5AD9D977-769C-951E-6A65-CA128EE07A76,2,EA,0367295,Y,EA,0367295,Y
2010,EA,LIBR,244B156B-1E32-6711-4EC8-B81792F5A95F,2,EA,0367295,Y,EA,0367295,Y
2010,EA,MULT,8D6455A4-5B79-A00D-C886-70EE7B8E4E8B,2,EA,0367295,Y,EA,0367295,Y
2010,EA,NURS,36FAD96B-7A74-646F-432A-91211BB30BFC,2,EA,0367295,Y,EA,0367295,Y
2010,EA,PERC,F4B1C0C7-FB6C-CC54-34A7-216D37E57FBA,2,EA,0367295,Y,EA,0367295,Y
2010,EA,PERS,CD94D3C1-31A1-77EA-7240-1CC7EB2057FE,2,EA,0367295,Y,EA,0367295,Y
2010,EA,PHYP,E0F82200-33AC-6C82-ADFA-D37DB945DD1E,2,EA,0367295,Y,EA,0367295,Y
2010,EA,REGR,03626057-C3A4-1410-3E71-2802B5BC1BC5,2,EA,0367295,Y,EA,0367295,Y
2010,EA,SACT,D54E0BAD-6133-26B5-2D82-8988C38C3602,2,EA,0367295,Y,EA,0367295,Y
2010,EA,SAID,2EAABD30-659C-44CB-4027-8953DB941FCF,2,EA,0367295,Y,EA,0367295,Y
2010,EA,SMD,C35D8A52-11C4-B767-48E9-6D06EC189941,2,EA,0367295,Y,EA,0367295,Y
2010,EA,SSER,BA36E032-AFF2-A3A3-9962-10025F029FA9,2,EA,0367295,Y,EA,0367295,Y
2010,EA,STSC,63922625-4DA4-9337-EE63-A134C85A8D7D,2,EA,0367295,Y,EA,0367295,Y
2010,EA,SWTE,251D9E48-E761-28BA-61A6-75183EED65D0,2,EA,0367295,Y,EA,0367295,Y
2010,EA,SYSC,9E15379C-8CC0-F751-EF11-9FAA0EAF6D75,2,EA,0367295,Y,EA,0367295,Y
2010,EA,TUSP,044260B2-34ED-A05C-A391-26AEA2698BEB,2,EA,0367295,Y,EA,0367295,Y
2010,EA,UDIV,A0F44839-A1DA-13A4-9E08-A5169FEFB3B4,2,EA,0367295,Y,EA,0367295,Y
2010,UA,FMS,2943DEB3-E483-ED5C-145A-C46191409233,2,BL,4531415,N,BL,4531415,Y
2011,BA,ACAC,33B3E7DB-8B83-41BD-9FA3-D518F14E4AA1,2,BA,1031400,N,BA,1031400,Y
2011,BL,BUDG,C7D37ED1-B611-0164-58F6-2AA4C16A7CF3,2,BL,2321889,Y,BL,2331412,Y
2011,BL,PSY,FDCDCCDC-3B3D-E363-F4C0-455E27DB131E,2,BL,1023295,Y,BL,1023295,Y
2011,EA,AADV,CA3115B7-455A-6F95-28A8-23A05E3C4D66,2,EA,0367295,Y,EA,0367295,Y
2011,EA,AAOA,E6BEC69E-A064-4D71-0A84-D6B9902BD69A,2,EA,0367295,Y,EA,0367295,Y
2011,EA,ACAD,366FC8C6-C02C-8FC9-4D49-913FC7A82D66,2,EA,0367295,Y,EA,0367295,Y
2011,EA,ACDS,CD36301E-AE8A-F6C1-F1DD-CAA09553BF2E,2,EA,0367295,Y,EA,0367295,Y
2011,EA,ADAF,099E77E4-3AC6-7369-3856-72861B2D6D1D,2,EA,0367295,Y,EA,0367295,Y
2011,EA,ADFA,06B7FF2D-CFB1-0B3C-F353-70EE86784EFC,2,EA,0367295,Y,EA,0367295,Y
2011,EA,ADMS,E88D22A1-6F55-1C4D-74D0-BD21E264B812,2,EA,0367295,Y,EA,0367295,Y
2011,EA,BEST,0474653C-0A59-D397-EE50-6CAF80AE59FF,2,EA,0367295,Y,EA,0367295,Y
2011,EA,BOOK,B06802A4-3DBD-8867-5300-175344E4FC2E,2,EA,0367295,Y,EA,0367295,Y
2011,EA,BSSD,04B38D6A-0A9C-4E8B-3F5C-82DB1CF5086E,2,EA,0367295,Y,EA,0367295,Y
2011,EA,BURS,BB6FAFEF-D65A-B8C0-1A85-DBDA42516EEC,2,EA,0367295,Y,EA,0367295,Y
2011,EA,BUSE,09C7A131-2E4A-09B1-9B15-3FC239443D8D,2,EA,0367295,Y,EA,0367295,Y
2011,EA,BUSM,9C35577B-C9EF-FBA9-0A85-E7EFA7F7D32E,2,EA,0367295,Y,EA,0367295,Y
2011,EA,CACA,63D1E735-CA78-8F26-E37D-5BE77AE53020,2,EA,0367295,Y,EA,0367295,Y
2011,EA,CHAN,3CA9248B-777E-F416-F45A-46D79ACCAC53,2,EA,0367295,Y,EA,0367295,Y
2011,EA,CHP,325C2625-FCAE-AE59-400E-4C292A3D62BF,2,EA,0367295,Y,EA,0367295,Y
2011,EA,CONN,5FA6A309-3F03-314F-5056-EA295F60DC51,2,EA,0367295,Y,EA,0367295,Y
2011,EA,CPPS,1717E3D9-49F2-53F1-509E-95A51C8515E6,2,EA,0367295,Y,EA,0367295,Y
2011,EA,CSER,88842D38-B55D-3739-D5E7-4ACE3EF035DE,2,EA,0367295,Y,EA,0367295,Y
2011,EA,CSP,8F37F03F-FD4C-ED37-D4E7-63743D865AAB,2,EA,0367295,Y,EA,0367295,Y
2011,EA,CTSD,31DECA83-F0F9-3E96-DE65-B24F3176EDE1,2,EA,0367295,Y,EA,0367295,Y
2011,EA,DEBT,7A91CD90-A86E-5848-280A-88743B348CEE,2,EA,0367295,Y,EA,0367295,Y
2011,EA,ECTR,8BC08E1A-B65B-2BA2-30BC-DABC0525F043,2,EA,0367295,Y,EA,0367295,Y
2011,EA,EDUC,BC29F214-28CC-6DC0-BB7A-0F3D25D46E68,2,EA,0367295,Y,EA,0367295,Y
2011,EA,ENSV,A06B00D2-D1CB-A9C6-B2B2-6D961106DF26,2,EA,0367295,Y,EA,0367295,Y
2011,EA,EXAF,C2D27796-B693-0C98-6AC9-1116FCE67EF8,2,EA,0367295,Y,EA,0367295,Y
2011,EA,EXTL,E170C702-BC52-DEFF-8C2C-245E78BB28A7,2,EA,0367295,Y,EA,0367295,Y
2011,EA,GENA,A7DB7B30-EF84-0908-1371-92D5EB987A25,2,EA,0367295,Y,EA,0367295,Y
2011,EA,GENS,DD5FAFC9-3966-1377-9CA3-B1B1113D3273,2,EA,0367295,Y,EA,0367295,Y
2011,EA,HUFA,6A589C89-4E58-7965-E269-8FB8C21DE54C,2,EA,0367295,Y,EA,0367295,Y
2011,EA,HUMR,5C745E91-615C-C1C9-04A4-00682C7254B9,2,EA,0367295,Y,EA,0367295,Y
2011,EA,HUSE,01FE6392-10B7-9A08-408D-E29183A27B06,2,EA,0367295,Y,EA,0367295,Y
2011,EA,INPR,30E56DEB-F39A-28D0-6C71-4D9D62C32046,2,EA,0367295,Y,EA,0367295,Y
2011,EA,LIBR,44A18F37-F1C3-2677-A7E2-7D6AF302AF72,2,EA,0367295,Y,EA,0367295,Y
2011,EA,MULT,11466314-00C8-B6C1-3426-5CDE846EB2E6,2,EA,0367295,Y,EA,0367295,Y
2011,EA,NURS,E940309C-998D-8016-C705-624EEC3D882A,2,EA,0367295,Y,EA,0367295,Y
2011,EA,PERC,B124BF1D-6C50-0F9B-6B4D-B06A42935CEE,2,EA,0367295,Y,EA,0367295,Y
2011,EA,PERS,78B1E0A0-F26B-9EFD-1E15-15835D6959BD,2,EA,0367295,Y,EA,0367295,Y
2011,EA,PHYP,FA328C61-EFDE-04F7-73CB-B71D53908C7D,2,EA,0367295,Y,EA,0367295,Y
2011,EA,REGR,E89DDC6D-C4C6-1E5A-5CED-0BFFDE84795A,2,EA,0367295,Y,EA,0367295,Y
2011,EA,SACT,60B11524-5D22-6DEF-7626-9CF661BEAEA5,2,EA,0367295,Y,EA,0367295,Y
2011,EA,SAID,7AA53E77-0BB8-85D9-A5E6-9D7BC1934B9E,2,EA,0367295,Y,EA,0367295,Y
2011,EA,SMD,3C6AFF09-DE47-4B5B-FA2F-5F1BF78793C8,2,EA,0367295,Y,EA,0367295,Y
2011,EA,SSER,03C89A03-4F2C-251C-EBCF-D54C41BF790F,2,EA,0367295,Y,EA,0367295,Y
2011,EA,STSC,873655CD-DBF0-7E2B-90BB-082B4DA1C066,2,EA,0367295,Y,EA,0367295,Y
2011,EA,SWTE,D29E591A-1BEB-0B1D-8E1A-0DC77779CBA2,2,EA,0367295,Y,EA,0367295,Y
2011,EA,SYSC,8E0DD20F-741C-CFFF-A4F6-BDC6D0477EB8,2,EA,0367295,Y,EA,0367295,Y
2011,EA,TUSP,6A2C97F1-8AE2-D255-21B1-971010E7B8A9,2,EA,0367295,Y,EA,0367295,Y
2011,EA,UDIV,F108E93E-C79F-FBF4-2BC1-627326CD3270,2,EA,0367295,Y,EA,0367295,Y
2011,UA,FMS,67F83169-5729-12BF-4437-D0AC386AE3B9,2,BL,4531415,N,BL,4531415,Y
2012,BA,ACAC,c177de9b-7eb7-4991-9920-16058dde28a0,2,BA,1031400,N,BA,1031400,Y
2012,BL,BUDG,a7c4c487-663e-4e6c-a23b-ea9cc2299f9c,2,BL,2321889,Y,BL,2331412,Y
2012,BL,PSY,939abcb3-c814-4b35-872b-a92ca1c0dd35,2,BL,1023295,Y,BL,1023295,Y
2012,EA,AADV,bef1e0d8-f309-420c-b618-6dbe1a8211b4,2,EA,0367295,Y,EA,0367295,Y
2012,EA,AAOA,0013dbd8-c3d1-4346-9dd1-7b826f16efbc,2,EA,0367295,Y,EA,0367295,Y
2012,EA,ACAD,349afcfa-9200-4efa-9d50-7ce0b301c50f,2,EA,0367295,Y,EA,0367295,Y
2012,EA,ACDS,f0491847-829c-46c7-88e4-e85c94d13828,2,EA,0367295,Y,EA,0367295,Y
2012,EA,ADAF,c2aa18c5-8859-48ae-b620-11f1a27d782f,2,EA,0367295,Y,EA,0367295,Y
2012,EA,ADFA,c34232e7-0ae1-4e52-addd-c4f3006c6c50,2,EA,0367295,Y,EA,0367295,Y
2012,EA,ADMS,dad16301-2f0f-4e14-95da-9792df944560,2,EA,0367295,Y,EA,0367295,Y
2012,EA,BEST,f02187e5-438f-4520-924a-16e192964af5,2,EA,0367295,Y,EA,0367295,Y
2012,EA,BOOK,be493af3-ebd1-4c60-9d2b-6207cf141956,2,EA,0367295,Y,EA,0367295,Y
2012,EA,BSSD,4ab33610-3bdc-4d84-8b2d-312b670cf5c5,2,EA,0367295,Y,EA,0367295,Y
2012,EA,BURS,ec33b295-91a8-4faf-9e75-4a200bb42cd0,2,EA,0367295,Y,EA,0367295,Y
2012,EA,BUSE,0bca68ef-97f1-44c1-aaff-51988f60dcdf,2,EA,0367295,Y,EA,0367295,Y
2012,EA,BUSM,2ad70731-42ba-4282-a3aa-3ebd47c92d06,2,EA,0367295,Y,EA,0367295,Y
2012,EA,CACA,75387801-5303-4654-8493-7d946d5b79dc,2,EA,0367295,Y,EA,0367295,Y
2012,EA,CHAN,8c1c22ef-436c-4a87-92ba-583d41882266,2,EA,0367295,Y,EA,0367295,Y
2012,EA,CHP,73c55bfc-3fbd-48f4-9c1c-d9c34e3bc539,2,EA,0367295,Y,EA,0367295,Y
2012,EA,CONN,0e811425-b23a-4106-88b3-4e8f290b4e7e,2,EA,0367295,Y,EA,0367295,Y
2012,EA,CPPS,868a0320-030e-42bc-ad5f-722de8db0ccd,2,EA,0367295,Y,EA,0367295,Y
2012,EA,CSER,8ab05900-3abe-42b5-88e6-aae362b51321,2,EA,0367295,Y,EA,0367295,Y
2012,EA,CSP,c6beeb69-631c-4b8a-a821-8907baf353de,2,EA,0367295,Y,EA,0367295,Y
2012,EA,CTSD,88cd4f7c-680a-476d-9892-2414601061b0,2,EA,0367295,Y,EA,0367295,Y
2012,EA,DEBT,1c512aa4-c950-4ad1-aef0-121fe08d6bdb,2,EA,0367295,Y,EA,0367295,Y
2012,EA,ECTR,e8e1f387-e6a2-4b72-8349-cea471159276,2,EA,0367295,Y,EA,0367295,Y
2012,EA,EDUC,5802a40e-954e-4f3c-9ef1-531b130c6f47,2,EA,0367295,Y,EA,0367295,Y
2012,EA,ENSV,f340c01a-d18d-4357-918c-ed1ca28a4c32,2,EA,0367295,Y,EA,0367295,Y
2012,EA,EXAF,e09422e4-99eb-4c9f-b722-b321dda2e9a2,2,EA,0367295,Y,EA,0367295,Y
2012,EA,EXTL,183cd2c7-9e25-4fea-9f2c-0457483d923e,2,EA,0367295,Y,EA,0367295,Y
2012,EA,GENA,c00aab58-4d86-422a-b587-d1de942be663,2,EA,0367295,Y,EA,0367295,Y
2012,EA,GENS,75755fa6-f6a5-49c5-94f6-9b8ea329a423,2,EA,0367295,Y,EA,0367295,Y
2012,EA,HUFA,2441550b-7e16-4c9b-875a-789dbd92080c,2,EA,0367295,Y,EA,0367295,Y
2012,EA,HUMR,e38b187a-c3ea-4a12-9a30-5f943d087794,2,EA,0367295,Y,EA,0367295,Y
2012,EA,HUSE,e3111d4f-ee6d-43ed-9b14-88516ce75f54,2,EA,0367295,Y,EA,0367295,Y
2012,EA,INPR,31de6690-dea8-47ff-a651-0c0f2e8507f4,2,EA,0367295,Y,EA,0367295,Y
2012,EA,LIBR,2f3fc6b9-8fe1-4d40-8f74-a011f4931349,2,EA,0367295,Y,EA,0367295,Y
2012,EA,MULT,61aaa5db-9c24-411a-9e72-3428155076e1,2,EA,0367295,Y,EA,0367295,Y
2012,EA,NURS,0204e172-a185-44f9-b0f3-95e8ef760896,2,EA,0367295,Y,EA,0367295,Y
2012,EA,PERC,dbcde00c-c8a8-4702-8872-7d3f4d9e1182,2,EA,0367295,Y,EA,0367295,Y
2012,EA,PERS,0a4c73fd-6cca-462e-ab85-bc4a98868aa6,2,EA,0367295,Y,EA,0367295,Y
2012,EA,PHYP,284bdbb5-4cce-4d1f-b570-fd5d6a91d35d,2,EA,0367295,Y,EA,0367295,Y
2012,EA,REGR,cc034404-ec09-45e4-ba3e-669d1ed5f9e3,2,EA,0367295,Y,EA,0367295,Y
2012,EA,SACT,5aeace1f-0af0-4fe9-a160-072a5b8bae84,2,EA,0367295,Y,EA,0367295,Y
2012,EA,SAID,93d82e59-d175-45d4-a320-456124d94936,2,EA,0367295,Y,EA,0367295,Y
2012,EA,SMD,01794191-788e-46e3-b660-179b5648ad40,2,EA,0367295,Y,EA,0367295,Y
2012,EA,SSER,792de658-8621-4a47-a8af-8208a2d5b070,2,EA,0367295,Y,EA,0367295,Y
2012,EA,STSC,5fa1357f-e6a1-46fd-8a7f-89ba41aa2d89,2,EA,0367295,Y,EA,0367295,Y
2012,EA,SWTE,0d9a939d-3b32-4733-96e8-210d644fe1c2,2,EA,0367295,Y,EA,0367295,Y
2012,EA,SYSC,1be671ba-3d3b-4320-a849-d0a3bd83f4a0,2,EA,0367295,Y,EA,0367295,Y
2012,EA,TUSP,850e9bf4-3194-4af1-bbc9-d4f80d9b8816,2,EA,0367295,Y,EA,0367295,Y
2012,EA,UDIV,36abcf88-ffae-46b5-b97d-8d25e6f08da3,2,EA,0367295,Y,EA,0367295,Y
2012,UA,FMS,d368914a-5bc6-4d66-bd29-b074c848a286,2,BL,4531415,N,BL,4531415,Y
