FIN_COA_CD,ORG_CD,OBJ_ID,VER_NBR,ORG_MGR_UNVL_ID,ORG_NM,RC_CD,ORG_PHYS_CMP_CD,ORG_TYP_CD,ORG_DFLT_ACCT_NBR,ORG_LN1_ADDR,ORG_LN2_ADDR,ORG_CITY_NM,ORG_STATE_CD,ORG_ZIP_CD,ORG_CNTRY_CD,ORG_BEGIN_DT,ORG_END_DT,RPTS_TO_FIN_COA_CD,RPTS_TO_ORG_CD,ORG_ACTIVE_CD,ORG_IN_FP_CD,ORG_PLNT_ACCT_NBR,CMP_PLNT_ACCT_NBR,ORG_PLNT_COA_CD,CMP_PLNT_COA_CD
BA,PCON,014F3DAF75E7A448E043814FD28EA448,1,OLE5299507056,INDIANA MEMORIAL UNION POPULAR CONCERTS,80,BL,O,6045000,IMU,(null),BLOOMINGTON,IN,47405,US,[930701000000-0400],(null),BA,IMU,Y,N,9520080,9520000,BL,BL
BA,PHOT,014F3DAF75E8A448E043814FD28EA448,1,OLE5653408083,FILM SERVICES,80,BL,O,6042703,10TH ~ BYPASS,(null),BLOOMINGTON,IN,47405,US,[011106000000-0500],[021106000000-0500],BA,AXOP,N,N,(null),(null),(null),(null)
BA,PHYP,014F3DAF75E9A448E043814FD28EA448,1,OLE4640605151,PHYSICAL PLANT (SERVICES),82,BL,F,6626024,SERVICE,(null),BLOOMINGTON,IN,47405,US,[930701000000-0400],(null),BL,PHYP,Y,N,9526000,9520000,BA,BL
BA,POGE,014F3DAF75EAA448E043814FD28EA448,1,OLE3584609748,RPAS PARKING OPERATIONS,80,BL,O,6039000,801 N. JORDAN,(null),BLOOMINGTON,IN,47405,US,[990930000000-0400],(null),BA,HALL,Y,N,9539600,9539600,BA,BA
BA,PRES,014F3DAF8006A448E043814FD28EA448,1,OLE4603906716,AUDITORIUM PRESENTS,80,BL,O,6041400,IMU,(null),BLOOMINGTON,IN,47405,US,[010205000000-0500],(null),BA,AUTM,Y,N,9541400,9520000,BA,BL
BA,PRGE,014F3DAF75EBA448E043814FD28EA448,1,OLE4075208273,RPAS GENERAL PROGRAMMING SUPPORT,80,BL,O,6047500,801 N. JORDAN,(null),BLOOMINGTON,IN,47405,US,[981030000000-0400],(null),BA,CENT,Y,N,9547500,9547500,BA,BA
BA,PSTO,014F3DAF75ECA448E043814FD28EA448,1,OLE4640605151,PHYSICAL PLANT STORES,82,BL,O,(null),SERVICE,(null),BLOOMINGTON,IN,47405,US,[930701000000-0400],(null),BA,PHYP,Y,N,9526100,9520000,BA,BL
BA,RBAH,014F3DAF75EDA448E043814FD28EA448,1,OLE3584609748,REDBUD HILL APARTMENTS 4,80,BL,N,6031500,801 N JORDAN,(null),BLOOMINGTON,IN,47405,US,[990329000000-0400],(null),BA,APTS,Y,N,9531500,9531500,BA,BA
BA,RBBR,014F3DAF75EEA448E043814FD28EA448,1,OLE3570803537,REDBUD APTS BLDG REPAIR,80,BL,N,9243151,801 N. JORDAN,(null),BLOOMINGTON,IN,47405,US,[940801000000-0400],[980211000000-0500],BA,HALL,N,N,9531500,9531500,BA,BA
BA,RBER,014F3DAF75EFA448E043814FD28EA448,1,OLE3570803537,REDBUD APTS EQUIP REPAIR,80,BL,N,9243150,801 N. JORDAN,(null),BLOOMINGTON,IN,47405,US,[940801000000-0400],[980211000000-0500],BA,HALL,N,N,9531500,9531500,BA,BA
BA,REBR,014F3DAF75F0A448E043814FD28EA448,1,OLE3570803537,READ HALL BLDG REPAIR,80,BL,N,9243501,801 N JORDAN,(null),BLOOMINGTON,IN,47405,US,[940801000000-0400],[980211000000-0500],BA,HALL,N,N,9535000,9535000,BA,BA
BA,REDR,014F3DAF75F1A448E043814FD28EA448,1,OLE3584609748,READ HALL DINING ROOM,80,BL,N,6035093,801 N JORDAN,(null),BLOOMINGTON,IN,47405,US,[990329000000-0400],(null),BA,CAFE,Y,N,9535093,9535093,BA,BA
BA,REER,014F3DAF75F2A448E043814FD28EA448,1,OLE3570803537,READ HALL EQUIP REPL,80,BL,N,9243500,801 N JORDAN,(null),BLOOMINGTON,IN,47405,US,[940801000000-0400],[980211000000-0500],BA,HALL,N,N,9535000,9535000,BA,BA
BA,REFE,014F3DAF75F3A448E043814FD28EA448,1,OLE4075208273,DINING SERVICES RETAIL OPERATIONS,80,BL,O,6030823,801 N. JORDAN,(null),BLOOMINGTON,IN,47405,US,[980206000000-0500],[000428000000-0400],BA,CAFE,N,N,(null),(null),(null),(null)
BA,RESA,014F3DAF75F4A448E043814FD28EA448,1,OLE3584609748,RESIDENCE LIFE-AUXILIARY,80,BL,O,6047500,801 N JORDAN,(null),BLOOMINGTON,IN,47405,US,[930701000000-0400],(null),BL,RESL,Y,N,9520080,9520000,BL,BL
BA,RESB,014F3DAF75F5A448E043814FD28EA448,1,OLE3570803537,READ SNACK BAR,80,BL,O,6035094,80L N. JORDAN,(null),BLOOMINGTON,IN,47405,US,[960319000000-0400],[980209000000-0500],BA,CAFE,N,N,9535000,9535000,BA,BA
BA,RESH,014F3DAF75F6A448E043814FD28EA448,1,OLE3584609748,READ HALL RESIDENCE,80,BL,N,6035092,801 N JORDAN,(null),BLOOMINGTON,IN,47405,US,[990329000000-0400],(null),BA,HOUS,Y,N,9535092,9535092,BA,BA
BA,RESL,014F3DAF75F7A448E043814FD28EA448,1,OLE2539200452,RESIDENCE LIFE,80,BL,O,6047500,801 N JORDAN,(null),BLOOMINGTON,IN,47405,US,[930701000000-0400],[991122000000-0500],BA,RPAS,N,N,9520080,9520000,BL,BL
BA,RMAH,014F3DAF75F8A448E043814FD28EA448,1,OLE3584609748,RPAS RUBY MASON APT,80,BL,O,6034500,801 N. JORDAN,(null),BLOOMINGTON,IN,47405,US,[990406000000-0400],(null),BA,ACSH,Y,N,9534500,9534500,BA,BA
BA,RMBR,014F3DAF75F9A448E043814FD28EA448,1,OLE3570803537,RUBY MASON BLDG REPAIR,80,BL,N,9243451,801 N JORDAN,(null),BLOOMINGTON,IN,47405,US,[940801000000-0400],[980211000000-0500],BA,HALL,N,N,9534500,9534500,BA,BA
BA,RMER,014F3DAF75FAA448E043814FD28EA448,1,OLE3570803537,RUBY MASON EQUIP REPL,80,BL,N,9243450,801 N JORDAN,(null),BLOOMINGTON,IN,47405,US,[940801000000-0400],[980211000000-0500],BA,HALL,N,N,9534500,9534500,BA,BA
BA,RMSH,014F3DAF75FBA448E043814FD28EA448,1,OLE5253907165,MASON HALL,80,BL,N,6034500,801 N JORDAN,(null),BLOOMINGTON,IN,47405,US,[940801000000-0400],[000407000000-0400],BA,HOUS,N,N,9534500,9534500,BA,BA
BA,ROAH,014F3DAF75FCA448E043814FD28EA448,1,OLE3584609748,ROWE HOUSING,80,BL,N,9530537,801 N JORDAN,(null),BLOOMINGTON,IN,47405,US,[990329000000-0400],[030703000000-0400],BA,APTS,N,N,9530537,9530537,BA,BA
BA,RPAS,014F3DAF75FDA448E043814FD28EA448,1,OLE3236004643,RESIDENTIAL PROGRAMS ~ SERV,80,BL,S,6030000,801 N JORDAN,(null),BLOOMINGTON,IN,47405,US,[970820000000-0400],(null),BA,AXOP,Y,N,9520080,9520000,BL,BL
BA,RPSL,014F3DAF8016A448E043814FD28EA448,1,OLE3584609748,RESIDENTIAL PROGRAMS ~ SERVICES LIBRARY,80,BL,O,6047500,N. JORDAN AVE.,(null),BLOOMINGTON,IN,47405,US,[010315000000-0500],(null),BA,PRGE,Y,N,9547530,9547530,BA,BA
BA,SCER,014F3DAF75FEA448E043814FD28EA448,1,OLE1257605304,HALLS STDNT COMP-EQUIP REPL,80,BL,N,9243800,801 N JORDAN,(null),BLOOMINGTON,IN,47405,US,[940801000000-0400],[980211000000-0500],BA,HALL,N,N,9538000,9538000,BA,BA
BA,SCGE,014F3DAF75FFA448E043814FD28EA448,1,OLE3584609748,HALLS STUDENT COMPUTING,80,BL,N,6038000,801 N JORDAN,(null),BLOOMINGTON,IN,47405,US,[990329000000-0400],(null),BA,CENT,Y,N,9538000,9538000,BA,BA
BA,SCSU,014F3DAF7600A448E043814FD28EA448,1,OLE1257605304,HALLS STUDENT COMPUTING SUB,80,BL,N,6038001,801 N JORDAN,(null),BLOOMINGTON,IN,47405,US,[940801000000-0400],[980211000000-0500],BA,MISC,N,N,9520080,9520000,BL,BL
BA,SEWG,014F3DAF7601A448E043814FD28EA448,1,OLE3584609748,RPAS SEWING SHOP,80,BL,O,6039400,801 N. JORDAN,(null),BLOOMINGTON,IN,47405,US,[980206000000-0500],(null),BA,FURN,Y,N,9539400,9539400,BA,BA
BA,ABDR,014F3DAF755AA448E043814FD28EA448,1,OLE4075208273,AMBROSIA CATERING,80,BL,O,6030824,801 N. JORDAN,(null),BLOOMINGTON,IN,47405,US,[980206000000-0500],[021015000000-0400],BA,CAFE,N,N,9530824,9530824,BA,BA
BA,ACAC,014F3DAF755BA448E043814FD28EA448,1,OLE4075208273,RPAS ACADEMIC SUPPORT,80,BL,O,6047500,801 N. JORDAN AVE.,(null),BLOOMINGTON,IN,47405,US,[000417000000-0400],(null),BA,PRGE,Y,N,(null),(null),(null),(null)
BA,ACPR,014F3DAF755CA448E043814FD28EA448,1,OLE3584609748,ACADEMIC PROGRAMS,80,BL,O,6047500,801 N. JORDAN,(null),BLOOMINGTON,IN,47405,US,[020919000000-0400],(null),BA,ACAC,Y,N,9547500,9547500,BA,BA
BA,ACSH,014F3DAF755DA448E043814FD28EA448,1,OLE4075208273,ASHTON CENTER,80,BL,O,6030533,801 N. JORDAN AVE.,(null),BLOOMINGTON,IN,47405,US,[990406000000-0400],(null),BA,HOUS,Y,N,(null),(null),(null),(null)
BA,ACSS,014F3DAF8052A448E043814FD28EA448,1,OLE5653408083,ACCESS SERVICES,80,BL,O,6026000,2715 E. 10TH,(null),BLOOMINGTON,IN,47405,US,[010807000000-0400],(null),BA,BKST,Y,N,(null),(null),(null),(null)
BA,ADAC,014F3DAF755EA448E043814FD28EA448,1,OLE4075208273,RPAS THOMAS I ATKINS CENTER,80,BL,O,6031227,801 N. JORDAN,(null),BLOOMINGTON,IN,47405,US,[980206000000-0500],[021015000000-0400],BA,ACAC,N,N,9547504,9547504,BA,BA
BA,ADAF,014F3DAF755FA448E043814FD28EA448,1,OLE2539200452,ADMINISTRATIVE AFFAIRS - BLOOMINGTON,80,BL,O,6020000,801 N. JORDAN AVE.,(null),BLOOMINGTON,IN,47405,US,[000210000000-0500],(null),BL,DBFA,Y,N,9521500,9521500,BA,BA
BA,ADAH,014F3DAF7560A448E043814FD28EA448,1,OLE3584609748,APARTMENT HOUSING ADMINISTRATION,80,BL,O,6033000,801 N. JORDAN,(null),BLOOMINGTON,IN,47405,US,[020919000000-0400],(null),BA,APTS,Y,N,9530700,9530700,BA,BA
BA,ADAO,014F3DAF7561A448E043814FD28EA448,1,OLE2539200452,ADMINISTRATIVE AFFAIRS - BLMGTN OPERATIN,80,BL,O,6020000,801 N. JORDAN AVE.,(null),BLOOMINGTON,IN,47405,US,[000211000000-0500],(null),BA,ADAF,Y,N,9521500,9521500,BA,BA
BA,ADFE,014F3DAF7562A448E043814FD28EA448,1,OLE3584609748,DINING HALLS ADMINISTRATION,80,BL,O,6032529,801 N. JORDAN,(null),BLOOMINGTON,IN,47405,US,[020919000000-0400],(null),BA,CAFE,Y,N,9530400,9530400,BA,BA
BA,ADGE,014F3DAF7563A448E043814FD28EA448,1,OLE3584609748,CENTRAL ADMINISTRATION,80,BL,O,6030000,801 N. JORDAN AVE.,(null),BLOOMINGTON,IN,47405,US,[000321000000-0500],(null),BA,CAGE,Y,N,9530000,9530000,BA,BA
BA,ADSH,014F3DAF7564A448E043814FD28EA448,1,OLE3584609748,RPAS SINGLE STUDENT HOUSING ADMIN,80,BL,O,6030000,801 N. JORDAN,(null),BLOOMINGTON,IN,47405,US,[980206000000-0500],(null),BA,HOUS,Y,N,9530600,9530600,BA,BA
BA,AHDU,014F3DAF7565A448E043814FD28EA448,1,OLE6219307217,ASSEMBLY HALL DUPLICATING CENTER,80,BL,O,6042704,BRYAN 100,(null),BLOOMINGTON,IN,47405,US,[930701000000-0400],[010810000000-0400],BA,CODS,N,N,9542704,9520000,BA,BA
BA,APTS,014F3DAF7566A448E043814FD28EA448,1,OLE3584609748,APARTMENT HOUSING,80,BL,N,6030700,801 N. JORDAN,(null),BLOOMINGTON,IN,47405,US,[990329000000-0400],(null),BA,HALL,Y,N,9520080,9520000,BL,BL
BA,ASBR,014F3DAF7567A448E043814FD28EA448,1,OLE3570803537,GRAD WOMEN!S RES BLDG REPAIR,80,BL,N,9243201,801 N JORDAN,(null),BLOOMINGTON,IN,47405,US,[940801000000-0400],[000404000000-0400],BA,HALL,N,N,9530500,9530500,BA,BA
BA,ASDR,014F3DAF7568A448E043814FD28EA448,1,OLE3584609748,ASHTON DINING ROOM,80,BL,N,6030534,801 N. JORDAN,(null),BLOOMINGTON,IN,47405,US,[990329000000-0400],[030703000000-0400],BA,CAFE,N,N,9530534,9530534,BA,BA
BA,ASER,014F3DAF7569A448E043814FD28EA448,1,OLE3570803537,GRAD RES CT EQUIP REPL,80,BL,N,9243220,801 N JORDAN,(null),BLOOMINGTON,IN,47405,US,[940801000000-0400],[980211000000-0500],BA,HALL,N,N,9530500,9530500,BA,BA
BA,ASGE,014F3DAF756AA448E043814FD28EA448,1,OLE3584609748,RPAS ASSIGNMENTS,80,BL,O,6030000,801 N JORDAN,(null),BLOOMINGTON,IN,47405,US,[991001000000-0400],(null),BA,CAGE,Y,N,9530035,9530035,BA,BA
BA,ASSH,014F3DAF756BA448E043814FD28EA448,1,OLE3584609748,ASHTON - EAST,80,BL,N,6032000,801 N. JORDAN,(null),BLOOMINGTON,IN,47405,US,[940801000000-0400],(null),BA,ACSH,Y,N,9532000,9532000,BA,BA
BA,ASSP,014F3DAF756CA448E043814FD28EA448,1,OLE3570803537,ASHTON SALAD PREP,80,BL,O,6030535,80L N. JORDAN,(null),BLOOMINGTON,IN,47405,US,[960319000000-0400],[980209000000-0500],BA,CAFE,N,N,9530500,9530500,BA,BA
BA,AUTM,014F3DAF756DA448E043814FD28EA448,1,OLE5949304259,AUDITORIUM,80,BL,E,6041400,IMU,(null),BLOOMINGTON,IN,47405,US,[930701000000-0400],(null),BA,IMAU,Y,N,9541400,9520000,BA,BL
BA,AWSH,014F3DAF756EA448E043814FD28EA448,1,OLE3584609748,ASHTON - WEST,80,BL,O,6030533,801 N. JORDAN,(null),BLOOMINGTON,IN,47405,US,[980220000000-0500],(null),BA,ACSH,Y,N,9530500,9530500,BA,BA
BA,AXOP,014F3DAF756FA448E043814FD28EA448,1,OLE4075208273,ADMIN SERVICES AND PROGRAMS OPERATIONS,80,BL,O,6021000,801 N. JORDAN AVE.,(null),BLOOMINGTON,IN,47405,US,[970814000000-0400],(null),BL,AXSV,Y,N,9520080,9520000,BL,BL
BA,BBAH,014F3DAF7570A448E043814FD28EA448,1,OLE3584609748,BBHN MARRIED STUDENT APTS 2,80,BL,N,6033000,801 N JORDAN,(null),BLOOMINGTON,IN,47405,US,[990329000000-0400],(null),BA,APTS,Y,N,9533000,9533000,BA,BA
BA,BBBR,014F3DAF7571A448E043814FD28EA448,1,OLE3570803537,BBHN BLDG REPAIR,80,BL,N,9243301,801 N JORDAN,(null),BLOOMINGTON,IN,47405,US,[940801000000-0400],[980211000000-0500],BA,HALL,N,N,9533000,9533000,BA,BA
BA,BBER,014F3DAF7572A448E043814FD28EA448,1,OLE3570803537,BBHN EQUIP REPL,80,BL,N,9243300,801 N JORDAN,(null),BLOOMINGTON,IN,47405,US,[940801000000-0400],[980211000000-0500],BA,HALL,N,N,9533000,9533000,BA,BA
BA,BCD,014F3DAF8000A448E043814FD28EA448,1,OLE5653408083,BOOKSTORE/CARD/DUP,80,BL,O,6020500,10TH AND BYPASS,(null),BLOOMINGTON,IN,47405,US,[010907000000-0400],[010907000000-0400],BA,AXOP,N,N,(null),(null),(null),(null)
BA,BHDR,014F3DAF8155A448E043814FD28EA448,1,OLE3584609748,BALLANTINE HALL DINING ROOM,80,BL,N,6033540,801 N JORDAN,(null),BLOOMINGTON,IN,47405,US,[030903000000-0400],(null),BA,CAFE,Y,N,9533540,9533540,BA,BA
BA,BHDU,014F3DAF7573A448E043814FD28EA448,1,OLE5653408083,BALLANTINE HALL DUPLICATING CENTER,80,BL,O,6622502,10TH ~ BYPASS,(null),BLOOMINGTON,IN,47405,US,[010815000000-0400],[010815000000-0400],BA,DSER,N,N,(null),(null),(null),(null)
BA,BKAD,014F3DAF8051A448E043814FD28EA448,1,OLE5653408083,B/SS ADMINISTRATION,80,BL,O,6020500,2715 E. 10TH STREET,(null),BLOOMINGTON,IN,47405,US,[010807000000-0400],(null),BA,BKST,Y,N,9520400,9520400,BA,BA
BA,BKST,014F3DAF8046A448E043814FD28EA448,1,OLE5653408083,IU BOOKSTORE ~ SERVICE CENTER,80,BL,O,6020500,2715 E. TENTH STREET,(null),BLOOMINGTON,IN,47405,US,[020712000000-0400],(null),BA,AXOP,Y,N,9520500,9520500,BA,BA
BA,BLDM,014F3DAF7574A448E043814FD28EA448,1,OLE4640605151,BUILDING MAINTENANCE,82,BL,O,(null),SERVICE,(null),BLOOMINGTON,IN,47405,US,[930701000000-0400],(null),BA,PHYP,Y,N,9526000,9520000,BA,BL
BA,BOOK,014F3DAF7575A448E043814FD28EA448,1,OLE5653408083,BOOKSTORE OPERATIONS,80,BL,B,6020500,IMU,(null),BLOOMINGTON,IN,47405,US,[020124000000-0500],(null),BA,BKST,Y,N,9520500,9520500,BA,BA
BA,BRAD,014F3DAF7576A448E043814FD28EA448,1,OLE5009908085,BRADFORD WOODS,28,BL,E,6042200,5040 SR 67 NORTH,(null),MARTINSVILLE,IN,46151,US,[930701000000-0400],(null),BL,RPAD,Y,N,9542200,9542200,BA,BA
BA,BRBR,014F3DAF7577A448E043814FD28EA448,1,OLE3570803537,BRISCOE QUAD BLDG REPAIR,80,BL,N,9243251,801 N JORDAN,(null),BLOOMINGTON,IN,47405,US,[940801000000-0400],[980211000000-0500],BA,HALL,N,N,9532500,9532500,BA,BA
BA,BRDR,014F3DAF7578A448E043814FD28EA448,1,OLE4075208273,BRISCOE QUAD DINING ROOM,80,BL,N,6032529,801 N JORDAN,(null),BLOOMINGTON,IN,47405,US,[990329000000-0400],[021015000000-0400],BA,CAFE,N,N,9532529,9532529,BA,BA
BA,BRER,014F3DAF7579A448E043814FD28EA448,1,OLE3570803537,BRISCOE QUAD EQUIP REPL,80,BL,N,9243250,801 N JORDAN,(null),BLOOMINGTON,IN,47405,US,[940801000000-0400],[980211000000-0500],BA,HALL,N,N,9532500,9532500,BA,BA
BA,BRFD,014F3DAF757AA448E043814FD28EA448,1,OLE3584609748,RPAS CENTRAL FOOD PROD AT BRISCOE,80,BL,O,6030000,801 N. JORDAN,(null),BLOOMINGTON,IN,47405,US,[980206000000-0500],[030703000000-0400],BA,CNFD,N,N,9542505,9542505,BA,BA
BA,BRSB,014F3DAF757BA448E043814FD28EA448,1,OLE3570803537,BRISCOE SNACK BAR,80,BL,O,6032530,80L N. JORDAN,(null),BLOOMINGTON,IN,47405,US,[960319000000-0400],[980209000000-0500],BA,CAFE,N,N,9532500,9532500,BA,BA
BA,BRSH,014F3DAF757CA448E043814FD28EA448,1,OLE3584609748,BRISCOE QUAD RESIDENCE,80,BL,N,6032528,801 N JORDAN,(null),BLOOMINGTON,IN,47405,US,[990329000000-0400],(null),BA,HOUS,Y,N,9532528,9532528,BA,BA
BA,BUDG,014F3DAF757DA448E043814FD28EA448,1,OLE2802202597,BUDGET ~ FISCAL AFFAIRS,80,BL,R,6020000,BRYAN 100,(null),BLOOMINGTON,IN,47405,US,[930701000000-0400],(null),BL,BL,Y,N,9520080,9520000,BL,BL
BA,BUFE,014F3DAF757EA448E043814FD28EA448,1,OLE4075208273,RPAS DINING SRVS CAFETERIA OPERATIONS,80,BL,O,6030534,801 N. JORDAN,(null),BLOOMINGTON,IN,47405,US,[980206000000-0500],[000428000000-0400],BA,CAFE,N,N,(null),(null),(null),(null)
BA,BUSS,014F3DAF757FA448E043814FD28EA448,1,OLE5598104606,CAMPUS BUS,80,BL,T,6042300,120 W.  GRIMES LANE,(null),BLOOMINGTON,IN,47405,US,[970424000000-0400],(null),BA,TRAN,Y,N,9542300,9542300,BA,BA
BA,BWAC,014F3DAF7580A448E043814FD28EA448,1,OLE3584609748,RPAS BRISCOE WELLNESS CENTER,80,BL,O,6047502,801 N. JORDAN,(null),BLOOMINGTON,IN,47405,US,[980206000000-0500],(null),BA,ACAC,Y,N,9547502,9547502,BA,BA
BA,CAFE,014F3DAF7581A448E043814FD28EA448,1,OLE3570803537,DINING HALLS,80,BL,N,6030534,80L N. JORDAN,(null),BLOOMINGTON,IN,47405,US,[950221000000-0500],(null),BA,HALL,Y,N,9530400,9530400,BA,BA
BA,CAGE,014F3DAF7582A448E043814FD28EA448,1,OLE3584609748,RPAS CENTRAL ADMINISTRATION,80,BL,O,6030000,801 N. JORDAN,(null),BLOOMINGTON,IN,47405,US,[980206000000-0500],(null),BA,CENT,Y,N,9530000,9530000,BA,BA
BA,CAMD,014F3DAF7583A448E043814FD28EA448,1,OLE4640605151,CAMPUS DIVISION,82,BL,O,(null),SERVICE,(null),BLOOMINGTON,IN,47405,US,[930701000000-0400],(null),BA,PHYP,Y,N,9526000,9520000,BA,BL
BA,CARD,014F3DAF7584A448E043814FD28EA448,1,OLE5653408083,CARD SERVICES,80,BL,S,6025300,10TH ~ BYPASS,(null),BLOOMINGTON,IN,47405,US,[011106000000-0500],(null),BA,ACSS,Y,N,9526200,9526200,BA,BA
BA,CARS,014F3DAF7585A448E043814FD28EA448,1,OLE5253907165,HALLS PARKING OPERATIONS,80,BL,O,6039600,80L N. JORDAN,(null),BLOOMINGTON,IN,47405,US,[960319000000-0400],[980211000000-0500],BA,MISC,N,N,9539600,9539600,BA,BA
BA,CCCC,014F3DAF8163A448E043814FD28EA448,1,OLE3584609748,CENTRAL ADMINISTRATION,80,BL,O,6030000,801 N. JORDAN AVE.,(null),BLOOMINGTON,IN,47405,US,[040112000000-0500],[040112000000-0500],BA,CAGE,N,N,9530000,9530000,BA,BA
BA,CENT,014F3DAF7586A448E043814FD28EA448,1,OLE3584609748,RPAS CENTRAL SUPPORT,80,BL,O,6030000,801 N. JORDAN,(null),BLOOMINGTON,IN,47405,US,[020715000000-0400],(null),BA,RPAS,Y,N,9530004,9530004,BA,BA
BA,CLER,014F3DAF7587A448E043814FD28EA448,1,OLE2802202597,CLEARING ACCOUNTS,80,BL,N,6840010,BRYAN 100,(null),BLOOMINGTON,IN,47405,US,[020830000000-0400],(null),BL,BL,Y,N,9520080,9520000,BL,BL
BA,CLSH,014F3DAF7588A448E043814FD28EA448,1,OLE4075208273,RALPH L COLLINS CENTER,80,BL,O,6030551,801 N. JORDAN AVE.,(null),BLOOMINGTON,IN,47405,US,[000407000000-0400],(null),BA,HOUS,Y,N,(null),(null),(null),(null)
BA,CMIC,014F3DAF7589A448E043814FD28EA448,1,OLE5653408083,MICROGRAPHICS,80,BL,O,6042704,10TH ~ BYPASS,(null),BLOOMINGTON,IN,47405,US,[930701000000-0400],[010810000000-0400],BA,CODS,N,N,9542704,9520000,BA,BA
BA,CMOR,014F3DAF758AA448E043814FD28EA448,1,OLE5653408083,COPIES AND MORE,80,BL,O,6042702,10TH ~ BYPASS,(null),BLOOMINGTON,IN,47405,US,[930701000000-0400],[010810000000-0400],BA,CODS,N,N,9542702,9520000,BA,BA
BA,CMST,014F3DAF758BA448E043814FD28EA448,1,OLE1224705693,CHEMISTRY SCIENTIFIC STORES,4,BL,O,(null),CHEMISTRY 111,(null),BLOOMINGTON,IN,47405,US,[930701000000-0400],[001031000000-0500],BL,CHEM,N,N,9520004,9520000,BL,BL
BA,CNFD,014F3DAF758CA448E043814FD28EA448,1,OLE4075208273,RPAS CENTRAL FOOD PRODUCTION,80,BL,O,6042500,801 N. JORDAN,(null),BLOOMINGTON,IN,47405,US,[980206000000-0500],(null),BA,RPAS,Y,N,(null),(null),(null),(null)
BA,CNFS,014F3DAF80B0A448E043814FD28EA448,1,OLE3584609748,RPAS CONFERENCES,80,BL,O,6030055,801 N JORDAN,(null),BLOOMINGTON,IN,47405,US,[020701000000-0400],(null),BA,CAGE,Y,N,9530035,9530035,BA,BA
