FIN_COA_CD,ACCOUNT_NBR,OBJ_ID,VER_NBR,ACCOUNT_NM,ACCT_FSC_OFC_UID,ACCT_SPVSR_UNVL_ID,ACCT_MGR_UNVL_ID,ORG_CD,ACCT_TYP_CD,ACCT_PHYS_CMP_CD,SUB_FUND_GRP_CD,ACCT_FRNG_BNFT_CD,FIN_HGH_ED_FUNC_CD,ACCT_RSTRC_STAT_CD,ACCT_RSTRC_STAT_DT,ACCT_CITY_NM,ACCT_STATE_CD,ACCT_STREET_ADDR,ACCT_ZIP_CD,RPTS_TO_FIN_COA_CD,RPTS_TO_ACCT_NBR,ACCT_CREATE_DT,ACCT_EFFECT_DT,ACCT_EXPIRATION_DT,CONT_FIN_COA_CD,CONT_ACCOUNT_NBR,ENDOW_FIN_COA_CD,ENDOW_ACCOUNT_NBR,CONTR_CTRL_FCOA_CD,CONTR_CTRLACCT_NBR,INCOME_FIN_COA_CD,INCOME_ACCOUNT_NBR,ACCT_ICR_TYP_CD,AC_CSTM_ICREXCL_CD,FIN_SERIES_ID,ICR_FIN_COA_CD,ICR_ACCOUNT_NBR,ACCT_IN_FP_CD,BDGT_REC_LVL_CD,ACCT_SF_CD,ACCT_PND_SF_CD,FIN_EXT_ENC_SF_CD,FIN_INT_ENC_SF_CD,FIN_PRE_ENC_SF_CD,FIN_OBJ_PRSCTRL_CD,CG_CFDA_NBR,ACCT_OFF_CMP_IND,ACCT_CLOSED_IND
BL,2231409,014C92B069E5A16EE043814FD881A16E,1,RES - BOWDLE - PSYCH,OLE4318506633,OLE3889504703,OLE4318506633,PSY,NA,BL,DFRES,Y,IPR,U,(null),BLOOMINGTON,IN,PSYCHOLOGY 120,47405,(null),(null),[990121000000-0500],[990121000000-0500],(null),BL,2331489,(null),(null),(null),(null),BL,1023287,(null),(null),(null),(null),(null),N,O,H,Y,N,N,N,N,(null),N,N
BL,2231410,014C92B069E6A16EE043814FD881A16E,1,PSYCHOLOGY UNDERGRADUATE RESEARCH,OLE4318506633,OLE3889504703,OLE1793008100,PSY,NA,BL,DFRES,Y,IPR,U,(null),BLOOMINGTON,IN,PSYCHOLOGY,47405,(null),(null),[961017000000-0400],[961017000000-0400],[990308000000-0500],BL,2331489,(null),(null),(null),(null),BL,1023287,(null),(null),(null),(null),(null),N,O,H,Y,N,N,N,N,(null),N,N
BL,2231411,014C92B069E7A16EE043814FD881A16E,1,FAC RES - ESTES - PSY,OLE4318506633,OLE3889504703,OLE4318506633,PSY,NA,BL,DFRES,Y,IPR,U,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405,(null),(null),[990716000000-0400],[990716000000-0400],(null),BL,2331489,(null),(null),(null),(null),BL,1023287,(null),(null),(null),(null),(null),N,O,H,Y,N,N,N,N,(null),N,N
BL,2231412,014C92B069E8A16EE043814FD881A16E,1,HOLTZWORTH-MUNROE A FAC RES,OLE4318506633,OLE3889504703,OLE4318506633,PSY,NA,BL,DFRES,Y,IPR,U,(null),BLOOMINGTON,IN,Psychology,47405-1301,IU,(null),[921209000000-0500],[921209000000-0500],(null),BL,2331489,(null),(null),(null),(null),BL,1023287,(null),(null),(null),(null),(null),N,O,H,Y,N,N,N,N,(null),N,N
BL,2231413,014C92B069E9A16EE043814FD881A16E,1,PSYCHOLOGY MINORITY RESEARCH,OLE1793008100,OLE3889504703,OLE6110703327,PSY,NA,BL,DFRES,Y,IPR,U,(null),BLOOMINGTON,IN,PSYCHOLOGY,47405-1301,(null),(null),[900101000000-0500],[900101000000-0500],[980316000000-0500],BL,1031499,(null),(null),(null),(null),BL,1023287,(null),(null),(null),(null),(null),N,C,C,Y,N,N,N,N,(null),N,Y
BL,2231414,014C92B069EAA16EE043814FD881A16E,1,COHEN-FAC RES-PSYCHOLOGY,OLE3889504703,OLE3792801722,(null),PSY,NA,BL,DFRES,N,IPR,U,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,UA,6612160,[920619000000-0400],[920619000000-0400],[960115000000-0500],BL,1031499,(null),(null),(null),(null),BL,1023287,(null),(null),(null),(null),(null),N,O,N,N,N,N,N,N,(null),N,Y
BL,2231415,014C92B069EBA16EE043814FD881A16E,1,CRAIG-RIP-PSYCHOLOGY,OLE4318506633,OLE3889504703,OLE4318506633,PSY,NA,BL,DFRES,Y,IPR,U,(null),BLOOMINGTON,IN,Psychology,47405-1301,IU,(null),[921209000000-0500],[921209000000-0500],(null),BL,2331489,(null),(null),(null),(null),BL,1023287,(null),(null),(null),(null),(null),N,O,A,Y,N,N,N,N,(null),N,N
BL,2231416,014C92B069ECA16EE043814FD881A16E,1,FAC RES - FROMMER - PSYCHOLOGY,OLE4318506633,OLE3889504703,OLE4318506633,PSY,NA,BL,DFRES,Y,IPR,U,(null),BLOOMINGTON,IN,Psychology,47405-1301,IU,(null),[920619000000-0400],[920619000000-0400],(null),BL,2331489,(null),(null),(null),(null),BL,1023287,(null),(null),(null),(null),(null),N,O,H,Y,N,N,N,N,(null),N,N
BA,6044900,014C92B069D1A16EE043814FD881A16E,1,PARKING OPERATION,OLE3771403079,OLE4219606069,OLE3771403079,PARK,RA,BL,AUXENT,Y,AUX,U,(null),BLOOMINGTON,IN,Franklin Hall 006,47405,BL,(null),[760701000000-0400],[760701000000-0400],(null),(null),(null),(null),(null),(null),(null),BA,6044900,(null),(null),(null),(null),(null),N,O,N,N,N,N,N,N,(null),N,N
BA,6044901,014C92B069D2A16EE043814FD881A16E,1,PARKING OPERATION SUB,OLE3771403079,OLE4219606069,OLE3771403079,PARK,RA,BL,AUXENT,Y,AUX,U,(null),BLOOMINGTON,IN,FRANKLIN HALL 006,47405,BA,6044900,[760701000000-0400],[760701000000-0400],[990301000000-0500],BA,6044900,(null),(null),(null),(null),BA,6044901,(null),(null),(null),(null),(null),N,O,N,N,N,N,N,N,(null),N,Y
BA,6044906,014C92B069D3A16EE043814FD881A16E,1,PARKING OPERATION ENFORCE,OLE3771403079,OLE4219606069,OLE3771403079,PARK,RA,BL,AUXENT,Y,AUX,U,(null),BLOOMINGTON,IN,Franklin Hall 006,47405,BL,(null),[780915000000-0400],[780915000000-0400],(null),(null),(null),(null),(null),(null),(null),BA,6044906,(null),(null),(null),(null),(null),N,O,N,N,N,N,N,N,(null),N,N
BA,6044909,014C92B069D4A16EE043814FD881A16E,1,PARKING-CAR POOL PROGRAM,OLE3771403079,OLE4219606069,OLE3771403079,PARK,RA,BL,AUXENT,Y,AUX,U,(null),BLOOMINGTON,IN,FRANKLIN HALL 006,47405,BL,(null),[931217000000-0500],[931117000000-0500],[040607000000-0400],BA,6044900,(null),(null),(null),(null),BA,6044909,(null),(null),(null),(null),(null),N,O,N,N,N,N,N,N,(null),N,Y
BA,6044913,014C92B069D5A16EE043814FD881A16E,1,PARKING-4TH AND DUNN,OLE3771403079,OLE4219606069,OLE3771403079,PARK,RA,BL,AUXENT,Y,AUX,U,(null),BLOOMINGTON,IN,FRANKLIN HALL 006,47405,BL,(null),[910723000000-0400],[910723000000-0400],(null),(null),(null),(null),(null),(null),(null),BA,6044913,(null),(null),(null),(null),(null),N,O,N,N,N,N,N,N,(null),N,N
BA,9012025,014C92B06C07A16EE043814FD881A16E,1,BAND PRACTICE PARKING LOT IMPROVE,OLE6090605470,OLE3895100501,OLE6090605470,PARK,NA,BL,PFCMR,Y,NA,U,(null),BLOOMINGTON,IN,CARMICHAEL CENTER,47408,(null),(null),[030516000000-0400],[030516000000-0400],(null),(null),(null),(null),(null),(null),(null),BA,9012025,(null),(null),(null),(null),(null),N,O,N,N,N,N,N,N,(null),N,N
BA,9019993,014C92B06C41A16EE043814FD881A16E,1,EIGENMAN HALL PARKING GARAGE,OLE6090605470,OLE3895100501,OLE6090605470,PARK,NA,BL,PFCMR,Y,NA,N,(null),BLOOMINGTON,IN,CARMICHAEL CENTER,47408,(null),(null),[050128000000-0500],[050128000000-0500],(null),(null),(null),(null),(null),(null),(null),BA,9019993,(null),(null),(null),(null),(null),N,O,N,N,N,N,N,N,(null),N,N
BA,9019995,014C92B06C22A16EE043814FD881A16E,1,ASSEMBLY HALL SOUTH PARKING LOT,OLE6090605470,OLE3895100501,OLE6090605470,PARK,NA,BL,PFCMR,Y,NA,U,(null),BLOOMINGTON,IN,CARMICHAEL CENTER,47408,(null),(null),[040212000000-0500],[040212000000-0500],(null),(null),(null),(null),(null),(null),(null),BA,9019995,(null),(null),(null),(null),(null),N,O,N,N,N,N,N,N,(null),N,N
BA,9019996,014C92B06C08A16EE043814FD881A16E,1,ALUMNI PARKING AREA IMPROVEMENTS,OLE6090605470,OLE3895100501,OLE6090605470,PARK,NA,BL,PFCMR,Y,NA,U,(null),BLOOMINGTON,IN,CARMICHAEL CENTER,47408,(null),(null),[030612000000-0400],[030612000000-0400],(null),(null),(null),(null),(null),(null),(null),BA,9019996,(null),(null),(null),(null),(null),N,O,N,N,N,N,N,N,(null),N,N
BA,9020174,014C92B06BF6A16EE043814FD881A16E,1,CAMPUS PARKING LOTS RESTORATION,OLE6090605470,OLE3895100501,OLE6090605470,PARK,NA,BL,PFCMR,Y,NA,U,(null),BLOOMINGTON,IN,CARMICHAEL CENTER,47408,(null),(null),[021216000000-0500],[021216000000-0500],(null),(null),(null),(null),(null),(null),(null),BA,9020174,(null),(null),(null),(null),(null),N,O,N,N,N,N,N,N,(null),N,N
BA,9020175,014C92B06BF7A16EE043814FD881A16E,1,CAMPUS PARKING LOTS RESURFACE,OLE6090605470,OLE3895100501,OLE6090605470,PARK,NA,BL,PFCMR,Y,NA,U,(null),BLOOMINGTON,IN,CARMICHAEL CENTER,47408,(null),(null),[021216000000-0500],[021216000000-0500],(null),(null),(null),(null),(null),(null),(null),BA,9020175,(null),(null),(null),(null),(null),N,O,N,N,N,N,N,N,(null),N,N
BA,9020204,014C92B06C2AA16EE043814FD881A16E,1,CAMPUS PARK LOT IMPROVEMENT 2004,OLE6090605470,OLE3895100501,OLE6090605470,PARK,NA,BL,PFCMR,Y,NA,U,(null),BLOOMINGTON,IN,CARMICHAEL CENTER,47408,(null),(null),[040414000000-0400],[040414000000-0400],(null),(null),(null),(null),(null),(null),(null),BA,9020204,(null),(null),(null),(null),(null),N,O,N,N,N,N,N,N,(null),N,N
BA,9020224,014C92B06BBDA16EE043814FD881A16E,1,EIGENMANN PARKING LOT IMPROVEMENTS,OLE6090605470,OLE3895100501,OLE6090605470,PARK,NA,BL,PFCMR,Y,NA,U,(null),BLOOMINGTON,IN,CARMICHAEL CENTER,47408,(null),(null),[001127000000-0500],[001127000000-0500],(null),(null),(null),(null),(null),(null),(null),BA,9020224,(null),(null),(null),(null),(null),N,O,N,N,N,N,N,N,(null),N,N
BA,9020391,014C92B06BEAA16EE043814FD881A16E,1,HENDERSON PARKING GARAGE,OLE6090605470,OLE3895100501,OLE6090605470,PARK,NA,BL,PFCMR,Y,NA,U,(null),BLOOMINGTON,IN,CARMICHAEL CENTER,47408,(null),(null),[020422000000-0400],[020422000000-0400],(null),(null),(null),(null),(null),(null),(null),BA,9020391,(null),(null),(null),(null),(null),N,O,N,N,N,N,N,N,(null),N,N
BA,9020650,014C92B06BE3A16EE043814FD881A16E,1,PURPLE LOT PAVE/REINFORCE,OLE6090605470,OLE3895100501,OLE6090605470,PARK,NA,BL,PFCMR,Y,NA,U,(null),BLOOMINGTON,IN,CARMICHAEL CENTER,47408,(null),(null),[020415000000-0400],[020415000000-0400],(null),(null),(null),(null),(null),(null),(null),BA,9020650,(null),(null),(null),(null),(null),N,O,N,N,N,N,N,N,(null),N,N
BA,9020805,014C92B06BE2A16EE043814FD881A16E,1,COAT/RESTRIPE THREE PARKING LOTS,OLE6090605470,OLE3895100501,OLE6090605470,PARK,NA,BL,PFCMR,Y,NA,U,(null),BLOOMINGTON,IN,CARMICHAEL CENTER,47408,(null),(null),[020415000000-0400],[020415000000-0400],(null),(null),(null),(null),(null),(null),(null),BA,9020805,(null),(null),(null),(null),(null),N,O,N,N,N,N,N,N,(null),N,N
BA,9020857,014C92B06BE4A16EE043814FD881A16E,1,THEATRE ANNEX PARKING LOT IMPROVE,OLE6090605470,OLE3895100501,OLE6090605470,PARK,NA,BL,PFCMR,Y,NA,U,(null),BLOOMINGTON,IN,CARMICHAEL CENTER,47408,(null),(null),[020415000000-0400],[020415000000-0400],(null),(null),(null),(null),(null),(null),(null),BA,9020857,(null),(null),(null),(null),(null),N,N,N,N,N,N,N,N,(null),N,N
BA,9020860,014C92B06BF1A16EE043814FD881A16E,1,TENTH ST AND LAW LANE PARK GARAGE,OLE6090605470,OLE3895100501,OLE6090605470,PARK,NA,BL,PFCMR,Y,NA,U,(null),BLOOMINGTON,IN,CARMICHAEL CENTER,47408,(null),(null),[020812000000-0400],[020812000000-0400],(null),(null),(null),(null),(null),(null),(null),BA,9020860,(null),(null),(null),(null),(null),N,O,N,N,N,N,N,N,(null),N,N
BA,9021004,014C92B06C32A16EE043814FD881A16E,1,VARIOUS PARK LOTS STRIPE/CURB REP,OLE6090605470,OLE3895100501,OLE6090605470,PARK,NA,BL,PFCMR,Y,NA,U,(null),BLOOMINGTON,IN,CARMICHAEL CENTER,47408,(null),(null),[040806000000-0400],[040806000000-0400],(null),(null),(null),(null),(null),(null),(null),BA,9021004,(null),(null),(null),(null),(null),N,O,N,N,N,N,N,N,(null),N,N
BA,9021104,014C92B06BBEA16EE043814FD881A16E,1,REC SPORTS & BELL TOWER PARK LOT,OLE6090605470,OLE3895100501,OLE6090605470,PARK,NA,BL,PFCMR,Y,NA,U,(null),BLOOMINGTON,IN,CARMICHAEL CENTER,47408,(null),(null),[001127000000-0500],[001127000000-0500],(null),(null),(null),(null),(null),(null),(null),BA,9021104,(null),(null),(null),(null),(null),N,O,N,N,N,N,N,N,(null),N,N
BA,9120656,014C92B069D6A16EE043814FD881A16E,1,IU FACILITY REVENUE BONDS 94,OLE5359205388,OLE5557907664,OLE2367402565,PARK,NA,BL,PFRI,N,NA,U,(null),BLOOMINGTON,IN,POPLARS 236,47405,UA,6612160,[960426000000-0400],[960426000000-0400],(null),(null),(null),(null),(null),(null),(null),BA,9120656,(null),(null),(null),(null),(null),N,N,N,N,N,N,N,N,(null),N,N
BA,9120657,014C92B06BBFA16EE043814FD881A16E,1,IU FACILITY REVENUE BONDS 2000,OLE5359205388,OLE5557907664,OLE2367402565,PARK,NA,BL,PFRI,N,NA,U,(null),BLOOMINGTON,IN,POPLARS 236,47405,UA,6612160,[001213000000-0500],[001213000000-0500],(null),(null),(null),(null),(null),(null),(null),BA,9120656,(null),(null),(null),(null),(null),N,O,N,N,N,N,N,N,(null),N,N
BA,9244901,014C92B069D7A16EE043814FD881A16E,1,PARKING DEBT SERVICE COVERAGE RESERVE,OLE3771403079,OLE4219606069,OLE3771403079,PARK,NA,BL,PFRR,N,NA,U,(null),BLOOMINGTON,IN,FRANKLIN HALL 006,47405,UA,6612160,[870827000000-0400],[870827000000-0400],(null),(null),(null),(null),(null),(null),(null),BA,9244901,(null),(null),(null),(null),(null),N,N,N,N,N,N,N,N,(null),N,N
BA,9244940,014C92B06BD8A16EE043814FD881A16E,1,PARKING LOT MAINT AND MAJOR REPAIR,OLE3771403079,OLE4219606069,OLE3771403079,PARK,NA,BL,PFRR,N,NA,U,(null),BLOOMINGTON,IN,FRANKLIN HALL 006,47405,BA,6044900,[010810000000-0400],[010810000000-0400],(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),N,N,N,N,N,N,N,N,(null),N,N
BA,9544900,014C92B069D8A16EE043814FD881A16E,1,NET PLANT INVESTMENT - PARKING OPERATION,OLE5273000148,OLE2891402154,OLE4219606069,PARK,NA,BL,PFIP,N,NA,U,(null),BLOOMINGTON,IN,POPLARS 537,47405,BA,6044900,[960321000000-0500],[960322000000-0500],(null),(null),(null),(null),(null),(null),(null),BA,9544900,(null),(null),(null),(null),(null),N,N,N,N,N,N,N,N,(null),N,N
BL,211101,1D5F9493A2509052E043814FD8819052,1,XXXXX - FAC RES - PSYCH,OLE4318506633,OLE3889504703,OLE4318506633,PSY,NA,BL,DFRES,Y,IPR,U,(null),BLOOMINGTON,IN,PSYCHOLOGY 120,47405,(null),(null),[990401000000-0500],[990401000000-0500],(null),BL,2331489,(null),(null),(null),(null),BL,1023287,(null),(null),(null),(null),(null),N,O,C,Y,N,N,N,N,(null),N,N
BL,211102,1D5F9493A2519052E043814FD8819052,1,XXXXX - FAC RES - PSYCH,OLE4318506633,OLE3889504703,OLE4318506633,PSY,NA,BL,DFRES,Y,IPR,U,(null),BLOOMINGTON,IN,PSYCHOLOGY 120,47405,(null),(null),[990401000000-0500],[990401000000-0500],(null),BL,2331489,(null),(null),(null),(null),BL,1023287,(null),(null),(null),(null),(null),N,O,C,Y,N,N,N,N,(null),N,N
BL,211103,1D5F9493A2529052E043814FD8819052,1,XXXXX - FAC RES - PSYCH,OLE4318506633,OLE3889504703,OLE4318506633,PSY,NA,BL,DFRES,Y,IPR,U,(null),BLOOMINGTON,IN,PSYCHOLOGY 120,47405,(null),(null),[990401000000-0500],[990401000000-0500],(null),BL,2331489,(null),(null),(null),(null),BL,1023287,(null),(null),(null),(null),(null),N,O,C,Y,N,N,N,N,(null),N,N
BL,211104,1D5F9493A2539052E043814FD8819052,1,XXXXX - FAC RES - PSYCH,OLE4318506633,OLE3889504703,OLE4318506633,PSY,NA,BL,DFRES,Y,IPR,U,(null),BLOOMINGTON,IN,PSYCHOLOGY 120,47405,(null),(null),[990401000000-0500],[990401000000-0500],(null),BL,2331489,(null),(null),(null),(null),BL,1023287,(null),(null),(null),(null),(null),N,O,C,Y,N,N,N,N,(null),N,N
