FIN_COA_CD,ACCOUNT_NBR,FDOC_TYP_CD,ACCT_DLGT_UNVL_ID,OBJ_ID,VER_NBR,FDOC_APRV_FROM_AMT,ACCT_DLGT_PRMRT_CD,ACCT_DLGT_ACTV_CD,ACCT_DLGT_START_DT,FDOC_APRV_TO_AMT
BA,9019995,OLE_IB,OLE5397206164,0393A3CC90D3A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9019995,OLE_ND,OLE5397206164,0393A3CC90D4A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9019995,OLE_PE,OLE5397206164,0393A3CC90D5A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9019995,OLE_SACC,OLE5397206164,0393A3CC90D6A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9019995,OLE_SOBJ,OLE5397206164,0393A3CC90D7A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9019995,OLE_ST,OLE5397206164,0393A3CC90D8A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9019995,OLE_TF,OLE5397206164,0393A3CC90D9A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9019996,OLE,OLE2966509283,0393A3CC8DF9A502E043814FD881A502,1,null,N,N,031017000000,null
BA,9019996,OLE,OLE5397206164,0393A3CC8DFAA502E043814FD881A502,1,null,N,N,030916000000,null
BA,9019996,OLE_AA,OLE5397206164,0393A3CC8F0DA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9019996,OLE_ACCT,OLE5397206164,0393A3CC8F06A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9019996,OLE_ADEL,OLE5397206164,0393A3CC8F07A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9019996,OLE_AR,OLE5397206164,0393A3CC8F0EA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9019996,OLE_AT,OLE5397206164,0393A3CC8F0FA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9019996,OLE_AV,OLE5397206164,0393A3CC8EFBA502E043814FD881A502,1,null,Y,Y,031017000000,null
BA,9019996,OLE_BA,OLE5397206164,0393A3CC8EFEA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9019996,OLE_BT,OLE5397206164,0393A3CC8F0BA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9019996,OLE_CRM,OLE5397206164,0393A3CC8F12A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9019996,OLE_DI,OLE5397206164,0393A3CC8F00A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9019996,OLE_DV,OLE5397206164,0393A3CC8EFFA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9019996,OLE_ELR,OLE5397206164,0393A3CC8F10A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9019996,OLE_FR,OLE5397206164,0393A3CC8F11A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9019996,OLE_GEC,OLE5397206164,0393A3CC8F01A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9019996,OLE_IB,OLE5397206164,0393A3CC8F02A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9019996,OLE_ND,OLE5397206164,0393A3CC8F03A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9019996,OLE_PE,OLE5397206164,0393A3CC8F04A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9019996,OLE_SACC,OLE5397206164,0393A3CC8F08A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9019996,OLE_SOBJ,OLE5397206164,0393A3CC8F09A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9019996,OLE_ST,OLE5397206164,0393A3CC8F0CA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9019996,OLE_TF,OLE5397206164,0393A3CC8F05A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020174,OLE,OLE2966509283,0393A3CC8D36A502E043814FD881A502,1,null,N,N,031017000000,null
BA,9020174,OLE,OLE5397206164,0393A3CC8D2EA502E043814FD881A502,1,null,N,N,030210000000,null
BA,9020174,OLE_AA,OLE5397206164,0393A3CC8EB5A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020174,OLE_ACCT,OLE5397206164,0393A3CC8EC4A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020174,OLE_ADEL,OLE5397206164,0393A3CC8EAFA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020174,OLE_AR,OLE5397206164,0393A3CC8EB6A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020174,OLE_AT,OLE5397206164,0393A3CC8EABA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020174,OLE_AV,OLE5397206164,0393A3CC8EB9A502E043814FD881A502,1,null,Y,Y,031017000000,null
BA,9020174,OLE_BA,OLE5397206164,0393A3CC8EBCA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020174,OLE_BT,OLE5397206164,0393A3CC8EB3A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020174,OLE_CRM,OLE5397206164,0393A3CC8EAEA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020174,OLE_DI,OLE5397206164,0393A3CC8EBEA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020174,OLE_DV,OLE5397206164,0393A3CC8EBDA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020174,OLE_ELR,OLE5397206164,0393A3CC8EACA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020174,OLE_FR,OLE5397206164,0393A3CC8EADA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020174,OLE_GEC,OLE5397206164,0393A3CC8EBFA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020174,OLE_IB,OLE5397206164,0393A3CC8EC0A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020174,OLE_ND,OLE5397206164,0393A3CC8EC1A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020174,OLE_PE,OLE5397206164,0393A3CC8EC2A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020174,OLE_SACC,OLE5397206164,0393A3CC8EB0A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020174,OLE_SOBJ,OLE5397206164,0393A3CC8EB1A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020174,OLE_ST,OLE5397206164,0393A3CC8EB4A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020174,OLE_TF,OLE5397206164,0393A3CC8EC3A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020175,OLE,OLE2966509283,0393A3CC8D37A502E043814FD881A502,1,null,N,N,031017000000,null
BA,9020175,OLE,OLE5397206164,0393A3CC8D31A502E043814FD881A502,1,null,N,N,030210000000,null
BA,9020175,OLE_AA,OLE5397206164,0393A3CC8ED9A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020175,OLE_ACCT,OLE5397206164,0393A3CC8ED2A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020175,OLE_ADEL,OLE5397206164,0393A3CC8ED3A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020175,OLE_AR,OLE5397206164,0393A3CC8EDAA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020175,OLE_AT,OLE5397206164,0393A3CC8EDBA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020175,OLE_AV,OLE5397206164,0393A3CC8EC7A502E043814FD881A502,1,null,Y,Y,031017000000,null
BA,9020175,OLE_BA,OLE5397206164,0393A3CC8ECAA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020175,OLE_BT,OLE5397206164,0393A3CC8ED7A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020175,OLE_CRM,OLE5397206164,0393A3CC8EDEA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020175,OLE_DI,OLE5397206164,0393A3CC8ECCA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020175,OLE_DV,OLE5397206164,0393A3CC8ECBA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020175,OLE_ELR,OLE5397206164,0393A3CC8EDCA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020175,OLE_FR,OLE5397206164,0393A3CC8EDDA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020175,OLE_GEC,OLE5397206164,0393A3CC8ECDA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020175,OLE_IB,OLE5397206164,0393A3CC8ECEA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020175,OLE_ND,OLE5397206164,0393A3CC8ECFA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020175,OLE_PE,OLE5397206164,0393A3CC8ED0A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020175,OLE_SACC,OLE5397206164,0393A3CC8ED4A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020175,OLE_SOBJ,OLE5397206164,0393A3CC8ED5A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020175,OLE_ST,OLE5397206164,0393A3CC8ED8A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020175,OLE_TF,OLE5397206164,0393A3CC8ED1A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020204,OLE_AA,OLE5397206164,0393A3CC90E0A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020204,OLE_ACCT,OLE5397206164,0393A3CC90E1A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020204,OLE_ADEL,OLE5397206164,0393A3CC90E2A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020204,OLE_AR,OLE5397206164,0393A3CC90E3A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020204,OLE_AT,OLE5397206164,0393A3CC90E4A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020204,OLE_AV,OLE5397206164,0393A3CC90E5A502E043814FD881A502,1,null,Y,Y,031017000000,null
BA,9020204,OLE_BA,OLE5397206164,0393A3CC90E6A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020204,OLE_BT,OLE5397206164,0393A3CC90E9A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020204,OLE_CRM,OLE5397206164,0393A3CC90EAA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020204,OLE_DI,OLE5397206164,0393A3CC90EBA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020204,OLE_DV,OLE5397206164,0393A3CC90ECA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020204,OLE_ELR,OLE5397206164,0393A3CC90EDA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020204,OLE_FR,OLE5397206164,0393A3CC90EFA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020204,OLE_GEC,OLE5397206164,0393A3CC90F0A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020204,OLE_IB,OLE5397206164,0393A3CC90F1A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020204,OLE_ND,OLE5397206164,0393A3CC90F2A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020204,OLE_PE,OLE5397206164,0393A3CC90F3A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020204,OLE_SACC,OLE5397206164,0393A3CC90F4A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020204,OLE_SOBJ,OLE5397206164,0393A3CC90F5A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020204,OLE_ST,OLE5397206164,0393A3CC90F6A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020204,OLE_TF,OLE5397206164,0393A3CC90F7A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020224,OLE,OLE2966509283,0393A3CC8D33A502E043814FD881A502,1,null,N,N,031017000000,null
BA,9020224,OLE,OLE5368508241,0393A3CC8C1AA502E043814FD881A502,1,null,N,N,001129000000,null
BA,9020391,OLE_SOBJ,OLE6090605470,0393A3CC8D19A502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020391,OLE_ST,OLE5397206164,0393A3CC8E8BA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020391,OLE_ST,OLE6090605470,0393A3CC8D1FA502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020391,OLE_TF,OLE5397206164,0393A3CC8E79A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020391,OLE_TF,OLE6090605470,0393A3CC8D15A502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020650,OLE,OLE2966509283,0393A3CC8D39A502E043814FD881A502,1,null,N,N,031017000000,null
BA,9020650,OLE,OLE5397206164,0393A3CC8CD2A502E043814FD881A502,1,null,N,N,030210000000,null
BA,9020650,OLE_AA,OLE5397206164,0393A3CC8E5FA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020650,OLE_ACCT,OLE5397206164,0393A3CC8E58A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020650,OLE_ACCT,OLE6090605470,0393A3CC8CDFA502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020650,OLE_ADEL,OLE5397206164,0393A3CC8E59A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020650,OLE_ADEL,OLE6090605470,0393A3CC8CE0A502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020650,OLE_AR,OLE5397206164,0393A3CC8E47A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020650,OLE_AR,OLE6090605470,0393A3CC8CEAA502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020650,OLE_AT,OLE5397206164,0393A3CC8E48A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020650,OLE_AT,OLE6090605470,0393A3CC8CEBA502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020650,OLE_AV,OLE5397206164,0393A3CC8E4DA502E043814FD881A502,1,null,Y,Y,031017000000,null
BA,9020650,OLE_AV,OLE6090605470,0393A3CC8CD4A502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020650,OLE_BA,OLE5397206164,0393A3CC8E50A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020650,OLE_BA,OLE6090605470,0393A3CC8CD6A502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020650,OLE_BT,OLE5397206164,0393A3CC8E5DA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020650,OLE_BT,OLE6090605470,0393A3CC8CE6A502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020650,OLE_CRM,OLE5397206164,0393A3CC8E4BA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020650,OLE_CRM,OLE6090605470,0393A3CC8CE9A502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020650,OLE_DI,OLE5397206164,0393A3CC8E52A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020650,OLE_DI,OLE6090605470,0393A3CC8CD8A502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020650,OLE_DV,OLE5397206164,0393A3CC8E51A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020650,OLE_DV,OLE6090605470,0393A3CC8CD7A502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020650,OLE_ELR,OLE5397206164,0393A3CC8E49A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020650,OLE_ELR,OLE6090605470,0393A3CC8CECA502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020650,OLE_FR,OLE5397206164,0393A3CC8E4AA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020650,OLE_FR,OLE6090605470,0393A3CC8CEDA502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020650,OLE_GEC,OLE5397206164,0393A3CC8E53A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020650,OLE_GEC,OLE6090605470,0393A3CC8CD9A502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020650,OLE_IB,OLE5397206164,0393A3CC8E54A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020650,OLE_IB,OLE6090605470,0393A3CC8CDAA502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020650,OLE_ND,OLE5397206164,0393A3CC8E55A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020650,OLE_ND,OLE6090605470,0393A3CC8CDBA502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020650,OLE_PCDO,OLE6090605470,0393A3CC8CDDA502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020650,OLE_PE,OLE5397206164,0393A3CC8E56A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020650,OLE_PE,OLE6090605470,0393A3CC8CDCA502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020650,OLE_SACC,OLE5397206164,0393A3CC8E5AA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020650,OLE_SACC,OLE6090605470,0393A3CC8CE1A502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020650,OLE_SOBJ,OLE5397206164,0393A3CC8E5BA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020650,OLE_SOBJ,OLE6090605470,0393A3CC8CE2A502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020650,OLE_ST,OLE5397206164,0393A3CC8E5EA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020650,OLE_ST,OLE6090605470,0393A3CC8CE8A502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020650,OLE_TF,OLE5397206164,0393A3CC8E57A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020650,OLE_TF,OLE6090605470,0393A3CC8CDEA502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020805,OLE,OLE2966509283,0393A3CC8D38A502E043814FD881A502,1,null,N,N,031017000000,null
BA,9020805,OLE,OLE5397206164,0393A3CC8CB6A502E043814FD881A502,1,null,N,N,030210000000,null
BA,9020805,OLE_AA,OLE5397206164,0393A3CC8E30A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020805,OLE_ACCT,OLE5397206164,0393A3CC8E34A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020805,OLE_ACCT,OLE6090605470,0393A3CC8CC3A502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020805,OLE_ADEL,OLE5397206164,0393A3CC8E35A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020805,OLE_ADEL,OLE6090605470,0393A3CC8CC4A502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020805,OLE_AR,OLE5397206164,0393A3CC8E31A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020805,OLE_AR,OLE6090605470,0393A3CC8CCEA502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020805,OLE_AT,OLE5397206164,0393A3CC8E43A502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020805,OLE_AT,OLE6090605470,0393A3CC8CCFA502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020805,OLE_AV,OLE5397206164,0393A3CC8E3AA502E043814FD881A502,1,null,Y,Y,031017000000,null
BA,9020805,OLE_AV,OLE6090605470,0393A3CC8CB8A502E043814FD881A502,1,null,Y,N,021003000000,null
BA,9020805,OLE_BA,OLE5397206164,0393A3CC8E3DA502E043814FD881A502,1,null,N,Y,031017000000,null
BA,9020805,OLE_BA,OLE6090605470,0393A3CC8CBAA502E043814FD881A502,1,null,Y,N,021003000000,null
