UNIV_FISCAL_YR,FIN_COA_CD,ORG_CD,ORG_RVRSN_CTGRY_CD,OBJ_ID,VER_NBR,ORG_RVRSN_CD,ORG_RVRSN_OBJ_CD,ACTV_IND
2009,EA,ADFA,C11,A86AC321-F5C8-5CFA-2851-8CDA7E57D249,2,R2,1800,Y
2009,EA,ADMS,C01,3B3E780C-547E-1A5A-531D-C1328F513AE3,2,R2,3000,Y
2009,EA,ADMS,C03,E138FF25-669B-6833-0CCF-BDFEDDCEB7BC,2,R2,5880,Y
2009,EA,ADMS,C04,E8D46F23-3129-169D-C740-8FC746D099C8,2,R1,7000,Y
2009,EA,ADMS,C05,741FC9AB-7A46-55F2-4545-1D9D11B17E9E,2,R2,7900,Y
2009,EA,ADMS,C06,D3CA7E15-0291-9692-975A-BF90FD6BFC9E,2,R2,9900,Y
2009,EA,ADMS,C07,20192BE2-0A3B-2987-0707-21AE903DD91E,2,R2,9915,Y
2009,EA,ADMS,C08,5888F34B-F563-92EC-1AB2-3B4601AAA5CB,2,R1,6000,Y
2009,EA,ADMS,C09,DD3A7B59-C2A3-D6AF-AF1E-F969703CF45F,2,R1,5000,Y
2009,EA,ADMS,C10,2CCD44D2-990B-209B-7903-06D2AAC03879,2,R2,7900,Y
2009,EA,ADMS,C11,0E8A1D6F-0B9A-011A-A8EA-7490259C6797,2,R2,1800,Y
2009,EA,BEST,C01,7F63E2FD-CE86-E279-4B11-CC747A9B356F,2,R2,3000,Y
2009,EA,BEST,C03,20831895-9F03-F7D1-3D46-CD21F9DCBA6A,2,R2,5880,Y
2009,EA,BEST,C04,7CAC3351-69D1-5FC8-CA96-07AC12672BAD,2,R1,7000,Y
2009,EA,BEST,C05,8EBB087D-B911-5AFD-C908-712FBAFAF733,2,R2,7900,Y
2009,EA,BEST,C06,DB2D01F0-0FE5-5930-B992-F209D1E60650,2,R2,9900,Y
2009,EA,BEST,C07,E0CA52F7-59ED-2CB2-3FC3-8871E8950952,2,R2,9915,Y
2009,EA,BEST,C08,014D9A71-92D7-0DF0-F52F-0DBF8994A724,2,R1,6000,Y
2009,EA,BEST,C09,E7DFD6E1-0957-63EE-CB92-BCD7FEE9976E,2,R1,5000,Y
2009,EA,BEST,C10,7996E280-E687-1CD1-5CC9-254FF010E3A2,2,R2,5000,Y
2009,EA,BEST,C11,E7AABBA8-748E-FCBC-E146-EA329B140F24,2,R2,1800,Y
2009,EA,BOOK,C01,CD866815-E820-D742-906B-DD165869288C,2,N2,3000,Y
2009,EA,BOOK,C04,5F718E0E-BF44-EC35-E069-1C3767C31B4C,2,N1,7000,Y
2009,EA,BOOK,C05,0408825C-8579-8E08-67E0-14CA8CB419CC,2,N1,7900,Y
2009,EA,BOOK,C06,17EC6997-8A1A-502E-E969-42B032FA1312,2,N1,9900,Y
2009,EA,BOOK,C07,1ADAE041-BAB7-B77A-CC3F-FC355A6E12B0,2,R2,9915,Y
2009,EA,BOOK,C08,C1AC9704-02A0-717B-7790-F57CFD1172E8,2,N1,6000,Y
2009,EA,BOOK,C09,A4D3343F-4E42-6201-2337-E33A69223C65,2,N1,5000,Y
2009,EA,BOOK,C10,5D57EC72-66C2-8DAC-990A-8A11DD00C986,2,N1,5000,Y
2009,EA,BOOK,C11,ACED647E-3DEF-232A-C6C7-DE5D8FE0C8AC,2,R2,1800,Y
2009,EA,BSSD,C01,39B17532-D0CF-3014-368C-784D1F93ADD2,2,R2,3000,Y
2009,EA,BSSD,C03,2E978BAD-19DA-B5F5-91DB-CB50D5EAB6A5,2,R2,5880,Y
2009,EA,BSSD,C04,EBC86895-08FF-F73E-690D-9DBB5C7FD2EB,2,R1,7000,Y
2009,EA,BSSD,C05,BAA4003C-7923-187F-BCA4-72F142F78EE9,2,R2,7900,Y
2009,EA,BSSD,C06,309636E9-20B2-075C-707A-49D3F6850CB4,2,R2,9900,Y
2009,EA,BSSD,C07,F245776C-F638-FFE7-AD00-94417196B562,2,R2,9915,Y
2009,EA,BSSD,C08,723B7DB6-F54F-F8BB-AF0E-488A8DBEA297,2,R1,6000,Y
2009,EA,BSSD,C09,C8956409-6CB8-EE01-4159-A0B1214D8ED9,2,R1,5000,Y
2009,EA,BSSD,C10,C4DFC42E-F1B3-FA31-7C80-6EF19EEDC0F2,2,R2,5000,Y
2009,EA,BSSD,C11,BA270A3E-6D96-6572-E0DA-563CE4E2EEA2,2,R2,1800,Y
2009,EA,BURS,C01,8ACABDCB-CFF9-768C-F6B4-7B29289885E3,2,R2,3000,Y
2009,EA,BURS,C03,297BAF7F-E870-FC60-9C77-145DFCA68C14,2,R2,5880,Y
2009,EA,BURS,C04,0F4A3FC8-ADB4-8B0C-2A93-662F657A128A,2,R1,7000,Y
2009,EA,BURS,C05,108D43A6-A60F-B073-2714-EB0F2CB4DE72,2,R2,7900,Y
2009,EA,BURS,C06,8BAC4F06-8C04-E458-98B6-73DA21C2C8C5,2,R2,9900,Y
2009,EA,BURS,C07,675D06C9-7A1A-D90B-27E0-79D701FDCBBA,2,R2,9915,Y
2009,EA,BURS,C08,6FE68E2D-391D-34B1-747E-08235389732F,2,R1,6000,Y
2009,EA,BURS,C09,B87831B6-D7F9-8A3B-3994-0DB94CAFA363,2,R1,5000,Y
2009,EA,BURS,C10,20D697AF-98DF-CBB6-FABF-055178A37737,2,R2,5000,Y
2009,EA,BURS,C11,F425D2AC-8137-CDEE-2927-CB57739446AE,2,R2,1800,Y
2009,EA,BUSE,C01,2E7159B3-AB70-1DD7-E37A-63B0B6340834,2,R2,3000,Y
2009,EA,BUSE,C03,7980CCC7-0A27-AEC5-F999-F23A952BCF8C,2,R2,5880,Y
2009,EA,BUSE,C04,134D90A0-B4FE-A958-1172-FE11FEEE3435,2,R1,7000,Y
2009,EA,BUSE,C05,24355003-B89E-CB36-FC79-FF033366E930,2,R2,7900,Y
2009,EA,BUSE,C06,71EF8914-B739-09B2-79CE-D05FE623BF1F,2,R2,9900,Y
2009,EA,BUSE,C07,86EE3D35-5F3F-E6D8-E328-18BE31040962,2,R2,9915,Y
2009,EA,BUSE,C08,BA425276-4A0E-6968-1078-786AB5DED0C4,2,R1,6000,Y
2009,EA,BUSE,C09,95436122-8BC1-10E1-F6B0-FCAF033BEFA8,2,R1,5000,Y
2009,EA,BUSE,C10,419E17CD-B6B9-4436-80A1-3E882F6AEDDD,2,R2,7900,Y
2009,EA,BUSE,C11,D7A00548-5873-7ED6-2482-42806BD2384B,2,R2,1800,Y
2009,EA,BUSM,C01,CA0F7CF1-FE4A-342C-64E2-75E516DDE738,2,R2,3000,Y
2009,EA,BUSM,C03,D229C9F8-1BB1-7819-124E-166801F09289,2,R2,5880,Y
2009,EA,BUSM,C04,D6E4EE0B-DA1E-933A-5006-51EC0C8F5686,2,R1,7000,Y
2009,EA,BUSM,C05,99FE9B69-15D9-8883-A9AB-FF547EACFCCF,2,R2,7900,Y
2009,EA,BUSM,C06,B6E309CF-F50A-6FC1-79C4-649291AFD180,2,R2,9900,Y
2009,EA,BUSM,C07,D6D22345-926D-ECB8-2783-53BA7B21D272,2,R2,9915,Y
2009,EA,BUSM,C08,BF1E9B22-854D-1521-F437-37D8EB3A293A,2,R1,6000,Y
2009,EA,BUSM,C09,5022FE52-1239-1661-A839-1D07F0E976E5,2,R1,5000,Y
2009,EA,BUSM,C10,C1C1FC0E-7984-129F-B73B-FEB7CD1C8E3E,2,R2,5000,Y
2009,EA,BUSM,C11,DB6664A5-9440-D6BC-47FB-9337D3AFC1D3,2,R2,1800,Y
2009,EA,CACA,C01,E0C6C992-D83D-F20F-99EE-B22F6D14810C,2,R2,3000,Y
2009,EA,CACA,C03,82CF0EFA-62B4-BC1C-995A-225B58A95F96,2,R2,5880,Y
2009,EA,CACA,C04,DF7D73A5-3891-CC41-94F7-E2A50BFBA6D4,2,R1,7000,Y
2009,EA,CACA,C05,198B342E-1898-F422-9D07-2FF3DAF8BC33,2,R2,7900,Y
2009,EA,CACA,C06,F9F18428-30D2-DCF8-53BE-65ACE70B39DA,2,R2,9900,Y
2009,EA,CACA,C07,96361107-E9AD-DDBD-7AD0-D61A51BB8046,2,R2,9915,Y
2009,EA,CACA,C08,671CDB51-6851-8DD7-847B-FED962C7A8FA,2,R1,6000,Y
2009,EA,CACA,C09,7C9DAFA7-8F7B-E6B3-F6A7-B4A2117CC188,2,R1,5000,Y
2009,EA,CACA,C10,48BE4347-39B3-6329-9D23-16DBA97B5DFE,2,R2,5000,Y
2009,EA,CACA,C11,A93D71A7-B778-0E1D-37BA-2DBB412B2798,2,R2,1800,Y
2009,EA,CHAN,C01,E3247985-9824-4F73-0DF4-75D583E7C3E1,2,R2,3000,Y
2009,EA,CHAN,C03,123B7323-FE96-C8D7-4578-C29B956A9D60,2,R2,5880,Y
2009,EA,CHAN,C04,06B9F5CB-EB1B-1007-3F61-F492F9A22627,2,R1,7000,Y
2009,EA,CHAN,C05,3A072B4F-9261-E02B-FAE2-8841039B7AF3,2,R2,7900,Y
2009,EA,CHAN,C06,9FC53215-FABD-E726-4C29-D47201827A8F,2,R2,9900,Y
2009,EA,CHAN,C07,A9AD2C7A-97FD-D57B-E48C-ED08AA6C2C3C,2,R2,9915,Y
2009,EA,CHAN,C08,A7B758C1-06FB-59E3-64D2-4F24FE7F4721,2,R1,6000,Y
2009,EA,CHAN,C09,13666B4B-8C56-BDBC-06E8-7E3FEE97F084,2,R1,5000,Y
2009,EA,CHAN,C10,5BD6E495-E7C8-3DAD-7407-0533D13C0B24,2,R2,5000,Y
2009,EA,CHAN,C11,C64C2A36-E415-5BAA-C12D-FBEAA5287268,2,R2,1800,Y
2009,EA,CHP,C01,1A125A69-5939-F7A0-BD49-2556263660D7,2,R2,3000,Y
2009,EA,CHP,C03,6B950208-6840-72CC-A53E-BB4B93D95F4A,2,R2,5880,Y
2009,EA,CHP,C04,44926522-D86C-86E7-1BB7-D98DD7979F2F,2,R1,7000,Y
2009,EA,CHP,C05,D15C52B9-CFBC-926C-7370-AD75D87621FD,2,R2,7900,Y
2009,EA,CHP,C06,EB4AF6D3-D938-9DB8-FF62-2FEB159B2B7D,2,R2,9900,Y
2009,EA,CHP,C07,8D483700-6E96-7239-6314-E6C0F6CF02DF,2,R2,9915,Y
2009,EA,CHP,C08,23EDAABE-029B-A831-B63B-F24D9A3C0A5C,2,R1,6000,Y
2009,EA,CHP,C09,22CFC2B8-F278-C215-C0E4-961C97F85AF8,2,R1,5000,Y
2009,EA,CHP,C10,8BA89B2B-5F15-401C-69DC-5C36AD3AADCB,2,R2,7900,Y
2009,EA,CHP,C11,1002C0F6-B48B-51F0-E297-446FF3BDD644,2,R2,1800,Y
2009,EA,CONN,C01,A7E957A8-C026-23B7-98C3-1C422A9862C4,2,R2,3000,Y
2009,EA,CONN,C03,9444AF8C-2171-52DC-9C67-752886100347,2,R2,5880,Y
2009,EA,CONN,C04,18EBFAF9-A900-EB19-BA28-9FACF4073E8C,2,R1,7000,Y
2009,EA,CONN,C05,992CAF98-6D9E-A9A8-152C-9EBB87D6704C,2,R2,7900,Y
2009,EA,CONN,C06,2AA32754-1BCB-811A-C344-0BC8953B94E9,2,R2,9900,Y
2009,EA,CONN,C07,E854A144-B42C-F9BF-209E-111FEA4D0261,2,R2,9915,Y
2009,EA,CONN,C08,F18F1F8B-A2F8-9785-BFD2-13BBBF832CED,2,R1,6000,Y
2009,EA,CONN,C09,177E7154-2590-88FD-C23D-EAA5662E51AF,2,R1,5000,Y
2009,EA,CONN,C10,ED3387E8-1B6A-C909-85A5-8962EE2C9430,2,R2,7900,Y
2009,EA,CONN,C11,0ED8BBD4-BBF3-E327-014E-DB1A9D4378B7,2,R2,1800,Y
2009,EA,CPPS,C01,D42B2695-3CCE-4B97-74D2-8BEE2653C350,2,R2,3000,Y
2009,EA,CPPS,C03,3D981A51-89FD-05EF-D719-C7D8CB7345B2,2,R2,5880,Y
2009,EA,CPPS,C04,0E2E68C5-95D0-B89F-4EAA-A25F02BC0E15,2,R1,7000,Y
2009,EA,CPPS,C05,5C189562-97B5-D74E-4B9C-F1D3BCAB37F9,2,R2,7900,Y
2009,EA,CPPS,C06,ABDBD06F-5084-BF58-BD9E-A379B35E6C85,2,R2,9900,Y
2009,EA,CPPS,C07,CAFB45A2-8A5A-41AC-FEA7-C02AC4FDCF46,2,R2,9915,Y
2009,EA,CPPS,C08,CC7EF897-2FF7-8104-B27F-A43FD915120C,2,R1,6000,Y
2009,EA,CPPS,C09,E03F967B-B5A4-256D-4B58-D7DF4B37B0A7,2,R1,5000,Y
2009,EA,CPPS,C10,D4676847-F4AC-4BF1-331C-62BC430090A6,2,R2,7900,Y
2009,EA,CPPS,C11,C8666C95-129E-9DBD-FBEE-B8A357387773,2,R2,1800,Y
2009,EA,CSER,C01,A07E7B14-C206-38F5-B06B-FFA365761EAA,2,R2,3000,Y
2009,EA,CSER,C03,1F4C4EB7-BDF1-58FA-B8AC-013E6BEF4B26,2,R2,5880,Y
2009,EA,CSER,C04,C30CA2D6-C685-8A99-69D7-FDFD9D78FDFB,2,A,7000,Y
2009,EA,CSER,C05,99611BF8-73A2-E99B-6AC4-EFBE2B221000,2,R2,7900,Y
2009,EA,CSER,C06,CB4D7206-3804-1EF4-13AB-F604210B341B,2,R2,9900,Y
2009,EA,GENS,C09,F3EBEBC4-3A0F-C668-416A-50AAD061A502,2,R1,5000,Y
2009,EA,GENS,C10,40DFA1AC-3E6D-0C0E-FF56-5F626DC3444D,2,R2,5000,Y
2009,EA,GENS,C11,21D38FE4-5D68-BBCD-3CA9-EB1A93D07D1A,2,R2,1800,Y
2009,EA,HUFA,C01,5D33FFB6-811E-A8BC-157B-A47B51D8D02D,2,R2,3000,Y
2009,EA,HUFA,C03,0B795808-5EDB-965D-6667-905FE7D0C11C,2,R2,5880,Y
2009,EA,HUFA,C04,0740E089-06A2-D598-1128-0535C7234EB9,2,R1,7000,Y
2009,EA,HUFA,C05,9BAE9A08-5558-B0FA-F070-BD2BC6CA5094,2,R2,7900,Y
2009,EA,HUFA,C06,C5192B02-F869-9281-7F8A-100EBED76B86,2,R2,9900,Y
2009,EA,HUFA,C07,4B4A2DE3-D0BD-AAA1-19C4-782D93CC2C0F,2,R2,9915,Y
2009,EA,HUFA,C08,122D33BC-ECD0-2348-0712-D35CB309E777,2,R1,6000,Y
2009,EA,HUFA,C09,94FD9EE1-BC1B-D6F3-DDB9-80F53283D34C,2,R1,5000,Y
2009,EA,HUFA,C10,F758B80F-92B9-985A-BA80-D8C181D9D17C,2,R2,5000,Y
2009,EA,HUFA,C11,6405D953-A9F0-6A09-B0A4-A80B8FFEA7EC,2,R2,1800,Y
2009,EA,HUMR,C01,672C31E3-F537-3237-CD8A-20D86ADEA393,2,R2,3000,Y
2009,EA,HUMR,C03,6F213DDD-E365-F1F3-FDF7-A6777810B2CC,2,R2,5880,Y
2009,EA,HUMR,C04,A0431D0F-543A-0AC1-A561-25A71CC80223,2,R1,7000,Y
2009,EA,HUMR,C05,91688309-672C-12A5-9031-FF8CBBA25127,2,R2,7900,Y
2009,EA,HUMR,C06,F13226C5-73B5-237E-0F1B-7C7AA5B981C8,2,R2,9900,Y
2009,EA,HUMR,C07,AD536B7F-0D0F-DC7A-ECC5-8D71A17F8779,2,R2,9915,Y
2009,EA,HUMR,C08,5E85A513-B956-3136-7E33-343885AD5761,2,R1,6000,Y
2009,EA,HUMR,C09,0FEADDD9-4F5E-51B6-5DC7-84C67C090150,2,R1,5000,Y
2009,EA,HUMR,C10,9BEF5CC8-3C56-D8FE-AAB8-A94E7A35DD2E,2,R2,7900,Y
2009,EA,HUMR,C11,BA2D03AC-67CF-0266-1EE0-44FE3722299F,2,R2,1800,Y
2009,EA,HUSE,C01,5586CAE6-2102-7BD7-E168-DA7E2A46B6C4,2,R2,3000,Y
2009,EA,HUSE,C03,B6EA97F9-43DF-5280-2F07-879E1BE86CDF,2,R2,5880,Y
2009,EA,HUSE,C04,83698E13-345B-C0E8-69AA-0546333549EE,2,R1,7000,Y
2009,EA,HUSE,C05,21BFA437-A762-D736-1494-66806DC0BE6B,2,R2,7900,Y
2009,EA,HUSE,C06,E7E2FF94-FBA6-C284-BFA0-E268F7AA46D4,2,R2,9900,Y
2009,EA,HUSE,C07,866E3611-8955-FC9B-5EFE-19A962047925,2,R2,9915,Y
2009,EA,HUSE,C08,9910526A-2CA8-9CB6-BFCE-D16878AC9C44,2,R1,6000,Y
2009,EA,HUSE,C09,76205CD3-7C5E-5B33-27CE-C221E4FB3E0F,2,R1,5000,Y
2009,EA,HUSE,C10,0219547D-6EC8-1B36-B8E5-CBE0D5367AFD,2,R2,5000,Y
2009,EA,HUSE,C11,C5F4AF6A-8A00-07B1-1C1A-B15B552BF619,2,R2,1800,Y
2009,EA,INPR,C01,945B8957-4DDB-4E3C-44A1-4A88272AD295,2,R2,3000,Y
2009,EA,INPR,C03,E821219C-F7B8-CFFF-1B27-B3EB82983799,2,R2,5880,Y
2009,EA,INPR,C04,057A52D4-BAC6-26C5-13EC-E2226C854009,2,R1,7000,Y
2009,EA,INPR,C05,7161878C-B762-6406-EDA4-8117FD695527,2,R2,7900,Y
2009,EA,INPR,C06,38FAFD82-927A-93A1-CDA6-A52F3A66A94C,2,R2,9900,Y
2009,EA,INPR,C07,B7BA6C0C-D7C8-EFCA-D059-D5CADFDAEBBE,2,R2,9915,Y
2009,EA,INPR,C08,32AFF5CA-AD9A-3DB6-B5E9-E48FC52A38C6,2,R1,6000,Y
2009,EA,INPR,C09,4A38AF32-2319-E0D1-76E3-DB80BE16E84A,2,R1,5000,Y
2009,EA,INPR,C10,4D749AD0-29E5-BA50-8A4A-37E9655557F6,2,R2,5000,Y
2009,EA,INPR,C11,109ACC47-ACF7-F2E1-C7C1-D5955BDA92B6,2,R2,1800,Y
2009,EA,LIBR,C01,9425B195-16E8-3A9E-241F-4C729F8AF795,2,R2,3000,Y
2009,EA,LIBR,C03,84BEA22B-5680-F4B5-5F7C-3F2D058F84A3,2,R2,5880,Y
2009,EA,LIBR,C04,798A54CC-B187-89A3-21DB-EF75302BF064,2,R1,7000,Y
2009,EA,LIBR,C05,4138E918-4CB8-8AFD-6F2B-6DEC5E45CDC9,2,R2,7900,Y
2009,EA,LIBR,C06,8D4E0CA1-2896-67E0-7D29-26534E31240F,2,R2,9900,Y
2009,EA,LIBR,C07,88D6424D-58CC-915E-D494-2B015284CDC0,2,R2,9915,Y
2009,EA,LIBR,C08,450225BA-0A0C-8021-12F3-B0348BD85F39,2,R1,6000,Y
2009,EA,LIBR,C09,2921ABEA-83B8-3F43-8149-DDEEAF9734A2,2,R1,5000,Y
2009,EA,LIBR,C10,5C67D54C-076F-417D-84C7-1F4D30B8EA7B,2,R2,5000,Y
2009,EA,LIBR,C11,436B92D8-C0BB-3769-1CA6-1C60472E27BE,2,R2,1800,Y
2009,EA,MULT,C01,A568B11C-0E90-9393-E6CB-3843ECEF658B,2,R2,3000,Y
2009,EA,MULT,C03,53766AA6-7033-5B37-F6D2-EF110D46CD08,2,R2,5880,Y
2009,EA,MULT,C04,C227B5DE-CB17-5456-E2AD-E71A13E947E3,2,R1,7000,Y
