UNIV_FISCAL_YR,FIN_COA_CD,FIN_OBJECT_CD,OBJ_ID,VER_NBR,FIN_OBJ_CD_NM,FIN_OBJ_CD_SHRT_NM,FIN_OBJ_LEVEL_CD,RPTS_TO_FIN_COA_CD,RPTS_TO_FIN_OBJ_CD,FIN_OBJ_TYP_CD,FIN_OBJ_SUB_TYP_CD,HIST_FIN_OBJECT_CD,FIN_OBJ_ACTIVE_CD,FOBJ_BDGT_AGGR_CD,FOBJ_MNXFR_ELIM_CD,FIN_FED_FUNDED_CD,NXT_YR_FIN_OBJ_CD,RSCH_BDGT_CTGRY_CD,RSCH_OBJ_CD_DESC,RSCH_ON_CMP_IND
2014,"BL","8105","47c534f3-65b4-4ca1-9a15-57dde2c390c3",1,"ACCOUNTS RECEIVABLE REF","A R REF","AR","IU","8105","AS","AR",null,"Y","O",null,"N",null,null,null,null
2014,"BL","8107","04b2296f-57a8-4ce2-a3f8-34d00f6fa126",1,"RETURNED ITEMS RECEIVABLE","RTRD ITM REC","AR","IU","8100","AS","AR",null,"Y","O","N","N",null,null,null,null
2014,"BL","8110","7ba54f44-058f-4653-ad52-4d18516b3479",1,"SPONSORED ACCTS RECEIVABLE","A R SPNSRD","AR","IU","8100","AS","AR",null,"Y","O",null,"N",null,null,null,null
2014,"BL","8115","bc50c9ce-6c3c-4f1f-a587-ffefcf514a0c",1,"DEFERRED STUDENT FEES","DFRD STU FEE","AR","IU","8100","AS","AR",null,"Y","O","N","N",null,null,null,null
2014,"BL","8116","b3cda732-76dd-4636-a93e-871511e8df1c",1,"PAYROLL DEDUCTION/BENEFIT INTERNAL REC","PR DE/BEN IR","AR","IU","8100","AS","AR",null,"Y","O","N","N",null,null,null,null
2014,"BL","8117","dab1d512-4841-4c12-809c-2b33346950d5",1,"INTERNAL RECEIVABLES","INTNL RECEIV","AR","IU","8100","AS","AR",null,"Y","O","N","N",null,null,null,null
2014,"BL","8118","5a796402-432e-41e8-aead-7da1da3cf512",1,"ACCOUNTS RECEIVABLE- NON-STUDENT","AR-NONSTUDEN","AR","IU","8100","AS","AR",null,"Y","O","N","N",null,null,null,null
2014,"BL","8119","c0218c86-625e-4e0f-9f49-648f65e3c895",1,"AUXILARY EXTERNAL RECEIVABLES","AUX EXT REC","AR","IU","8100","AS","AR",null,"Y","O","N","N",null,null,null,null
2014,"BL","8150","542b57fd-84ca-4a07-b3af-576e0875263d",1,"PAYROLL DEDUCTION RECEIVABL","PYRL DED REC","AR","IU","8150","AS","AR",null,"Y","O","N","N",null,null,null,null
2014,"BL","8160","c599e054-bcee-46e1-81d2-3c15ca99be1f",1,"BARS ACCOUNTS RECEIVABLE","A R BARS","AR","IU","8100","AS","AR",null,"Y","O",null,"N",null,null,null,null
2014,"BL","8161","5a541508-9a90-4b2d-a02c-8778f2fcbea2",1,"SPONSORED HOUSING REC","A R SPN HOUS","AR","IU","8100","AS","AR",null,"Y","O",null,"N",null,null,null,null
2014,"BL","8162","9b24d594-73df-469f-ae13-ff572ae3cbc1",1,"STU LOAN REPAYMENT","STU LN RPYMN","AR","IU","8100","AS","AR",null,"Y","O",null,"N",null,null,null,null
2014,"BL","8200","d292a857-c6b8-403f-8d65-6303a8bf6000",1,"NOTES RECEIVABLE","NOTE R","NORE","IU","8200","AS","NA",null,"Y","O","N","N",null,null,null,null
2014,"BL","8203","abd859ad-0cc4-4339-93a6-ae53081f49ed",1,"PRINC CANC 10% AFTER-72 TEACHER","P CNCL10 >72","NORE","IU","8200","AS","NA",null,"Y","O","N","N",null,null,null,null
2014,"BL","8204","ab95afdd-c0b8-40e6-a2dc-12285fc0f9ab",1,"PRINC CANC HEAD START 15%","P CNCL HS 15","NORE","IU","8200","AS","NA",null,"Y","O","N","N",null,null,null,null
2014,"BL","8205","808b94b9-a5d6-43ab-af43-7f81d445f43e",1,"PRINC CANC 20% TEACHER","P CNCL 20","NORE","IU","8200","AS","NA",null,"Y","O","N","N",null,null,null,null
2014,"BL","8207","36e93f61-df3b-4fd7-b40c-a1e1b48ab29c",1,"PRINC CANC 30%","P CNCL 30","NORE","IU","8200","AS","NA",null,"Y","O",null,"N",null,null,null,null
2014,"BL","8208","0e5fff70-cb6e-4dd6-97fe-db31163c6493",1,"PRINC CANC PEACE CORPS 15%","P CNCL PC 15","NORE","IU","8200","AS","NA",null,"Y","O","N","N",null,null,null,null
2014,"BL","8209","540d4475-7177-4eef-8b7f-2a18581a0ab8",1,"PRINC CANC PEACE CORPS 20%","P CNCL PC 20","NORE","IU","8200","AS","NA",null,"Y","O","N","N",null,null,null,null
2014,"BL","8210","62f5b920-6534-47e2-9455-4e19ebf5a493",1,"PRINC CANC LAW ENFORCE 15%","P CNCL LW 15","NORE","IU","8200","AS","NA",null,"Y","O","N","N",null,null,null,null
2014,"BL","8211","a26a0b7c-f093-4375-ad33-9f76230c3b25",1,"PRINC CANC LAW ENFORCE 20%","P CNCL LW 20","NORE","IU","8200","AS","NA",null,"Y","O","N","N",null,null,null,null
2014,"BL","8212","5a690c42-48b1-4706-893d-d5adaf53d1cb",1,"PRINC CANC LAW ENFORCE 30%","P CNCL LW 30","NORE","IU","8200","AS","NA",null,"Y","O","N","N",null,null,null,null
2014,"BL","8213","e8019ee3-3823-44a2-8123-1bb10fea3d4f",1,"PRINC CANC MIL 12.5% PRI-72","P CNCL ML<72","NORE","IU","8200","AS","NA",null,"Y","O",null,"N",null,null,null,null
2014,"BL","8214","ed18ff03-4710-4f0d-aae0-ad7f395824b2",1,"PRINC CANC MIL 12.5% AFT-72","P CNCL ML>72","NORE","IU","8200","AS","NA",null,"Y","O",null,"N",null,null,null,null
2014,"BL","8215","1e600c6b-844b-4178-89c8-c87c1b337f59",1,"PRINC CANC BANKRUPTCY","P CNCL BANK","NORE","IU","8200","AS","NA",null,"Y","O","N","N",null,null,null,null
2014,"BL","8216","d4d3d3fc-0397-4bed-ae7d-9fa7e85a9890",1,"PRINC CANC DISAB","P CNCL DISAB","NORE","IU","8200","AS","NA",null,"Y","O",null,"N",null,null,null,null
2014,"BL","8217","ce88d38b-e3a5-42be-b758-db194f3cbe14",1,"PRINC CANC DEATH","P CNCL DEATH","NORE","IU","8200","AS","NA",null,"Y","O",null,"N",null,null,null,null
2014,"BL","8218","79b19d76-8d0e-4448-93b8-21ba543ae933",1,"PRINC CANC ASSIGNMENT","P CNCL ASSGN","NORE","IU","8200","AS","NA",null,"Y","O",null,"N",null,null,null,null
2014,"BL","8219","d734af9d-7f3e-4148-9f90-9150f21a896c",1,"PRINC CANC WRITE OFF","P CNCL W OFF","NORE","IU","8200","AS","NA",null,"Y","O",null,"N",null,null,null,null
2014,"BL","8220","383afd8e-73f8-42fe-bb75-734361322f3f",1,"PRINC CANC PUB LAW-100 NURSING","P CNCL PB LW","NORE","IU","8200","AS","NA",null,"Y","O","N","N",null,null,null,null
2014,"BL","8221","cea2da30-f1cf-4251-a24c-858f8f549525",1,"PRINC CANC MED TECH 15%","P CNCL MD 15","NORE","IU","8200","AS","NA",null,"Y","O","N","N",null,null,null,null
2014,"BL","8222","32360f23-564a-41de-9d5b-1eae160aef7e",1,"PRINC CANC MED TECH 20%","P CNCL MD 20","NORE","IU","8200","AS","NA",null,"Y","O","N","N",null,null,null,null
2014,"BL","8223","205785d1-c89d-4e1c-941c-27ada002fc57",1,"PRINC CANC MED TECH 30%","P CNCL MD 30","NORE","IU","8200","AS","NA",null,"Y","O","N","N",null,null,null,null
2014,"BL","8224","47dca25b-2b1b-45a3-a670-d022de6835ea",1,"PRINC CANC NURSE 15% PERKINS","P CNCL RN 15","NORE","IU","8200","AS","NA",null,"Y","O","N","N",null,null,null,null
2014,"BL","8225","642e7650-0279-4c51-9075-00e244fecdad",1,"PRINC CANC NURSE 20%PERKINS","P CNCL RN 20","NORE","IU","8200","AS","NA",null,"Y","O","N","N",null,null,null,null
2014,"BL","8226","b12a9669-4522-40c9-84ba-e5b793db724a",1,"PRINC CANC NURSE 30% PERKINS","P CNCL RN 30","NORE","IU","8200","AS","NA",null,"Y","O","N","N",null,null,null,null
2014,"BL","8227","e172e18c-45f6-44fe-86bf-e223a822aa82",1,"PRINC CANC PUBLIC SERVICE 15% PERKINS","P CNCL PB 15","NORE","IU","8200","AS","NA",null,"Y","O","N","N",null,null,null,null
2014,"BL","8228","abc980ec-2c65-4dca-a4b3-3d26bf67f337",1,"PRINC CANC PUBLIC SERVICE 20%","P CNCL PB 20","NORE","IU","8200","AS","NA",null,"Y","O","N","N",null,null,null,null
2014,"BL","8229","9bc4f692-4856-47a8-b3b2-71e5217f2835",1,"PRINC CANC PUBLIC SERVICE 30% PERKINS","P CNCL PB 30","NORE","IU","8200","AS","NA",null,"Y","O","N","N",null,null,null,null
2014,"BL","8231","e726799f-5a50-4d97-9f4f-8c0d32e01f22",1,"PRINC CANC TC EXPERT AFT 7/92 15%","P CNCL TC 15","NORE","IU","8200","AS","NA",null,"Y","O","N","N",null,null,null,null
2014,"BL","8232","05b38fec-e608-4bb5-9a98-9ad9746efbca",1,"PRINC CANC TC EXPERT AFT 7/92 20","P CNCL TC 20","NORE","IU","8200","AS","NA",null,"Y","O","N","N",null,null,null,null
2014,"BL","8233","94e2a7ce-a69b-4cf5-856a-c2a81ae2a22e",1,"PRINC CANC TC EXPERT AFT 7/92 30","P CNCL TC 30","NORE","IU","8200","AS","NA",null,"Y","O","N","N",null,null,null,null
2014,"BL","8234","4c4673b9-bbb8-49ce-b048-eb752fbe3f92",1,"PRIN DISABILITY ASSIGNED","PRIN DISABIL","NORE","IU","8234","AS","NA",null,"Y","O","N","N",null,null,null,null
2014,"BL","8250","9b87c27c-1da3-4e3a-a408-70c68d598feb",1,"NEW LOANS","NEW LOANS","NORE","IU","8200","AS","NA",null,"Y","O","N","N",null,null,null,null
2014,"BL","8251","97571f6d-84b4-4dd7-9433-29f850bd12ff",1,"CAPITALIZED INTEREST","CAPITLZD INT","NORE","IU","8200","AS","NA",null,"Y","O","N","N",null,null,null,null
2014,"BL","8260","627acfe2-89b2-477a-b463-d147ee3c28aa",1,"CURRENT PORTION NOTES RECEIVABLE","CUR NOTE REC","NORE","IU","8260","AS","NA",null,"Y","O","N","N",null,null,null,null
2014,"BA","1892","3275528e-310c-46c4-aca8-98b6548fb30a",1,"GUEST SERVICES","GUEST SERV","OTHR","BL","1800","IN","NA",null,"Y","O","N","N",null,null,null,null
2014,"BA","1893","5468de70-481d-462a-b36d-326cb4a9ebe0",1,"PROFESSIONAL DEVELOPMENT","PROF DEV","OTHR","BL","1800","IN","NA",null,"Y","O","N","N",null,null,null,null
2014,"BA","1898","047e69a2-73ef-473a-946b-4aa5db77a4d4",1,"PROCEEDS FROM SALE OF ASSET","SALE OF ASST","OTHR","BL","1898","IN","NA",null,"Y","O","N","N",null,null,null,null
2014,"BA","1940","61cc2928-c44a-4a52-bf0a-a03851cc697f",1,"REFUNDS OF SUP AND EXP","REF SUP EXP","S&E","BL","1940","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"BA","1958","afdd142b-b99d-4897-ae59-234c43f17ec4",1,"REFUND FELLOW-SCHOLARSHIPS","REF FEL SCHL","FINA","BL","1958","EX","SC",null,"Y","O","N","N",null,null,null,null
2014,"BA","1995","96c27d03-83f6-4cf0-b4c6-470825eda4c5",1,"LOSS OF REVENUE-ADV ERROR","LOSS REVENUE","OTHR","BL","1999","IN","NA",null,"Y","O","N","N",null,null,null,null
2014,"BA","1999","e3379e58-4f14-4c98-bc12-dcd07972d1ba",1,"DISCOUNT ON SALES","DISC ON SALE","OTHR","BL","1999","IN","NA",null,"Y","O",null,"N",null,null,null,null
2014,"BA","2000","e4937adb-c923-4883-b3c5-b0090840b985",1,"ACADEMIC SALARY","ACAD SALARY","ACSA","BL","2000","EX","SA",null,"Y","O","N","N",null,null,null,null
2014,"BA","2001","87117cd1-1320-4d99-a021-0587aaac5b89",1,"ACADEMIC SALARY - EARLY RETIREMENT","ACAD ERLY RT","ACSA","BL","2001","EX","SA",null,"Y","O","N","N",null,null,null,null
2014,"BA","2002","a5c46e5b-496f-46bd-ac24-85cfa46eac08",1,"ACADEMIC SALARY SAVINGS - EARLY RETIRE","ACAD SAV ER","ACSA","BL","2002","EX","SA",null,"Y","O","N","N",null,null,null,null
2014,"BA","2003","0fc1d2a5-11a3-47ab-a19c-245e10a262bd",1,"ACADEMIC SALARY SAVINGS","ACAD SAL SAV","ACSA","BL","2003","EX","SA",null,"Y","O","N","N",null,null,null,null
2014,"BA","2005","ab0bcb6e-c3b6-4027-8cb2-fe91c212b867",1,"ACADEMIC SALARY RESERVES","ACAD SAL RES","ACSA","BL","2005","EX","SA",null,"Y","O","N","N",null,null,null,null
2014,"BA","2010","99166f7d-4c4c-4e48-b98c-320600ae9a36",1,"SUMMER SESSION SALARY","SUM SES SAL","ACSA","BL","2010","EX","SA",null,"Y","O","N","N",null,null,null,null
2014,"BA","2100","f80b701a-d969-442d-b02c-f7bef149c85a",1,"COST OF SALES","COST OF SALE","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2101","9edf2a40-8340-4380-a4b2-864d6a9789f3",1,"COST OF SERVICES-MATERIAL","COST SVC-MAT","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2102","77f681a1-05bc-491c-adea-642820ebb27a",1,"COST OF SERVICES-LABOR","COST SVC-LAB","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2103","cc366558-feec-4662-a687-3afb22cd5e1f",1,"APPAREL","APPAREL","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2105","f69801bd-731e-43ac-a5e4-ff4318585fa8",1,"COPY FLO FILM","COP FLO FILM","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2108","5ffe1a15-f68a-491b-b995-a72c9b2c6e62",1,"PUBLICATIONS SOLD-REMAINDER","PUB SOLD REM","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2109","e5349188-e02d-4796-a8dd-acc68bc66918",1,"CAP","CAP","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2110","deb3182a-6fa4-4569-b571-d149d7d3e75c",1,"SUNDRIES","SUNDRIES","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2111","b95ce33d-4992-400a-b4cb-a409f4bccdde",1,"DRY FOOD","DRY FOOD","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2112","03f7def1-8cfc-49f8-a48b-b9edc27a67b2",1,"CGS RETAIL NON FOOD","CGS RNF","RESA","BL","2100","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2113","b1022288-a5c8-4720-ab82-0fc740958805",1,"CGS RETAIL FOOD","CGS RF","RESA","BL","2100","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2114","b633982c-2f48-4997-aa63-7e7a467d4526",1,"PUBLICATIONS SOLD-REGULAR","PUB SOLD REG","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2115","6e4fd02d-5f3f-4dae-b141-1ebf378f53c3",1,"PURCHASES-REBILLED","PURCH REBILL","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2117","f18f1bce-9a3e-43b6-b698-c99d8a1fe01f",1,"DAIRY PRODUCTS","DAIRY PROD","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2118","0625fba8-76de-4a5e-a27a-442538f9c503",1,"CGS RETAIL BEVERAGE","CGS RB","RESA","BL","2100","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2119","14b86155-b6e7-4074-8acf-85e2435ca539",1,"COST OF LAB SERVICES","COST LAB SVC","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2122","5504463e-bd7d-437a-95e6-0b68ff78fd12",1,"COST OF MATERIAL-INV STORE","COST MAT","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2123","e101bb8d-1abb-4077-97d1-d0a68db291a7",1,"ELECTRONIC CALCULATORS","ELECTR CALCU","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2126","2165b92a-e72b-495e-bfdb-6f7f52457f9c",1,"FROZEN FOOD","FROZEN FOOD","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2127","4c504a5a-d73c-424d-a67e-f9755cb65244",1,"FOOD","FOOD","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2129","d6a72e96-3af1-4ae2-a272-fc4f35b6a811",1,"CGS CONVENIENCE FOOD","CGS CNF","RESA","BL","2100","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2130","8b874826-ceb2-45eb-829a-74df1f39d039",1,"COST OF SERVICES-WARRANTY","COST SVC-WAR","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2131","050dd0b9-d898-4cea-b229-dd3c19869c9a",1,"CGS CONVENIENCE BEVERAGE","CGS CNB","RESA","BL","2100","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2134","4491b878-5ca8-4836-a86e-4bd7dad65ab1",1,"CONTRA-MTHLY SAL","CONTRA-MTHLY","PRSA","BL","2400","EX","SA",null,"Y","O","N","N",null,null,null,null
2014,"BA","2135","1449a30e-4b57-49ea-97a7-614ff1205eaf",1,"CONTRA BYWKLY SAL","CONTRA BYWKL","BISA","BL","2500","EX","SA",null,"Y","O","N","N",null,null,null,null
2014,"BA","2136","fe58dc82-878f-4706-9c54-b51b572ba1a5",1,"CONTRA HRLY WAGES","CONTRA HRLY","HRCO","BL","3500","EX","HW",null,"Y","O","N","N",null,null,null,null
2014,"BA","2140","5413d18a-ed84-4e6d-b458-a1f17ea8bafa",1,"ICE CREAM","ICE CREAM","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2147","921b5346-98ad-4567-85d4-e0c7de8ad576",1,"COSMETICS","COSMETICS","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2154","4674bb8f-e508-488a-a86e-c5b86eb1d3f1",1,"FROZEN MEAT","FROZEN MEAT","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2163","86f52a76-85cd-4c81-bbb0-ee924c0274d4",1,"OTHER MERCHANDISE","OTHER MERCH","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2164","afed2a07-e367-42f9-acd5-a297685bd8b1",1,"COST OF PHARMACEUTICS","COST OF PHAR","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2169","57764689-dbdd-46e7-91c8-c28d23669b0b",1,"SERVICE-CONFERENCE","SVCE-CONFER","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2170","92f090cf-1943-47c6-96bc-686778a672ba",1,"ACADEMIC SALARY OVERLOAD","ACAD OVRLOAD","ACSA","BL","2170","EX","SA",null,"Y","O","N","N",null,null,null,null
2014,"BA","2173","7debf3d5-6e84-4acd-92bf-58ca178d7b82",1,"ROYALTIES","ROYALTIES","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2175","8335a1cd-9065-4ed1-a3cd-fa39d3cf4073",1,"ACADEMIC SALARY OVERLOAD - EARLY RETIRE","ACAD OVLD ER","ACSA","BL","2175","EX","SA",null,"Y","O","N","N",null,null,null,null
2014,"BA","2176","b059e9ba-e576-4c52-9798-12086bb3760a",1,"GUEST SERVICES","GUEST SVCS","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2177","f87f39ae-3219-4088-b6e6-f0ec6b6391ba",1,"TRADING POST SUPPLIES","TRD POST SUP","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2179","b41b7c68-6838-4d4e-864d-a8d61e932ad2",1,"COMPUTER SOFTWARE","COMP SOF ACC","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2181","78ee6e37-d121-4679-97da-2f097f0db358",1,"SCHOOL SUPPLIES","SCHOOL SUP","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2182","11416efb-2252-4bc8-9863-2a56b0db92a6",1,"TELEPHONE TELEGRAPH","TELPH TELGRP","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2184","146bcae3-f57e-4db3-8716-f88fd70a99b9",1,"TEXTBOOKS-INDEPENDENT STUDY","TXBK-IN STDY","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2185","a40cc718-127d-4054-ba0e-e95b52e2beae",1,"TEXTBOOKS-NEW","TEXTBOOKS","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2186","4d257df5-694a-4ebd-8888-98d396632c15",1,"TEXT BOOKS-USED","TEXTBOOK-USE","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2187","b26fc8d8-db99-4a51-9b7e-a8d92732618d",1,"TRADE BOOKS","TRADE BOOKS","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2197","2942620b-3e65-4a86-bbf9-23af0d28cacc",1,"INCOMING FREIGHT CHARGES","INCM FRT CHG","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2198","ba3f8657-eec3-4304-b70f-eedfd47fdcc5",1,"CASH DISCOUNTS","CASH DISC","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2199","06ba6ef3-86fc-4505-be18-89f0877998de",1,"RETURNS FREIGHT CHG","RET FRT CHG","RESA","BL","5300","EE","PR",null,"Y","O","N","N",null,null,null,null
2014,"BA","2200","3cb9cd9c-32df-4677-9e65-f81f6b423d83",1,"ADMINISTRATIVE SUPPLEMENT","ACADEMIC","ACSA","BL","2200","EX","SA",null,"Y","O","N","N",null,null,null,null
2014,"BA","2205","0c047509-e735-415a-a2ac-c8c1cff227a6",1,"ADMIN SUP PLEMENT - EARLY RETIREMENT","ADMIN SUP ER","ACSA","BL","2205","EX","SA",null,"Y","O","N","N",null,null,null,null
2014,"BL","1052","7fe2ae3e-4b89-46c0-9efa-59915d9470b8",1,"SUM1 CR HR FEE RECREATION","SUM1 CRH REC","OTH1","IU","0952","IN","SF",null,"Y","O","N","N",null,null,null,null
2014,"BL","1053","0178b84a-ab3f-4aec-a653-cf51c8128662",1,"SUM1 CR HR FEE - HPER CORE PROGRAM","HPER CORE PR","OTH1","IU","0953","IN","SF",null,"Y","O","N","N",null,null,null,null
2014,"BL","1054","69db7b84-1c1b-4e8d-b414-5c129e1b09cb",1,"SUM1 CR HR FEE HPER ELECTIVE","SUM1 CR HPER","OTH1","IU","0954","IN","SF",null,"Y","O","N","N",null,null,null,null
2014,"BL","1060","53c491dc-cc6b-4e0a-9d87-aecff4c995a9",1,"SUM1 CR HR FEE - EDUCATION LAB FEE IST","EDUC LAB FEE","OTH1","IU","0960","IN","SF",null,"Y","O","N","N",null,null,null,null
2014,"BL","1061","5beaa4b7-c0c2-4df0-a609-c8155a45ba64",1,"SUM1 CR HR FEE DIST ED LEARNING CTR","S1 D ED CTR","OTH1","IU","0961","IN","SF",null,"Y","O","N","N",null,null,null,null
2014,"BL","1062","8571fbb3-6206-4f5f-8c1d-c509daabca92",1,"SUM1 CR HR FEE ED PRACTICUM","S1 ED PRAC","OTH1","IU","0962","IN","SF",null,"Y","O",null,"N",null,null,null,null
2014,"BL","1063","ba02e373-175c-4a54-888c-69072b916244",1,"CR HR SOFTWARE FEE - SI","SOFTWARE FEE","OTH1","IU","0963","IN","SF",null,"Y","O","N","N",null,null,null,null
2014,"BL","1064","80dfdf51-2346-4735-95e7-07847758a257",1,"SUM1 CR HR FEE INDEP STUDY","S1 INDP STDY","OTH1","IU","0964","IN","SF",null,"Y","O","N","N",null,null,null,null
2014,"BL","1065","7c5bab01-94f0-4ddb-b1a9-b5e3548d769b",1,"SUM1 CR HR FEE OVRSEAS STDY","S1 OVRS STDY","OTH1","IU","0965","IN","SF",null,"Y","O",null,"N",null,null,null,null
