NMSPC_CD,CMPNT_CD,PARM_NM,OBJ_ID,VER_NBR,PARM_TYP_CD,VAL,PARM_DESC_TXT,EVAL_OPRTR_CD,APPL_ID
"OLE-COA","Organization","ORGANIZATION_TYPES_NOT_REQUIRING_DEFAULT_ACCOUNT","OLE128","1","VALID","C;U","When a new organization is being created, the default account number is not required for these organization types. This is to avoid a chicken/egg situation where the value for the default account cannot be created until the organization exists.","A","OLE"
"OLE-COA","Organization","ORGANIZATION_TYPES_THAT_MUST_REPORT_TO_SELF","OLE129","1","VALID","U","Defines the Organization Type that can / must report to itself when creating a new organization.  This parameter should only contain 1 Organization Type; more will cause problems in the system.  The system will only allow one Organization with this Organization Type, thus ensuring that there is a single Organization at the top of the hierarchy that all others report to.","A","OLE"
"OLE-COA","Organization","USE_HRMS_ORGANIZATION_ATTRIBUTES_IND","OLE130","1","CONFG","Y","Flag (Y/N) indicating whether HRMS Org Tab will appear on the Organization document.","A","OLE"
"OLE-COA","OrganizationReversion","BUDGET_REVERSION_DEFAULT_BALANCE_TYPE","OLE131","1","CONFG","RE","The balance type to use on the budget reversion ledger entries generated by the Organization Reversion process. In the base Kuali installation, RE is a balance type that end users won't typically be aware of. This allows entries to be posted as an audit trail, but typically doesn't appear on reports or balance inquiry screens.","A","OLE"
"OLE-COA","OrganizationReversion","CARRY_FORWARD_OBJECT_CODE","OLE132","1","CONFG","0110","The object code used to balance the budget ledger entries generated by the Organization Reversion process when carrying forward budget to the new fiscal year.","A","OLE"
"OLE-COA","OrganizationReversion","CASH_REVERSION_DEFAULT_BALANCE_TYPE","OLE133","1","CONFG","NB","The balance type to use on the cash reversion ledger entries generated by the Organization Reversion process. In the base Kuali installation, NB is a balance type that end users won't typically be aware of. This allows entries to be posted as an audit trail, but typically doesn't appear on reports or balance inquiry screens. ?","A","OLE"
"OLE-COA","OrganizationReversion","DEFAULT_DOCUMENT_NUMBER_PREFIX","OLE134","1","CONFG","AC","The literal placed at the beginning of the document number for the Organization Reversion ledger entries. The process takes this literal and appends the account number to create multiple document numbers for posting. Then in the event of a scrubber error, only the transactions for a given account number (and not the entire feed) are rejected and need correcting. ?","A","OLE"
"OLE-COA","OrganizationReversion","MANUAL_FEED_ORIGINATION","OLE135","1","CONFG","MF","The system origination code to use on the ledger entries generated by the Organization Reversion process.","A","OLE"
"OLE-COA","OrganizationReversion","SELECTION_1","OLE136","1","CONFG","account.subFundGroup.fundGroupCode=GF","Fund group code(s) that should be included in the Organization Reversion Selection.","A","OLE"
"OLE-COA","OrganizationReversion","SELECTION_2","OLE137","1","CONFG","account.organizationCode=BALS;RESV","Organization codes that should be excluded from Organization Reversion Selection.","D","OLE"
"OLE-COA","OrganizationReversion","SELECTION_3","OLE138","1","CONFG","objectCode=9890;9891;9892;9893","Object codes that should be excluded from Organization Reversion Selection.","D","OLE"
"OLE-COA","OrganizationReversion","SELECTION_4","OLE139","1","CONFG","account.subFundGroupCode=MPRACT;MWISH;MPROF;MHOUSE","Sub fund group codes that should be excluded from Organization Reversion Selection.","D","OLE"
"OLE-COA","OrganizationReversion","SELECTION_5","OLE140","1","CONFG","account.chartOfAccountsCode=","Chart of Accounts codes that should be excluded from Organization Reversion Selection.","D","OLE"
"OLE-COA","OrganizationReversion","SELECTION_6","OLE141","1","CONFG","account.accountNumber=","Account numbers that should be excluded from Organization Reversion Selection.","D","OLE"
"OLE-COA","OrganizationReversion","UNALLOCATED_OBJECT_CODE","OLE142","1","CONFG","7900","Defines the object code to use for carry-forward if the Carry Forward by Object Code Indicator is not checked in the Organization Reversion Maintenance Document.","A","OLE"
"OLE-COA","OrganizationReversionCategory","EXTENDED_DEFINITIONS_EXCLUDE_OBJECT_CONSOLIDATIONS_BY_ORGANIZATION_REVERSION_CATEGORY","OLE143","1","CONFG","","Object consolidations to exclude for a given organization reversion category. Format of list is organization reversion category 1=object consolidation 1, object consolidation 2;organization reversion category 2=object consolidation 3,object consolidation 4.","D","OLE"
"OLE-COA","OrganizationReversionCategory","EXTENDED_DEFINITIONS_EXCLUDE_OBJECT_LEVELS_BY_ORGANIZATION_REVERSION_CATEGORY","OLE144","1","CONFG","C02=HRCO","Object levels to exclude for a given organization reversion category. Format of list is organization reversion category 1=object level 1, object level 2;organization reversion category 2=object level 3,object level 4,object level 5.","D","OLE"
"OLE-COA","OrganizationReversionCategory","EXTENDED_DEFINITIONS_EXCLUDE_OBJECT_SUB_TYPES_BY_ORGANIZATION_REVERSION_CATEGORY","OLE145","1","CONFG","","Object sub types to exclude for a given organization reversion category. Format of list is organization reversion category 1=object sub type 1, object sub type 2;organization reversion category 2=object sub type 3,object sub type 4,object sub type 5.","D","OLE"
"OLE-COA","OrganizationReversionCategory","EXTENDED_DEFINITIONS_EXCLUDE_OBJECT_TYPES_BY_ORGANIZATION_REVERSION_CATEGORY","OLE146","1","CONFG","","Object types to exclude for a given organization reversion category. Format of list is organization reversion category 1=object type 1, object type 2;organization reversion category 2=object type 3,object type 4,object type 5.","D","OLE"
"OLE-COA","OrganizationReversionCategory","EXTENDED_DEFINITIONS_EXPENSE_CATEGORIES","OLE147","1","CONFG","C01;C02;C03;C04;C05;C06;C08;C09;C10","Organization reversion categories that represent expenses where variance is calculated as budget minus actual minus encumbrance. Categories not listed are assumed to be income categories and variance is calculated as actual minus budget.","A","OLE"
"OLE-COA","OrganizationReversionCategory","EXTENDED_DEFINITIONS_INCLUDE_OBJECT_CONSOLIDATIONS_BY_ORGANIZATION_REVERSION_CATEGORY","OLE148","1","CONFG","C01=CMPN;C02=CMPN;C03=SCHL;C04=CPTL;C05=RSRX;C06=TRSF;C07=TRSF;C08=TRVL;C09=GENX,IDEX;C10=ASEX;C11=ASRE,IDIN,OTRE,SAPR,STFE","Object consolidations to include for a given organization reversion category. Format of list is organization reversion category 1=object consolidation 1, object consolidation 2;organization reversion category 2=object consolidation 3,object consolidation 4.","A","OLE"
"OLE-COA","OrganizationReversionCategory","EXTENDED_DEFINITIONS_INCLUDE_OBJECT_LEVELS_BY_ORGANIZATION_REVERSION_CATEGORY","OLE149","1","CONFG","C01=HRCO","Object levels to include for a given organization reversion category. Format of list is organization reversion category 1=object level 1, object level 2;organization reversion category 2=object level 3,object level 4,object level 5.","A","OLE"
"OLE-COA","OrganizationReversionCategory","EXTENDED_DEFINITIONS_INCLUDE_OBJECT_SUB_TYPES_BY_ORGANIZATION_REVERSION_CATEGORY","OLE150","1","CONFG","","Object sub types to include for a given organization reversion category. Format of list is organization reversion category 1=object sub type 1, object sub type 2;organization reversion category 2=object sub type 3,object sub type 4,object sub type 5.","A","OLE"
"OLE-COA","OrganizationReversionCategory","EXTENDED_DEFINITIONS_INCLUDE_OBJECT_TYPES_BY_ORGANIZATION_REVERSION_CATEGORY","OLE151","1","CONFG","C06=TE,EX,EE,ES;C07=TI,IN,CH,IC","Object types to include for a given organization reversion category. Format of list is organization reversion category 1=object type 1, object type 2;organization reversion category 2=object type 3,object type 4,object type 5.","A","OLE"
"OLE-FP","AdvanceDeposit","ELECTRONIC_FUNDS_ACCOUNTS","OLE171","1","CONFG","UA=9323000","The chart and account codes which specify that an accounting line in an Advance Deposit document is an electronic payment.","A","OLE"
"OLE-FP","AuxiliaryVoucher","ACCOUNTING_PERIODS","OLE172","1","VALID","AB;BB;CB;","Restricts available Accounting Period values from the drop-down list on the Auxiliary Voucher document.","D","OLE"
"OLE-FP","AuxiliaryVoucher","ACCOUNTING_PERIOD_GRACE_PERIOD","OLE173","1","CONFG","20","Number of days, after an accounting period has closed, that transactions can be posted back to that period using an Auxiliary Voucher.","A","OLE"
"OLE-FP","AuxiliaryVoucher","COMBINATION_OBJECT_TYPE_OBJECT_SUB_TYPE_OBJECT_LEVEL","OLE174","1","VALID","ES,VA,VADJ","Restricts object codes that relate to a particular combination of Object Type, Object Sub-type, and Object Level from use on Auxiliary Voucher documents. Format of list is object type 1,object sub type 1,object level 1;object type 2,object sub type 2,object level 2;...","D","OLE"
"OLE-FP","AuxiliaryVoucher","GLPE_OFFSET_OBJECT_CODE","OLE175","1","CONFG","9897","The offset object code that is used for accruals and adjustments when the document contains accounting lines for more than a single unique account.","A","OLE"
"OLE-FP","AuxiliaryVoucher","OBJECT_SUB_TYPES","OLE176","1","VALID","AM;BF;CF;CA;BU;BD;CL;LF;LE;LA;IF;FB;ES;CP;CO;CM;UO;UF;UC;PL;PI;MT;LI;AS;TF;","Object Sub-Type(s) restricted from use on the Auxiliary Voucher document.","D","OLE"
"OLE-FP","BudgetAdjustment","CROSS_INCOME_STREAM_GLPE_TRANSFER_GENERATING_FUND_GROUPS","OLE177","1","CONFG","GF","Determines for which fund groups transfer of funds general ledger pending entries will be generated by the budget adjustment, when the budget adjustment crosses income stream accounts.","A","OLE"
"OLE-FP","BudgetAdjustment","CROSS_INCOME_STREAM_GLPE_TRANSFER_GENERATING_SUB_FUND_GROUPS","OLE178","1","CONFG","MPRACT","Determines for which sub fund groups transfer of funds general ledger pending entries will be generated by the budget adjustment, when the budget adjustment crosses income stream accounts.","D","OLE"
"OLE-FP","BudgetAdjustment","GLPE_GENERATE_TRANSFER_IND","OLE179","1","CONFG","Y","Indicator for turning on/off (Y/N) the transfer of fund general ledger pending entries on the budget adjustment document.","A","OLE"
"OLE-FP","BudgetAdjustment","GLPE_INCOME_TRANSFER_OBJECT_CODE","OLE180","1","CONFG","1209","Object code to use for creating the income transfer general ledger pending entries.","A","OLE"
"OLE-FP","BudgetAdjustment","OBJECT_CODES","OLE181","1","VALID","","Object Code(s) restricted from use on a Budget Adjustment document.","D","OLE"
"OLE-FP","BudgetAdjustment","OBJECT_SUB_TYPES","OLE182","1","VALID","CR;AR","Object Sub-Type(s) restricted from use on the Budget Adjustment document.","D","OLE"
"OLE-FP","CashReceipt","OBJECT_CONSOLIDATIONS","OLE183","1","VALID","FDBL","Object Consolidation(s) restricted from use on the Cash Receipt document.","D","OLE"
"OLE-FP","CashReceipt","OBJECT_SUB_TYPES","OLE184","1","VALID","BU;CA;CE;FB;FR;HW;MT;PL;RE;SA;VA","Object Sub-Type(s) restricted from use on the Cash Receipt document.","D","OLE"
"OLE-FP","CashReceipt","OBJECT_TYPES","OLE185","1","VALID","ES;IC","Object Type(s) restricted from use on the Cash Receipt document.","D","OLE"
"OLE-FP","CashReceipt","CHANGE_REQUEST_ENABLED_IND","OLEFP6967","1","CONFG","Y","Indicator to turn Cash receipt change request ability on and off.","A","OLE"
"OLE-FP","CreditCardReceipt","OBJECT_SUB_TYPES","OLE186","1","VALID","BU;CA;CE;FB;FR;HW;MT;PL;RE;SA;VA","Object Sub-Type(s) restricted from use on the Credit Card Receipt document.","D","OLE"
"OLE-FP","DisbursementVoucher","CAMPUSES_TAXED_FOR_MOVING_REIMBURSEMENTS","OLE187","1","CONFG","BL;EA;IN;KO;NW;SB;SE","The campuses which are taxed for moving reimbursements carried out via Disbursement Vouchers.","A","OLE"
"OLE-FP","DisbursementVoucher","CHECK_EMPLOYEE_PAID_OUTSIDE_PAYROLL_IND","OLE188","1","CONFG","Y","Indicator for turning the ""employee paid outside of payroll"" business rule on or off.","A","OLE"
"OLE-FP","DisbursementVoucher","CHECK_PREPAID_ACTIVE_EMPLOYEE_IND","OLE189","1","CONFG","Y","Indicator for turning the ""prepaid active employee"" business rule on or off.","A","OLE"
"OLE-FP","DisbursementVoucher","COVER_SHEET_TEMPLATE_ATTACHMENT","OLE190","1","CONFG","Check Enclosure","Text that prints on the Disbursement Voucher cover sheet when hard-copy attachments are required for a payment to be issued.","A","OLE"
"OLE-FP","DisbursementVoucher","COVER_SHEET_TEMPLATE_BAR","OLE191","1","CONFG","________________________________________________________________________________","Text that prints on the Disbursement Voucher cover sheet when hard-copy is required for particular payment reasons.","A","OLE"
"OLE-FP","DisbursementVoucher","COVER_SHEET_TEMPLATE_HANDLING","OLE192","1","CONFG","Special Handling","Text that prints on the Disbursement Voucher cover sheet when hard-copy is required due to special handling requirements.","A","OLE"
"OLE-FP","DisbursementVoucher","COVER_SHEET_TEMPLATE_LINES","OLE193","1","CONFG","Departments must submit all required document copies and forms to FMS Tax Compliance. FMS reserves the right to review and approve all exemption and nonresident alien payment request forms. Upon approval, for honorarium payments only, there will be a mandatory 10-day waiting period before payment is processed as required by the IRS. Information and documents needed: 1. Name and foreign address 2. Payment reason, including dates, times, places 3. Copy of individual's I-94 4. Copy of visa 5. Completed W-8BEN **6. Copy of individual's social security card or proof of application of social security card which can be obtained from any social security office. **7. Federal form 8233 if individual is claiming an exemption from tax and if he holds proper visa status from a country that has tax treaty status with U.S. **If you are paying for travel only, neither a social security number nor a Form 8233 is required. However, if the payment reason is ""Nonemployee Travel with Honorarium"" then both are required. There are different requirements for royalty payments to nonresident aliens. Please contact the FMS tax area for information. Questions: 855-5657 or 856-5424","Text, relating to tax implications, that prints on the Disbursement Voucher cover sheet when hard-copy is required due to Non-Resident Alien payment requirements.","A","OLE"
"OLE-FP","DisbursementVoucher","COVER_SHEET_TEMPLATE_NON_RESIDENT_ALIEN","OLE194","1","CONFG","Nonresident Alien","Text that prints on the Disbursement Voucher cover sheet that indicates this is a Non-Resident Alien payment.","A","OLE"
"OLE-FP","DisbursementVoucher","COVER_SHEET_TEMPLATE_RLINES","OLE195","1","CONFG","I hereby certify that the information relating to this FIS (TP) Document requesting payment for expenses is just and correct. I certify that all charges and/or reimbursements pertain to Indiana University business, that the amount is legally due after allowing all just credits and that no part of the same has previously been paid or will be paid by another source. Payee Signature ________________________   Payee Address ________________________ Date: ____________                                                                      ________________________ Account Manager                                                  Payee Phone # ________________________ Signature ______________________________  Payee Tax ID# ________________________","Text that prints on the Disbursement Voucher cover sheet when hard-copy is required due to Subcontract or Personal Services payment requirements.","A","OLE"
"OLE-FP","DisbursementVoucher","DECEDENT_COMPENSATION_PAYMENT_REASONS","OLE196","1","CONFG","D","Payment reason(s) used for the compensation in respect to decedent.","A","OLE"
"OLE-FP","DisbursementVoucher","DEFAULT_DOCUMENTATION_LOCATION","OLE197","1","CONFG","F","The default document location for Disbursement Vouchers and attachments to route if there is no document validation parameter type that indicates otherwise.","A","OLE"
"OLE-FP","DisbursementVoucher","DEFAULT_EMPLOYEE_ADDRESS_TYPE","OLE198","1","CONFG","HM","If USE_DEFAULT_EMPLOYEE_ADDRESS_IND is No then this parameter defines the address type that should be used as the default for employee payees on the Disbursement Voucher. ","A","OLE"
"OLE-FP","DisbursementVoucher","HIGHER_ED_FUNCTIONS","OLE199","1","VALID","","Accounts with these Higher Education Function Code(s) are disallowed on the Disbursement Voucher document.","D","OLE"
"OLE-FP","DisbursementVoucher","INDIVIDUAL_OWNERSHIP_TYPES","OLE200","1","VALID","ID","Vendor ownership types that indicate that the vendor is an individual.","A","OLE"
"OLE-FP","DisbursementVoucher","INVALID_DOCUMENTATION_LOCATIONS_BY_CAMPUS","OLE201","1","VALID","","Defines an invalid relationship between the campus code assigned to the OLE user initiating the Disbursement Voucher and the location(s) where the DV and attachments will route. Format of list is campus 1=documentation location 1, documentation location 2;campus 2=documentation location 3,documentation location 4,documentation location 5","D","OLE"
"OLE-FP","DisbursementVoucher","INVALID_DOCUMENTATION_LOCATIONS_BY_PAYMENT_REASON","OLE202","1","VALID","A=T;B=T;E=T;F=T;G=T;H=T;K=T;L=T;R=T;T=T;W=T;Z=T","Defines an invalid relationship between the payment reason listed on the Disbursement Voucher and the location(s) where the DV and attachments will route. Format of list is payment reason 1=documentation location 1, documentation location 2;payment reason 2=documentation location 3,documentation location 4,documentation location 5.","D","OLE"
"OLE-FP","DisbursementVoucher","INVALID_OBJECT_CODES_BY_PAYMENT_REASON","OLE203","1","VALID","B=4006,4030,4032,4079,4500,4501,4503,4504,4507,4512,4513,4514,4519,4525,4530,4532,4535,4540,4549,4559,4560,4563,4564,4565,4575,4576,4577,4873,4874,5014,5042,5046,5047,5048,5074,5075,5077,5083,5084,5090,5150,5151,5152,5154,5155,B450;Z=5070;E=5070;H=5070;C=5070;L=5070;A=5070;F=5070;B=5070;T=5070;K=5070;R=5070;W=5070;P=5070;N=5070;X=5070;G=5070","Invalid objects by payment reason.  Format of list is payment reason 1=object 1, object 2;payment reason 2=object 3,object 4,object 5;?","D","OLE"
"OLE-FP","DisbursementVoucher","INVALID_OBJECT_LEVELS_BY_PAYMENT_REASON","OLE204","1","VALID","","Defines an invalid relationship between the payment reason listed on the Disbursement Voucher and the Object Level(s) on the accounting line of the DV. Format of list is payment reason 1=object level 1, object level 2;payment reason 2=object level 3,object level 4,object level 5.","D","OLE"
"OLE-FP","DisbursementVoucher","INVALID_OBJECT_SUB_TYPES_BY_SUB_FUND_GROUP","OLE205","1","VALID","","Defines an invalid relationship between the Sub-Fund Group and the Object Sub-Type(s) on the Disbursement Voucher document. Format of list is sub fund group 1=object sub type 1, object sub type 2;sub fund group 2=object sub type 3,object sub type 4,object sub type 5.","D","OLE"
"OLE-FP","DisbursementVoucher","INVALID_PAYEE_TYPES_BY_PAYMENT_REASON","OLE206","1","VALID","","Defines an invalid relationship between the Payment Reason and the Payee Types on the Disbursement Voucher. Format of list is payment reason 1=payee type 1, payee type 2;payment reason 2=payee type 3,payee type 4,payee type 5.","D","OLE"
"OLE-FP","DisbursementVoucher","INVALID_SUB_FUND_GROUPS_BY_PAYMENT_REASON","OLE207","1","VALID","","Defines an invalid relationship between the Payment Reason listed on the Disbursement Voucher and the Sub-Fund Group(s) associated with the account number. Format of list is payment reason 1=sub fund group 1, sub fund group 2;payment reason 2=sub fund group 3,sub fund group 4,sub fund group 5.","D","OLE"
"OLE-FP","DisbursementVoucher","MOVING_PAYMENT_REASONS","OLE208","1","CONFG","M","Payment reason(s) used for moving that trigger the moving business rules.","A","OLE"
"OLE-FP","DisbursementVoucher","NONEMPLOYEE_TRAVEL_ACTUAL_MILEAGE_LIMIT_IND","OLE209","1","CONFG","Y","Indicator used to determine if an institution wishes to prevent the actual mileage amount from exceeding the calculated mileage amount for the Non-Employee Travel tab of the Disbursement Voucher. Set to Yes (Y) to prevent, No (N) to allow.","A","OLE"
"OLE-FP","DisbursementVoucher","NONEMPLOYEE_TRAVEL_PAYMENT_REASONS","OLE210","1","CONFG","N","Payment reason(s) that trigger Nonemployee Travel tab completion and associated rules.","A","OLE"
"OLE-FP","DisbursementVoucher","NON_RESIDENT_ALIEN_DOCUMENTATION_LOCATIONS","OLE211","1","VALID","F;T","Allowed location(s) where a Disbursement Voucher and attachments will route when the Non-resident Alien box is checked on the DV.","A","OLE"
"OLE-FP","DisbursementVoucher","NON_RESIDENT_ALIEN_PAYMENT_REASONS","OLE212","1","VALID","X","Restricted Payment Reason(s) when the Non-resident Alien box is checked on the Disbursement Voucher.","D","OLE"
"OLE-FP","DisbursementVoucher","NON_VENDOR_EMPLOYEE_PAYEE_TYPE_LABEL","OLE219","1","CONFG","Employee (Non-Vendor)","Label used for employeed who are not vendors within the Disbursement Voucher.","A","OLE"
"OLE-FP","DisbursementVoucher","OBJECT_LEVELS","OLE220","1","VALID","BASR;BASE;BCOM;BCAS;BORE;BFRE;BLIA;FUBL;BGEX;ICOR;HRCO;BASS;CRIN","Object Level(s) restricted from use on the Disbursement Voucher document.","D","OLE"
"OLE-FP","DisbursementVoucher","OBJECT_SUB_TYPES","OLE221","1","VALID","BU","Object Sub-Type(s) restricted from use on the Disbursement Voucher document.","D","OLE"
"OLE-FP","DisbursementVoucher","OBJECT_TYPES","OLE222","1","VALID","CH;ES;FB;IC","Object Type(s) restricted from use on the Disbursement Voucher document.","D","OLE"
"OLE-FP","DisbursementVoucher","PAYMENT_REASONS_REQUIRING_TAX_REVIEW","OLE223","1","CONFG","D;N;P;M","Payment reasons that require the Disbursement Voucher to be routed to the tax area.","A","OLE"
"OLE-FP","DisbursementVoucher","PO_AND_DV_PAYEE_TYPE_LABEL","OLE224","1","CONFG","Vendor","Label used for vendors with type code PO or DV within the Disbursement Voucher.","A","OLE"
"OLE-FP","DisbursementVoucher","PREPAID_TRAVEL_PAYMENT_REASONS","OLE225","1","CONFG","P","Payment reason(s) that trigger Prepaid Travel tab completion and associated rules.","A","OLE"
"OLE-FP","DisbursementVoucher","PRE_DISBURSEMENT_EXTRACT_ORGANIZATION","OLE226","1","CONFG","KUAL","Allowed organization code for loading Disbursement Voucher payments to process checks.","A","OLE"
"OLE-FP","DisbursementVoucher","PRE_DISBURSEMENT_EXTRACT_SUB_UNIT","OLE227","1","CONFG","DV","PDP Sub-Unit Code for loading DV payments","A","OLE"
"OLE-FP","DisbursementVoucher","RESEARCH_NON_VENDOR_PAY_LIMIT_AMOUNT","OLE228","1","CONFG","100","Total amount limit on Disbursement Voucher document for payment reasons associated with the parameter, RESEARCH_PAYMENT_REASON.","A","OLE"
"OLE-FP","DisbursementVoucher","RESEARCH_PAYMENT_REASONS","OLE229","1","CONFG","C","Payment reason(s) that trigger enforcement of parameter, RESEARCH_NON_VENDOR_PAY_LIMIT_AMOUNT.","A","OLE"
"OLE-FP","DisbursementVoucher","REVOLVING_FUND_PAYMENT_REASONS","OLE230","1","CONFG","K","Allowed payment reason(s) when the payee on a Disbursement Voucher document is a revolving fund payee.","A","OLE"
"OLE-FP","DisbursementVoucher","SUB_FUND_GROUPS","OLE231","1","VALID","","Sub-Fund Group(s) restricted from use on the Disbursement Voucher document.","D","OLE"
"OLE-FP","DisbursementVoucher","TAX_DOCUMENTATION_LOCATION","OLE233","1","CONFG","X","Allowed location where a Disbursement Voucher and attachments will route when there are tax compliance issues associated with the DV.","A","OLE"
"OLE-FP","DisbursementVoucher","TRAVEL_PER_DIEM_LINK_PAGE_MESSAGE","OLE234","1","CONFG","Click on the selected category link to connect to the federal government's web site listing their official per diem rates. Once you have determined the correct M & IE rate from the MIDDLE column, please enter it in the Per Diem Rate field.  Once the rate has been entered in this field, the correct per diem amount can be calculated by pressing the calculate button. If the traveller has visited more than one city, the calculated per diem rate will not be correct, and you will have to manually calculate the per diem amount and enter it in the Per Diem Actual Amount field.  Travel Management will verify the per diem amount from the lodging receipts included with the supporting documentation.","Creates the message that appears when the Per Diem link is selected on the Non-Employee Travel Expense tab of the Disbursement Voucher.","A","OLE"
"OLE-FP","DisbursementVoucher","USE_DEFAULT_EMPLOYEE_ADDRESS_IND","OLE235","1","CONFG","N","If the value is Yes then use whatever address is marked as the default address for the person record as the default address for employee payees on the Disbursement Voucher. If the value is No then consult the DEFAULT_EMPLOYEE_ADDRESS_TYPE parameter to determine which address to use.","A","OLE"
"OLE-FP","DisbursementVoucher","VALID_DOCUMENTATION_LOCATIONS_BY_CAMPUS","OLE236","1","VALID","BL=F,N,O,T;EA=A,F,T,N,O;IN=I,F,T,N,O;KO=K,F,T,N,O;NW=W,F,T,N,O;SB=S,F,N,T,O;SE=Z,F,T,N,O","Defines a valid relationship between the campus code assigned to the OLE user initiating the Disbursement Voucher and the location(s) where the DV and attachments will route. Format of list is campus 1=documentation location 1, documentation location 2;campus 2=documentation location 3,documentation location 4,documentation location 5","A","OLE"
"OLE-FP","DisbursementVoucher","VALID_DOCUMENTATION_LOCATIONS_BY_PAYMENT_REASON","OLE237","1","VALID","C=O,F;D=F;M=F;N=T;P=T;X=T","Defines a valid relationship between the payment reason listed on the Disbursement Voucher and the location(s) where the DV and attachments will route. Format of list is payment reason 1=documentation location 1, documentation location 2;payment reason 2=documentation location 3,documentation location 4,documentation location 5.","A","OLE"
"OLE-FP","DisbursementVoucher","VALID_OBJECT_CODES_BY_PAYMENT_REASON","OLE238","1","VALID","D=4566;M=5070","Defines a valid relationship between the payment reason listed on the Disbursement Voucher and the Object Code(s) on the accounting line of the DV. Format of list is payment reason 1=object level 1, object level 2;payment reason 2=object level 3,object level 4,object level 5.","A","OLE"
